"@timestamp","_id","_index","_score","agent.ephemeral_id","agent.hostname","agent.id","agent.name","agent.type","agent.version","bytes_in","bytes_out","client.bytes","client.ip","client.port","destination.bytes","destination.domain","destination.ip","destination.port","ecs.version","event.category","event.dataset","event.duration","event.end","event.kind","event.start","event.type","host.architecture","host.containerized","host.hostname","host.id","host.ip","host.mac","host.name","host.os.codename","host.os.family","host.os.kernel","host.os.name","host.os.name.text","host.os.platform","host.os.type","host.os.version","http.request.body.bytes","http.request.bytes","http.request.headers.content-length","http.request.headers.content-type","http.request.method","http.response.body.bytes","http.response.bytes","http.response.headers.content-length","http.response.headers.content-type","http.response.status_code","http.response.status_phrase","http.version",method,"network.bytes","network.community_id","network.direction","network.protocol","network.transport","network.type",query,"related.hosts","related.ip","server.bytes","server.domain","server.ip","server.port","source.bytes","source.ip","source.port",status,type,"url.domain","url.extension","url.full","url.full.text","url.path","url.port","url.query","url.scheme","user_agent.original","user_agent.original.text"
"Oct 23, 2022 @ 22:08:21.429","xNYsBYQBlvB-G1GIVe6I",".ds-packetbeat-8.4.3-2022.10.21-000001","-","4b70f7af-34a8-4b87-a60b-915bbf54570d",129e4f27eaec,"359657de-6e27-4d82-9fcc-806ccd6e6b33",129e4f27eaec,packetbeat,"8.4.3",233B,"1.3KB",233B,"172.16.0.9",44812,"1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"5.2","Oct 23, 2022 @ 22:08:21.434",event,"Oct 23, 2022 @ 22:08:21.429","connection, protocol","x86_64",false,129e4f27eaec,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",129e4f27eaec,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-",233B,0,"-",OPTIONS,"1.1KB","1.3KB","1,086","text/html;charset=utf-8",405,"method not allowed","1.1",OPTIONS,"1.5KB","1:bgrpUOC0tKMBzEVjWx1vzyEm9wI=",egress,http,tcp,ipv4,"OPTIONS /","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,233B,"172.16.0.9",44812,Error,http,"3204_webapp_1.3204_companyABC","-","http://3204_webapp_1.3204_companyABC:8080/","http://3204_webapp_1.3204_companyABC:8080/","/",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
"Oct 23, 2022 @ 22:08:21.429","x9YsBYQBlvB-G1GIVe6I",".ds-packetbeat-8.4.3-2022.10.21-000001","-","4b70f7af-34a8-4b87-a60b-915bbf54570d",129e4f27eaec,"359657de-6e27-4d82-9fcc-806ccd6e6b33",129e4f27eaec,packetbeat,"8.4.3",173B,249B,173B,"172.16.0.9",44828,249B,"3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"10.3","Oct 23, 2022 @ 22:08:21.439",event,"Oct 23, 2022 @ 22:08:21.429","connection, protocol","x86_64",false,129e4f27eaec,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",129e4f27eaec,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-",173B,0,"-",HEAD,"-",249B,0,"text/html;charset=ISO-8859-1",200,ok,"1.1",HEAD,422B,"1:dC2fzPTEn+bA8n1p303lqTz/gxM=",egress,http,tcp,ipv4,"HEAD /","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2",249B,"3204_webapp_1.3204_companyABC","172.16.0.2",8080,173B,"172.16.0.9",44828,OK,http,"3204_webapp_1.3204_companyABC","-","http://3204_webapp_1.3204_companyABC:8080/","http://3204_webapp_1.3204_companyABC:8080/","/",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
"Oct 23, 2022 @ 22:08:21.425","v9YsBYQBlvB-G1GIVe6I",".ds-packetbeat-8.4.3-2022.10.21-000001","-","4b70f7af-34a8-4b87-a60b-915bbf54570d",129e4f27eaec,"359657de-6e27-4d82-9fcc-806ccd6e6b33",129e4f27eaec,packetbeat,"8.4.3",172B,"2.6KB",172B,"172.16.0.9",44774,"2.6KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"1.4","Oct 23, 2022 @ 22:08:21.426",event,"Oct 23, 2022 @ 22:08:21.425","connection, protocol","x86_64",false,129e4f27eaec,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",129e4f27eaec,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-",172B,0,"-",GET,"2.4KB","2.6KB","2,469","text/html;charset=ISO-8859-1",200,ok,"1.1",GET,"2.8KB","1:EBaK3/C2aYH2dklK9fulxhcY5IE=",egress,http,tcp,ipv4,"GET /","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","2.6KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,172B,"172.16.0.9",44774,OK,http,"3204_webapp_1.3204_companyABC","-","http://3204_webapp_1.3204_companyABC:8080/","http://3204_webapp_1.3204_companyABC:8080/","/",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
"Oct 23, 2022 @ 22:08:21.425","wdYsBYQBlvB-G1GIVe6I",".ds-packetbeat-8.4.3-2022.10.21-000001","-","4b70f7af-34a8-4b87-a60b-915bbf54570d",129e4f27eaec,"359657de-6e27-4d82-9fcc-806ccd6e6b33",129e4f27eaec,packetbeat,"8.4.3",234B,"1.3KB",234B,"172.16.0.9",44784,"1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"2.0","Oct 23, 2022 @ 22:08:21.427",event,"Oct 23, 2022 @ 22:08:21.425","connection, protocol","x86_64",false,129e4f27eaec,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",129e4f27eaec,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-",234B,0,"-",OPTIONS,"1.1KB","1.3KB","1,086","text/html;charset=utf-8",405,"method not allowed","1.1",OPTIONS,"1.5KB","1:54vxc9Q/hg/73kN3zADGg9lBlXw=",egress,http,tcp,ipv4,"OPTIONS /","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,234B,"172.16.0.9",44784,Error,http,"3204_webapp_1.3204_companyABC","-","http://3204_webapp_1.3204_companyABC:8080/","http://3204_webapp_1.3204_companyABC:8080/","/",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
"Oct 23, 2022 @ 22:08:21.425","wtYsBYQBlvB-G1GIVe6I",".ds-packetbeat-8.4.3-2022.10.21-000001","-","4b70f7af-34a8-4b87-a60b-915bbf54570d",129e4f27eaec,"359657de-6e27-4d82-9fcc-806ccd6e6b33",129e4f27eaec,packetbeat,"8.4.3",172B,"2.6KB",172B,"172.16.0.9",44796,"2.6KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"2.1","Oct 23, 2022 @ 22:08:21.428",event,"Oct 23, 2022 @ 22:08:21.425","connection, protocol","x86_64",false,129e4f27eaec,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",129e4f27eaec,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-",172B,0,"-",GET,"2.4KB","2.6KB","2,469","text/html;charset=ISO-8859-1",200,ok,"1.1",GET,"2.8KB","1:5K5RxZEtDHUYc2+bq5AiYtNkVG8=",egress,http,tcp,ipv4,"GET /","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","2.6KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,172B,"172.16.0.9",44796,OK,http,"3204_webapp_1.3204_companyABC","-","http://3204_webapp_1.3204_companyABC:8080/","http://3204_webapp_1.3204_companyABC:8080/","/",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
"Oct 23, 2022 @ 22:08:21.418","utYsBYQBlvB-G1GIVe6I",".ds-packetbeat-8.4.3-2022.10.21-000001","-","4b70f7af-34a8-4b87-a60b-915bbf54570d",129e4f27eaec,"359657de-6e27-4d82-9fcc-806ccd6e6b33",129e4f27eaec,packetbeat,"8.4.3",233B,"1.3KB",233B,"172.16.0.9",44712,"1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"4.2","Oct 23, 2022 @ 22:08:21.422",event,"Oct 23, 2022 @ 22:08:21.418","connection, protocol","x86_64",false,129e4f27eaec,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",129e4f27eaec,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-",233B,0,"-",OPTIONS,"1.1KB","1.3KB","1,086","text/html;charset=utf-8",405,"method not allowed","1.1",OPTIONS,"1.5KB","1:TuT/eWNQWft8jWeJwyWh0+hPFvI=",egress,http,tcp,ipv4,"OPTIONS /","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,233B,"172.16.0.9",44712,Error,http,"3204_webapp_1.3204_companyABC","-","http://3204_webapp_1.3204_companyABC:8080/","http://3204_webapp_1.3204_companyABC:8080/","/",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
"Oct 23, 2022 @ 22:08:21.418","u9YsBYQBlvB-G1GIVe6I",".ds-packetbeat-8.4.3-2022.10.21-000001","-","4b70f7af-34a8-4b87-a60b-915bbf54570d",129e4f27eaec,"359657de-6e27-4d82-9fcc-806ccd6e6b33",129e4f27eaec,packetbeat,"8.4.3",182B,"1.2KB",182B,"172.16.0.9",44716,"1.2KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"4.8","Oct 23, 2022 @ 22:08:21.423",event,"Oct 23, 2022 @ 22:08:21.418","connection, protocol","x86_64",false,129e4f27eaec,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",129e4f27eaec,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-",182B,0,"-",GET,"1,014B","1.2KB","1,014","text/html;charset=utf-8",404,"not found","1.1",GET,"1.4KB","1:kYYiFauMIRTnnnpZHFF2ewbRFHc=",egress,http,tcp,ipv4,"GET /evox/about","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","1.2KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,182B,"172.16.0.9",44716,Error,http,"3204_webapp_1.3204_companyABC","-","http://3204_webapp_1.3204_companyABC:8080/evox/about","http://3204_webapp_1.3204_companyABC:8080/evox/about","/evox/about",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
"Oct 23, 2022 @ 22:08:21.418","vNYsBYQBlvB-G1GIVe6I",".ds-packetbeat-8.4.3-2022.10.21-000001","-","4b70f7af-34a8-4b87-a60b-915bbf54570d",129e4f27eaec,"359657de-6e27-4d82-9fcc-806ccd6e6b33",129e4f27eaec,packetbeat,"8.4.3",206B,"1.3KB",206B,"172.16.0.9",44732,"1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"5.3","Oct 23, 2022 @ 22:08:21.423",event,"Oct 23, 2022 @ 22:08:21.418","connection, protocol","x86_64",false,129e4f27eaec,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",129e4f27eaec,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-",206B,0,"-",PROPFIND,"1.1KB","1.3KB","1,086","text/html;charset=utf-8",405,"method not allowed","1.1",PROPFIND,"1.5KB","1:APSjHYt2jvKYeos2EQNedIk2FZg=",egress,http,tcp,ipv4,"PROPFIND /","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,206B,"172.16.0.9",44732,Error,http,"3204_webapp_1.3204_companyABC","-","http://3204_webapp_1.3204_companyABC:8080/","http://3204_webapp_1.3204_companyABC:8080/","/",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
"Oct 23, 2022 @ 22:08:21.418","vdYsBYQBlvB-G1GIVe6I",".ds-packetbeat-8.4.3-2022.10.21-000001","-","4b70f7af-34a8-4b87-a60b-915bbf54570d",129e4f27eaec,"359657de-6e27-4d82-9fcc-806ccd6e6b33",129e4f27eaec,packetbeat,"8.4.3",173B,"1.3KB",173B,"172.16.0.9",44752,"1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"6.1","Oct 23, 2022 @ 22:08:21.424",event,"Oct 23, 2022 @ 22:08:21.418","connection, protocol","x86_64",false,129e4f27eaec,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",129e4f27eaec,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-",173B,0,"-",VPMT,"1.1KB","1.3KB","1,086","text/html;charset=utf-8",405,"method not allowed","1.1",VPMT,"1.4KB","1:nN4PPV0JcGwd5Nd7wXSOmQjMJ/Q=",egress,http,tcp,ipv4,"VPMT /","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,173B,"172.16.0.9",44752,Error,http,"3204_webapp_1.3204_companyABC","-","http://3204_webapp_1.3204_companyABC:8080/","http://3204_webapp_1.3204_companyABC:8080/","/",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
"Oct 23, 2022 @ 22:08:21.418","vtYsBYQBlvB-G1GIVe6I",".ds-packetbeat-8.4.3-2022.10.21-000001","-","4b70f7af-34a8-4b87-a60b-915bbf54570d",129e4f27eaec,"359657de-6e27-4d82-9fcc-806ccd6e6b33",129e4f27eaec,packetbeat,"8.4.3",177B,"1.2KB",177B,"172.16.0.9",44760,"1.2KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"7.1","Oct 23, 2022 @ 22:08:21.425",event,"Oct 23, 2022 @ 22:08:21.418","connection, protocol","x86_64",false,129e4f27eaec,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",129e4f27eaec,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-",177B,0,"-",GET,"1,004B","1.2KB","1,004","text/html;charset=utf-8",404,"not found","1.1",GET,"1.3KB","1:fR9bzPVlPVQrbVIHoryQ53msbkY=",egress,http,tcp,ipv4,"GET /HNAP1","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","1.2KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,177B,"172.16.0.9",44760,Error,http,"3204_webapp_1.3204_companyABC","-","http://3204_webapp_1.3204_companyABC:8080/HNAP1","http://3204_webapp_1.3204_companyABC:8080/HNAP1","/HNAP1",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
"Oct 23, 2022 @ 22:08:21.386","uNYsBYQBlvB-G1GIVe6I",".ds-packetbeat-8.4.3-2022.10.21-000001","-","4b70f7af-34a8-4b87-a60b-915bbf54570d",129e4f27eaec,"359657de-6e27-4d82-9fcc-806ccd6e6b33",129e4f27eaec,packetbeat,"8.4.3",176B,"1.3KB",176B,"172.16.0.9",44706,"1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"29.0","Oct 23, 2022 @ 22:08:21.415",event,"Oct 23, 2022 @ 22:08:21.386","connection, protocol","x86_64",false,129e4f27eaec,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",129e4f27eaec,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-",176B,0,"-",OPTIONS,"1.1KB","1.3KB","1,086","text/html;charset=utf-8",405,"method not allowed","1.1",OPTIONS,"1.4KB","1:NUHlV1kaVh8LjnXh3gQQ/0xZjNc=",egress,http,tcp,ipv4,"OPTIONS /","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,176B,"172.16.0.9",44706,Error,http,"3204_webapp_1.3204_companyABC","-","http://3204_webapp_1.3204_companyABC:8080/","http://3204_webapp_1.3204_companyABC:8080/","/",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
"Oct 23, 2022 @ 22:08:21.381","tdYsBYQBlvB-G1GIVe6I",".ds-packetbeat-8.4.3-2022.10.21-000001","-","4b70f7af-34a8-4b87-a60b-915bbf54570d",129e4f27eaec,"359657de-6e27-4d82-9fcc-806ccd6e6b33",129e4f27eaec,packetbeat,"8.4.3",187B,"1.3KB",187B,"172.16.0.9",44664,"1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"3.0","Oct 23, 2022 @ 22:08:21.384",event,"Oct 23, 2022 @ 22:08:21.381","connection, protocol","x86_64",false,129e4f27eaec,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",129e4f27eaec,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-",187B,0,"-",PROPFIND,"1.1KB","1.3KB","1,086","text/html;charset=utf-8",405,"method not allowed","1.1",PROPFIND,"1.4KB","1:7egBthRHw8KxVc2S9VBq+iMWCrk=",egress,http,tcp,ipv4,"PROPFIND /","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,187B,"172.16.0.9",44664,Error,http,"3204_webapp_1.3204_companyABC","-","http://3204_webapp_1.3204_companyABC:8080/","http://3204_webapp_1.3204_companyABC:8080/","/",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
"Oct 23, 2022 @ 22:08:21.381","ttYsBYQBlvB-G1GIVe6I",".ds-packetbeat-8.4.3-2022.10.21-000001","-","4b70f7af-34a8-4b87-a60b-915bbf54570d",129e4f27eaec,"359657de-6e27-4d82-9fcc-806ccd6e6b33",129e4f27eaec,packetbeat,"8.4.3",187B,"1.3KB",187B,"172.16.0.9",44672,"1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"3.1","Oct 23, 2022 @ 22:08:21.384",event,"Oct 23, 2022 @ 22:08:21.381","connection, protocol","x86_64",false,129e4f27eaec,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",129e4f27eaec,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-",187B,0,"-",PROPFIND,"1.1KB","1.3KB","1,086","text/html;charset=utf-8",405,"method not allowed","1.1",PROPFIND,"1.4KB","1:ndIPgnRwVjmzIurSJDSeX5uiFww=",egress,http,tcp,ipv4,"PROPFIND /","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,187B,"172.16.0.9",44672,Error,http,"3204_webapp_1.3204_companyABC","-","http://3204_webapp_1.3204_companyABC:8080/","http://3204_webapp_1.3204_companyABC:8080/","/",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
"Oct 23, 2022 @ 22:08:21.380","rtYsBYQBlvB-G1GIVe6I",".ds-packetbeat-8.4.3-2022.10.21-000001","-","4b70f7af-34a8-4b87-a60b-915bbf54570d",129e4f27eaec,"359657de-6e27-4d82-9fcc-806ccd6e6b33",129e4f27eaec,packetbeat,"8.4.3",181B,"1.2KB",181B,"172.16.0.9",44576,"1.2KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"1.6","Oct 23, 2022 @ 22:08:21.381",event,"Oct 23, 2022 @ 22:08:21.380","connection, protocol","x86_64",false,129e4f27eaec,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",129e4f27eaec,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-",181B,0,"-",GET,"1,012B","1.2KB","1,012","text/html;charset=utf-8",404,"not found","1.1",GET,"1.4KB","1:ml4kzznzKDdqwpBWXBx1NL81JjI=",egress,http,tcp,ipv4,"GET /.git/HEAD","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","1.2KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,181B,"172.16.0.9",44576,Error,http,"3204_webapp_1.3204_companyABC","git/HEAD","http://3204_webapp_1.3204_companyABC:8080/.git/HEAD","http://3204_webapp_1.3204_companyABC:8080/.git/HEAD","/.git/HEAD",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
"Oct 23, 2022 @ 22:08:21.380","r9YsBYQBlvB-G1GIVe6I",".ds-packetbeat-8.4.3-2022.10.21-000001","-","4b70f7af-34a8-4b87-a60b-915bbf54570d",129e4f27eaec,"359657de-6e27-4d82-9fcc-806ccd6e6b33",129e4f27eaec,packetbeat,"8.4.3",234B,"1.3KB",234B,"172.16.0.9",44578,"1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"1.5","Oct 23, 2022 @ 22:08:21.381",event,"Oct 23, 2022 @ 22:08:21.380","connection, protocol","x86_64",false,129e4f27eaec,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",129e4f27eaec,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-",234B,0,"-",OPTIONS,"1.1KB","1.3KB","1,086","text/html;charset=utf-8",405,"method not allowed","1.1",OPTIONS,"1.5KB","1:r1clFByVqbXnDcJxSKPDJgVzqVU=",egress,http,tcp,ipv4,"OPTIONS /","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,234B,"172.16.0.9",44578,Error,http,"3204_webapp_1.3204_companyABC","-","http://3204_webapp_1.3204_companyABC:8080/","http://3204_webapp_1.3204_companyABC:8080/","/",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
"Oct 23, 2022 @ 22:08:21.380","sNYsBYQBlvB-G1GIVe6I",".ds-packetbeat-8.4.3-2022.10.21-000001","-","4b70f7af-34a8-4b87-a60b-915bbf54570d",129e4f27eaec,"359657de-6e27-4d82-9fcc-806ccd6e6b33",129e4f27eaec,packetbeat,"8.4.3",330B,"2.6KB",330B,"172.16.0.9",44608,"2.6KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"2.1","Oct 23, 2022 @ 22:08:21.382",event,"Oct 23, 2022 @ 22:08:21.380","connection, protocol","x86_64",false,129e4f27eaec,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",129e4f27eaec,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)",88B,330B,88,"application/x-www-form-urlencoded",POST,"2.4KB","2.6KB","2,469","text/html;charset=ISO-8859-1",200,ok,"1.1",POST,3KB,"1:5MDN0Yx+jVQ2q+rEOecEJqD43PA=",egress,http,tcp,ipv4,"POST /","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","2.6KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,330B,"172.16.0.9",44608,OK,http,"3204_webapp_1.3204_companyABC","-","http://3204_webapp_1.3204_companyABC:8080/?%3CmethodCall%3E+%3CmethodName%3Esystem.listMethods%3C%2FmethodName%3E+%3Cparams%3E%3C%2Fparams%3E+%3C%2FmethodCall%3E=","http://3204_webapp_1.3204_companyABC:8080/?%3CmethodCall%3E+%3CmethodName%3Esystem.listMethods%3C%2FmethodName%3E+%3Cparams%3E%3C%2Fparams%3E+%3C%2FmethodCall%3E=","/",8080,"%3CmethodCall%3E+%3CmethodName%3Esystem.listMethods%3C%2FmethodName%3E+%3Cparams%3E%3C%2Fparams%3E+%3C%2FmethodCall%3E=",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
