@timestamp,agent.hostname,auditd.log.AUID,auditd.log.EGID,auditd.log.EUID,auditd.log.FSGID,auditd.log.FSUID,auditd.log.GID,auditd.log.OGID,auditd.log.OLD-AUID,auditd.log.SGID,auditd.log.SUID,auditd.log.SYSCALL,auditd.log.UID,auditd.log.a0,auditd.log.a1,auditd.log.a2,auditd.log.a3,auditd.log.arch,auditd.log.cap_fe,auditd.log.cap_fi,auditd.log.cap_fp,auditd.log.cap_frootid,auditd.log.cap_fver,auditd.log.dev,auditd.log.epoch,auditd.log.fe,auditd.log.fi,auditd.log.fp,auditd.log.frootid,auditd.log.fver,auditd.log.grantors,auditd.log.hostname,auditd.log.inode,auditd.log.item,auditd.log.items,auditd.log.key,auditd.log.kv,auditd.log.laddr,auditd.log.lport,auditd.log.mode,auditd.log.name,auditd.log.nametype,auditd.log.nlnk-fam,auditd.log.nlnk-pid,auditd.log.old_auid,auditd.log.old_pa,auditd.log.old_pe,auditd.log.old_pi,auditd.log.old_pp,auditd.log.old_ses,auditd.log.op,auditd.log.pa,auditd.log.pe,auditd.log.pi,auditd.log.pp,auditd.log.proctitle,auditd.log.rdev,auditd.log.record_type,auditd.log.saddr,auditd.log.saddr_fam,auditd.log.sequence,auditd.log.ses,auditd.log.subj_apparmor,auditd.log.success,auditd.log.syscall,auditd.log.tty,auditd.log.uid,error.message,event.action,event.category,event.ingested,event.module,event.original,event.outcome,event.type,fileset.name,host.hostname,host.id,host.ip,host.mac,host.os.codename,host.os.family,host.os.kernel,host.os.name,host.os.type,host.os.version,message,network.direction,process.args,process.args_count,process.executable,process.executable.text,process.exit_code,process.name,process.name.text,process.parent.pid,process.pid,process.working_directory,process.working_directory.text,service.type,source.address,source.as.number,source.as.organization.name,source.as.organization.name.text,source.geo.city_name,source.geo.continent_name,source.geo.country_iso_code,source.geo.country_name,source.geo.location,source.geo.region_iso_code,source.geo.region_name,source.ip,traefik.access.geoip.city_name,traefik.access.geoip.continent_name,traefik.access.geoip.country_iso_code,traefik.access.geoip.location,traefik.access.geoip.region_iso_code,traefik.access.geoip.region_name,user.audit.id,user.effective.group.id,user.effective.id,user.effective.name,user.effective.name.text,user.filesystem.group.id,user.filesystem.id,user.group.id,user.id,user.name,user.name.text,user.owner.group.id,user.owner.id,user.saved.group.id,user.saved.id,user.terminal
"Oct 24, 2022 @ 23:29:08.713",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/usr/share/filebeat/bin/filebeat^@-c^@/etc/filebeat/filebeat.yml^@--path.home^@/usr/share/filebeat^@--path.config^@/etc/filebeat^@--pat,-,-,-,-,"484,477",-,-,-,-,-,-,1.12.0,proctitle,-,auditd.log,event,type=PROCTITLE msg=audit(1666625348.713:484477): proctitle=2F7573722F73686172652F66696C65626561742F62696E2F66696C6562656174002D63002F6574632F66696C65626561742F66696C65626561742E796D6C002D2D706174682E686F6D65002F7573722F73686172652F66696C6562656174002D2D706174682E636F6E666967002F6574632F66696C6562656174002D2D706174,-,-,log,x86_64,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),log,-,-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
"Oct 24, 2022 @ 23:29:08.713",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"484,477",-,unconfined,-,-,-,-,1.12.0,unknown[1420],-,auditd.log,event,type=UNKNOWN[1420] msg=audit(1666625348.713:484477): subj_apparmor=unconfined,-,-,log,x86_64,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),log,-,-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
"Oct 24, 2022 @ 23:29:07.405",dvwa_web,unset,root,root,root,root,root,-,-,root,root,socket,root,2,80801,0,0,x86_64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"484,476",4294967295,-,yes,41,(none),-,1.12.0,syscall,process,auditd.log,event,"type=SYSCALL msg=audit(1666625347.405:484476): arch=c000003e syscall=41 success=yes exit=6 a0=2 a1=80801 a2=0 a3=0 items=0 ppid=255711 pid=255712 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""metricbeat"" exe=""/usr/share/metricbeat/bin/metricbeat"" subj=? key=""T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64 SYSCALL=socket AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",-,info,log,x86_64,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),log,-,-,-,/usr/share/metricbeat/bin/metricbeat,/usr/share/metricbeat/bin/metricbeat,6,metricbeat,metricbeat,"255,711","255,712",auditd,4294967295,0,0,-,-,0,0,0,0,-,-,-,-,0,0,-,,,,,,,,,,,,,,,,,,,,,
"Oct 24, 2022 @ 23:29:07.405",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/usr/share/metricbeat/bin/metricbeat^@-c^@/etc/metricbeat/metricbeat.yml^@--path.home^@/usr/share/metricbeat^@--path.config^@/etc/metr,-,-,-,-,"484,476",-,-,-,-,-,-,1.12.0,proctitle,-,auditd.log,event,type=PROCTITLE msg=audit(1666625347.405:484476): proctitle=2F7573722F73686172652F6D6574726963626561742F62696E2F6D657472696362656174002D63002F6574632F6D6574726963626561742F6D6574726963626561742E796D6C002D2D706174682E686F6D65002F7573722F73686172652F6D657472696362656174002D2D706174682E636F6E666967002F6574632F6D657472,-,-,log,x86_64,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),log,-,-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
"Oct 24, 2022 @ 23:29:07.405",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"484,476",-,unconfined,-,-,-,-,1.12.0,unknown[1420],-,auditd.log,event,type=UNKNOWN[1420] msg=audit(1666625347.405:484476): subj_apparmor=unconfined,-,-,log,x86_64,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),log,-,-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
"Oct 24, 2022 @ 23:29:03.581",dvwa_web,unset,root,root,root,root,root,-,-,root,root,socket,root,2,80801,0,0,x86_64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"484,475",4294967295,-,yes,41,(none),-,1.12.0,syscall,process,auditd.log,event,"type=SYSCALL msg=audit(1666625343.581:484475): arch=c000003e syscall=41 success=yes exit=10 a0=2 a1=80801 a2=0 a3=0 items=0 ppid=244083 pid=244084 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""metricbeat"" exe=""/usr/share/metricbeat/bin/metricbeat"" subj=? key=""T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64 SYSCALL=socket AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",-,info,log,x86_64,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),log,-,-,-,/usr/share/metricbeat/bin/metricbeat,/usr/share/metricbeat/bin/metricbeat,10,metricbeat,metricbeat,"244,083","244,084",auditd,4294967295,0,0,-,-,0,0,0,0,-,-,-,-,0,0,-,,,,,,,,,,,,,,,,,,,,,
"Oct 24, 2022 @ 23:29:03.581",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/usr/share/metricbeat/bin/metricbeat^@-c^@/etc/metricbeat/metricbeat.yml^@--path.home^@/usr/share/metricbeat^@--path.config^@/etc/metr,-,-,-,-,"484,475",-,-,-,-,-,-,1.12.0,proctitle,-,auditd.log,event,type=PROCTITLE msg=audit(1666625343.581:484475): proctitle=2F7573722F73686172652F6D6574726963626561742F62696E2F6D657472696362656174002D63002F6574632F6D6574726963626561742F6D6574726963626561742E796D6C002D2D706174682E686F6D65002F7573722F73686172652F6D657472696362656174002D2D706174682E636F6E666967002F6574632F6D657472,-,-,log,x86_64,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),log,-,-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
"Oct 24, 2022 @ 23:29:03.581",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"484,475",-,unconfined,-,-,-,-,1.12.0,unknown[1420],-,auditd.log,event,type=UNKNOWN[1420] msg=audit(1666625343.581:484475): subj_apparmor=unconfined,-,-,log,x86_64,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),log,-,-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
"Oct 24, 2022 @ 23:29:02.769",dvwa_web,unset,root,root,root,root,root,-,-,root,root,socket,root,2,1,6,2b0,x86_64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"484,474",4294967295,-,yes,41,pts2,-,1.12.0,syscall,process,auditd.log,event,"type=SYSCALL msg=audit(1666625342.769:484474): arch=c000003e syscall=41 success=yes exit=3 a0=2 a1=1 a2=6 a3=2b0 items=0 ppid=256567 pid=256600 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts2 ses=4294967295 comm=""nc"" exe=""/bin/nc.openbsd"" subj=? key=""T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64 SYSCALL=socket AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",-,info,log,x86_64,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),log,-,-,-,/bin/nc.openbsd,/bin/nc.openbsd,3,nc,nc,"256,567","256,600",auditd,4294967295,0,0,-,-,0,0,0,0,-,-,-,-,0,0,-,,,,,,,,,,,,,,,,,,,,,
"Oct 24, 2022 @ 23:29:02.769",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nc^@-lnvp^@31337,-,-,-,-,"484,474",-,-,-,-,-,-,1.12.0,proctitle,-,auditd.log,event,type=PROCTITLE msg=audit(1666625342.769:484474): proctitle=6E63002D6C6E7670003331333337,-,-,log,x86_64,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),log,-,-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
"Oct 24, 2022 @ 23:29:02.769",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"484,474",-,unconfined,-,-,-,-,1.12.0,unknown[1420],-,auditd.log,event,type=UNKNOWN[1420] msg=audit(1666625342.769:484474): subj_apparmor=unconfined,-,-,log,x86_64,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),log,-,-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
"Oct 24, 2022 @ 23:29:02.765",dvwa_web,unset,root,root,root,root,root,-,-,root,root,execve,root,55e48fd2d790,55e48fd2d260,55e48fd0a070,6f,x86_64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,"susp_activity""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"484,473",4294967295,-,yes,59,pts2,-,1.12.0,syscall,process,auditd.log,event,"type=SYSCALL msg=audit(1666625342.765:484473): arch=c000003e syscall=59 success=yes exit=0 a0=55e48fd2d790 a1=55e48fd2d260 a2=55e48fd0a070 a3=6f items=2 ppid=256567 pid=256600 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=pts2 ses=4294967295 comm=""nc"" exe=""/bin/nc.openbsd"" subj=? key=""susp_activity""ARCH=x86_64 SYSCALL=execve AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",-,info,log,x86_64,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),log,-,-,-,/bin/nc.openbsd,/bin/nc.openbsd,0,nc,nc,"256,567","256,600",auditd,4294967295,0,0,-,-,0,0,0,0,-,-,-,-,0,0,-,,,,,,,,,,,,,,,,,,,,,
"Oct 24, 2022 @ 23:29:02.765",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0000003fffffffff,0,0000003fffffffff,-,-,0,0000003fffffffff,0,0000003fffffffff,-,-,-,-,-,"484,473",-,-,-,-,-,-,1.12.0,bprm_fcaps,-,auditd.log,event,type=BPRM_FCAPS msg=audit(1666625342.765:484473): fver=0 fp=0 fi=0 fe=0 old_pp=0000003fffffffff old_pi=0 old_pe=0000003fffffffff old_pa=0 pp=0000003fffffffff pi=0 pe=0000003fffffffff pa=0 frootid=0,-,-,log,x86_64,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),log,-,-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
"Oct 24, 2022 @ 23:29:02.765",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"484,473",-,-,-,-,-,-,1.12.0,execve,-,auditd.log,event,"type=EXECVE msg=audit(1666625342.765:484473): argc=3 a0=""nc"" a1=""-lnvp"" a2=""31337""",-,-,log,x86_64,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),log,-,"nc, -lnvp, 31337",3,nc,nc,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
"Oct 24, 2022 @ 23:29:02.765",dvwa_web,-,-,-,-,-,-,root,-,-,-,-,-,-,-,-,-,-,0,0,0,"0OUID=""root",0,00:62,-,-,-,-,-,-,-,5903890,0,-,-,-,-,-,0100755,/bin/nc,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,00:00,-,-,-,"484,473",-,-,-,-,-,-,1.12.0,path,-,auditd.log,event,"type=PATH msg=audit(1666625342.765:484473): item=0 name=""/bin/nc"" inode=5903890 dev=00:62 mode=0100755 ouid=0 ogid=0 rdev=00:00 obj=? nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",-,-,log,x86_64,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),log,-,-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,,,,,,,,,,,,,,,,,,,,,
"Oct 24, 2022 @ 23:29:02.765",dvwa_web,-,-,-,-,-,-,root,-,-,-,-,-,-,-,-,-,-,0,0,0,"0OUID=""root",0,00:62,-,-,-,-,-,-,-,6300581,1,-,-,-,-,-,0100755,/lib64/ld-linux-x86-64.so.2,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,00:00,-,-,-,"484,473",-,-,-,-,-,-,1.12.0,path,-,auditd.log,event,"type=PATH msg=audit(1666625342.765:484473): item=1 name=""/lib64/ld-linux-x86-64.so.2"" inode=6300581 dev=00:62 mode=0100755 ouid=0 ogid=0 rdev=00:00 obj=? nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""",-,-,log,x86_64,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),log,-,-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,,,,,,,,,,,,,,,,,,,,,
"Oct 24, 2022 @ 23:29:02.765",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nc^@-lnvp^@31337,-,-,-,-,"484,473",-,-,-,-,-,-,1.12.0,proctitle,-,auditd.log,event,type=PROCTITLE msg=audit(1666625342.765:484473): proctitle=6E63002D6C6E7670003331333337,-,-,log,x86_64,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),log,-,-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
"Oct 24, 2022 @ 23:29:02.765",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"484,473",-,unconfined,-,-,-,-,1.12.0,unknown[1420],-,auditd.log,event,type=UNKNOWN[1420] msg=audit(1666625342.765:484473): subj_apparmor=unconfined,-,-,log,x86_64,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),log,-,-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
"Oct 24, 2022 @ 23:29:01.741",dvwa_web,root,Debian-exim,root,Debian-exim,root,Debian-exim,-,-,Debian-exim,root,socket,root,2,80802,0,fffffffffffffe7d,x86_64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"484,467",42,-,yes,41,(none),-,1.12.0,syscall,process,auditd.log,event,"type=SYSCALL msg=audit(1666625341.741:484467): arch=c000003e syscall=41 success=yes exit=4 a0=2 a1=80802 a2=0 a3=fffffffffffffe7d items=0 ppid=238835 pid=256595 auid=0 uid=0 gid=106 euid=0 suid=0 fsuid=0 egid=106 sgid=106 fsgid=106 tty=(none) ses=42 comm=""exim4"" exe=""/usr/sbin/exim4"" subj=? key=""T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64 SYSCALL=socket AUID=""root"" UID=""root"" GID=""Debian-exim"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""Debian-exim"" SGID=""Debian-exim"" FSGID=""Debian-exim""",-,info,log,x86_64,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),log,-,-,-,/usr/sbin/exim4,/usr/sbin/exim4,4,exim4,exim4,"238,835","256,595",auditd,0,106,0,-,-,106,0,106,0,-,-,-,-,106,0,-,,,,,,,,,,,,,,,,,,,,,
"Oct 24, 2022 @ 23:29:01.741",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/usr/sbin/exim4^@-Mc^@1omzNt-0014kc-Ne,-,-,-,-,"484,467",-,-,-,-,-,-,1.12.0,proctitle,-,auditd.log,event,type=PROCTITLE msg=audit(1666625341.741:484467): proctitle=2F7573722F7362696E2F6578696D34002D4D6300316F6D7A4E742D303031346B632D4E65,-,-,log,x86_64,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),log,-,-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
"Oct 24, 2022 @ 23:29:01.741",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"484,467",-,unconfined,-,-,-,-,1.12.0,unknown[1420],-,auditd.log,event,type=UNKNOWN[1420] msg=audit(1666625341.741:484467): subj_apparmor=unconfined,-,-,log,x86_64,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",dvwa_web,debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),log,-,-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
