@timestamp,agent.hostname,auditd.log.AUID,auditd.log.EGID,auditd.log.EUID,auditd.log.FSGID,auditd.log.FSUID,auditd.log.GID,auditd.log.OGID,auditd.log.OLD-AUID,auditd.log.SGID,auditd.log.SUID,auditd.log.SYSCALL,auditd.log.UID,auditd.log.a0,auditd.log.a1,auditd.log.a2,auditd.log.a3,auditd.log.arch,auditd.log.cap_fe,auditd.log.cap_fi,auditd.log.cap_fp,auditd.log.cap_frootid,auditd.log.cap_fver,auditd.log.dev,auditd.log.epoch,auditd.log.fe,auditd.log.fi,auditd.log.fp,auditd.log.frootid,auditd.log.fver,auditd.log.grantors,auditd.log.hostname,auditd.log.inode,auditd.log.item,auditd.log.items,auditd.log.key,auditd.log.kv,auditd.log.laddr,auditd.log.lport,auditd.log.mode,auditd.log.name,auditd.log.nametype,auditd.log.nlnk-fam,auditd.log.nlnk-pid,auditd.log.old_auid,auditd.log.old_pa,auditd.log.old_pe,auditd.log.old_pi,auditd.log.old_pp,auditd.log.old_ses,auditd.log.op,auditd.log.pa,auditd.log.pe,auditd.log.pi,auditd.log.pp,auditd.log.proctitle,auditd.log.rdev,auditd.log.record_type,auditd.log.saddr,auditd.log.saddr_fam,auditd.log.sequence,auditd.log.ses,auditd.log.subj_apparmor,auditd.log.success,auditd.log.syscall,auditd.log.tty,auditd.log.uid,error.message,event.action,event.category,event.ingested,event.module,event.original,event.outcome,event.type,fileset.name,host.hostname,host.id,host.ip,host.mac,host.os.codename,host.os.family,host.os.kernel,host.os.name,host.os.type,host.os.version,message,network.direction,process.args,process.args_count,process.executable,process.executable.text,process.exit_code,process.name,process.name.text,process.parent.pid,process.pid,process.working_directory,process.working_directory.text,service.type,source.address,source.as.number,source.as.organization.name,source.as.organization.name.text,source.geo.city_name,source.geo.continent_name,source.geo.country_iso_code,source.geo.country_name,source.geo.location,source.geo.region_iso_code,source.geo.region_name,source.ip,traefik.access.geoip.city_name,traefik.access.geoip.continent_name,traefik.access.geoip.country_iso_code,traefik.access.geoip.location,traefik.access.geoip.region_iso_code,traefik.access.geoip.region_name,user.audit.id,user.effective.group.id,user.effective.id,user.effective.name,user.effective.name.text,user.filesystem.group.id,user.filesystem.id,user.group.id,user.id,user.name,user.name.text,user.owner.group.id,user.owner.id,user.saved.group.id,user.saved.id,user.terminal
"Oct 24, 2022 @ 23:30:08.917",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,apache2^@-DFOREGROUND,-,-,-,-,"484,918",-,-,-,-,-,-,-,proctitle,-,"Oct 24, 2022 @ 23:30:09.527",auditd,type=PROCTITLE msg=audit(1666625408.917:484918): proctitle=61706163686532002D44464F524547524F554E44,-,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:30:08.917",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"484,918",-,unconfined,-,-,-,-,-,unknown[1420],-,"Oct 24, 2022 @ 23:30:09.527",auditd,type=UNKNOWN[1420] msg=audit(1666625408.917:484918): subj_apparmor=unconfined,-,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:30:08.917",dvwa_web,unset,www-data,www-data,www-data,www-data,www-data,-,-,www-data,www-data,connect,www-data,c,7f72c2aefc54,10,7ffc616caa04,x86_64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"network_connect_4""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"484,919",4294967295,-,yes,42,(none),-,-,syscall,process,"Oct 24, 2022 @ 23:30:09.527",auditd,"type=SYSCALL msg=audit(1666625408.917:484919): arch=c000003e syscall=42 success=yes exit=0 a0=c a1=7f72c2aefc54 a2=10 a3=7ffc616caa04 items=0 ppid=238862 pid=256667 auid=4294967295 uid=33 gid=33 euid=33 suid=33 fsuid=33 egid=33 sgid=33 fsgid=33 tty=(none) ses=4294967295 comm=""apache2"" exe=""/usr/sbin/apache2"" subj=? key=""network_connect_4""ARCH=x86_64 SYSCALL=connect AUID=""unset"" UID=""www-data"" GID=""www-data"" EUID=""www-data"" SUID=""www-data"" FSUID=""www-data"" EGID=""www-data"" SGID=""www-data"" FSGID=""www-data""",-,info,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,egress,-,-,/usr/sbin/apache2,/usr/sbin/apache2,0,apache2,apache2,"238,862","256,667",-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4294967295,33,33,-,-,33,33,33,33,-,-,-,-,33,33,-
"Oct 24, 2022 @ 23:30:08.917",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,apache2^@-DFOREGROUND,-,-,-,-,"484,919",-,-,-,-,-,-,-,proctitle,-,"Oct 24, 2022 @ 23:30:09.528",auditd,type=PROCTITLE msg=audit(1666625408.917:484919): proctitle=61706163686532002D44464F524547524F554E44,-,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:30:08.917",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"484,919",-,unconfined,-,-,-,-,-,unknown[1420],-,"Oct 24, 2022 @ 23:30:09.528",auditd,type=UNKNOWN[1420] msg=audit(1666625408.917:484919): subj_apparmor=unconfined,-,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:30:08.917",dvwa_web,unset,www-data,www-data,www-data,www-data,www-data,-,-,www-data,www-data,socket,www-data,2,1,0,7ffc616ccbc0,x86_64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"484,920",4294967295,-,yes,41,(none),-,-,syscall,process,"Oct 24, 2022 @ 23:30:09.534",auditd,"type=SYSCALL msg=audit(1666625408.917:484920): arch=c000003e syscall=41 success=yes exit=12 a0=2 a1=1 a2=0 a3=7ffc616ccbc0 items=0 ppid=238862 pid=256667 auid=4294967295 uid=33 gid=33 euid=33 suid=33 fsuid=33 egid=33 sgid=33 fsgid=33 tty=(none) ses=4294967295 comm=""apache2"" exe=""/usr/sbin/apache2"" subj=? key=""T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64 SYSCALL=socket AUID=""unset"" UID=""www-data"" GID=""www-data"" EUID=""www-data"" SUID=""www-data"" FSUID=""www-data"" EGID=""www-data"" SGID=""www-data"" FSGID=""www-data""",-,info,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,/usr/sbin/apache2,/usr/sbin/apache2,12,apache2,apache2,"238,862","256,667",-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4294967295,33,33,-,-,33,33,33,33,-,-,-,-,33,33,-
"Oct 24, 2022 @ 23:30:08.917",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,apache2^@-DFOREGROUND,-,-,-,-,"484,920",-,-,-,-,-,-,-,proctitle,-,"Oct 24, 2022 @ 23:30:09.535",auditd,type=PROCTITLE msg=audit(1666625408.917:484920): proctitle=61706163686532002D44464F524547524F554E44,-,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:30:08.917",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"484,920",-,unconfined,-,-,-,-,-,unknown[1420],-,"Oct 24, 2022 @ 23:30:09.535",auditd,type=UNKNOWN[1420] msg=audit(1666625408.917:484920): subj_apparmor=unconfined,-,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:30:08.913",dvwa_web,unset,www-data,www-data,www-data,www-data,www-data,-,-,www-data,www-data,socket,www-data,2,80802,0,1,x86_64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"484,907",4294967295,-,yes,41,(none),-,-,syscall,process,"Oct 24, 2022 @ 23:30:09.518",auditd,"type=SYSCALL msg=audit(1666625408.913:484907): arch=c000003e syscall=41 success=yes exit=12 a0=2 a1=80802 a2=0 a3=1 items=0 ppid=238862 pid=255847 auid=4294967295 uid=33 gid=33 euid=33 suid=33 fsuid=33 egid=33 sgid=33 fsgid=33 tty=(none) ses=4294967295 comm=""apache2"" exe=""/usr/sbin/apache2"" subj=? key=""T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64 SYSCALL=socket AUID=""unset"" UID=""www-data"" GID=""www-data"" EUID=""www-data"" SUID=""www-data"" FSUID=""www-data"" EGID=""www-data"" SGID=""www-data"" FSGID=""www-data""",-,info,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,/usr/sbin/apache2,/usr/sbin/apache2,12,apache2,apache2,"238,862","255,847",-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4294967295,33,33,-,-,33,33,33,33,-,-,-,-,33,33,-
"Oct 24, 2022 @ 23:30:08.913",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,apache2^@-DFOREGROUND,-,-,-,-,"484,907",-,-,-,-,-,-,-,proctitle,-,"Oct 24, 2022 @ 23:30:09.519",auditd,type=PROCTITLE msg=audit(1666625408.913:484907): proctitle=61706163686532002D44464F524547524F554E44,-,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:30:08.913",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"484,907",-,unconfined,-,-,-,-,-,unknown[1420],-,"Oct 24, 2022 @ 23:30:09.519",auditd,type=UNKNOWN[1420] msg=audit(1666625408.913:484907): subj_apparmor=unconfined,-,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:30:08.913",dvwa_web,unset,www-data,www-data,www-data,www-data,www-data,-,-,www-data,www-data,connect,www-data,c,7f72c2aefc54,10,7ffc616caa04,x86_64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"network_connect_4""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"484,908",4294967295,-,yes,42,(none),-,-,syscall,process,"Oct 24, 2022 @ 23:30:09.519",auditd,"type=SYSCALL msg=audit(1666625408.913:484908): arch=c000003e syscall=42 success=yes exit=0 a0=c a1=7f72c2aefc54 a2=10 a3=7ffc616caa04 items=0 ppid=238862 pid=255847 auid=4294967295 uid=33 gid=33 euid=33 suid=33 fsuid=33 egid=33 sgid=33 fsgid=33 tty=(none) ses=4294967295 comm=""apache2"" exe=""/usr/sbin/apache2"" subj=? key=""network_connect_4""ARCH=x86_64 SYSCALL=connect AUID=""unset"" UID=""www-data"" GID=""www-data"" EUID=""www-data"" SUID=""www-data"" FSUID=""www-data"" EGID=""www-data"" SGID=""www-data"" FSGID=""www-data""",-,info,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,egress,-,-,/usr/sbin/apache2,/usr/sbin/apache2,0,apache2,apache2,"238,862","255,847",-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4294967295,33,33,-,-,33,33,33,33,-,-,-,-,33,33,-
"Oct 24, 2022 @ 23:30:08.913",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,apache2^@-DFOREGROUND,-,-,-,-,"484,908",-,-,-,-,-,-,-,proctitle,-,"Oct 24, 2022 @ 23:30:09.519",auditd,type=PROCTITLE msg=audit(1666625408.913:484908): proctitle=61706163686532002D44464F524547524F554E44,-,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:30:08.913",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"484,908",-,unconfined,-,-,-,-,-,unknown[1420],-,"Oct 24, 2022 @ 23:30:09.520",auditd,type=UNKNOWN[1420] msg=audit(1666625408.913:484908): subj_apparmor=unconfined,-,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:30:08.913",dvwa_web,unset,www-data,www-data,www-data,www-data,www-data,-,-,www-data,www-data,socket,www-data,2,1,0,7ffc616ccbc0,x86_64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"484,909",4294967295,-,yes,41,(none),-,-,syscall,process,"Oct 24, 2022 @ 23:30:09.520",auditd,"type=SYSCALL msg=audit(1666625408.913:484909): arch=c000003e syscall=41 success=yes exit=12 a0=2 a1=1 a2=0 a3=7ffc616ccbc0 items=0 ppid=238862 pid=255847 auid=4294967295 uid=33 gid=33 euid=33 suid=33 fsuid=33 egid=33 sgid=33 fsgid=33 tty=(none) ses=4294967295 comm=""apache2"" exe=""/usr/sbin/apache2"" subj=? key=""T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64 SYSCALL=socket AUID=""unset"" UID=""www-data"" GID=""www-data"" EUID=""www-data"" SUID=""www-data"" FSUID=""www-data"" EGID=""www-data"" SGID=""www-data"" FSGID=""www-data""",-,info,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,/usr/sbin/apache2,/usr/sbin/apache2,12,apache2,apache2,"238,862","255,847",-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4294967295,33,33,-,-,33,33,33,33,-,-,-,-,33,33,-
"Oct 24, 2022 @ 23:30:08.913",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,apache2^@-DFOREGROUND,-,-,-,-,"484,909",-,-,-,-,-,-,-,proctitle,-,"Oct 24, 2022 @ 23:30:09.520",auditd,type=PROCTITLE msg=audit(1666625408.913:484909): proctitle=61706163686532002D44464F524547524F554E44,-,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:30:08.913",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"484,909",-,unconfined,-,-,-,-,-,unknown[1420],-,"Oct 24, 2022 @ 23:30:09.520",auditd,type=UNKNOWN[1420] msg=audit(1666625408.913:484909): subj_apparmor=unconfined,-,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:30:08.913",dvwa_web,unset,root,root,root,root,root,-,-,root,root,socket,root,2,80802,0,27ba6d0,x86_64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"484,910",4294967295,-,yes,41,(none),-,-,syscall,process,"Oct 24, 2022 @ 23:30:09.521",auditd,"type=SYSCALL msg=audit(1666625408.913:484910): arch=c000003e syscall=41 success=yes exit=3 a0=2 a1=80802 a2=0 a3=27ba6d0 items=0 ppid=180066 pid=180181 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""python3"" exe=""/usr/bin/python3.8"" subj=? key=""T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64 SYSCALL=socket AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",-,info,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,/usr/bin/python3.8,/usr/bin/python3.8,3,python3,python3,"180,066","180,181",-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4294967295,0,0,-,-,0,0,0,0,-,-,-,-,0,0,-
"Oct 24, 2022 @ 23:30:08.913",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,runc^@init,-,-,-,-,"484,910",-,-,-,-,-,-,-,proctitle,-,"Oct 24, 2022 @ 23:30:09.521",auditd,type=PROCTITLE msg=audit(1666625408.913:484910): proctitle=72756E6300696E6974,-,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:30:08.913",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"484,910",-,docker-default,-,-,-,-,-,unknown[1420],-,"Oct 24, 2022 @ 23:30:09.521",auditd,type=UNKNOWN[1420] msg=audit(1666625408.913:484910): subj_apparmor=docker-default,-,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:30:08.913",dvwa_web,unset,root,root,root,root,root,-,-,root,root,connect,root,3,7fec4854d7f4,10,7ffc11abbb74,x86_64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"network_connect_4""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"484,911",4294967295,-,yes,42,(none),-,-,syscall,process,"Oct 24, 2022 @ 23:30:09.521",auditd,"type=SYSCALL msg=audit(1666625408.913:484911): arch=c000003e syscall=42 success=yes exit=0 a0=3 a1=7fec4854d7f4 a2=10 a3=7ffc11abbb74 items=0 ppid=180066 pid=180181 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""python3"" exe=""/usr/bin/python3.8"" subj=? key=""network_connect_4""ARCH=x86_64 SYSCALL=connect AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",-,info,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,egress,-,-,/usr/bin/python3.8,/usr/bin/python3.8,0,python3,python3,"180,066","180,181",-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4294967295,0,0,-,-,0,0,0,0,-,-,-,-,0,0,-
