,@timestamp,agent.name,destination.bytes,destination.ip,destination.packets,destination.port,event.action,event.dataset,event.end,event.start,event.type,flow.final,host.mac,host.os.name,host.os.version,network.bytes,network.packets,network.type,source.bytes,source.ip,source.packets,source.port,type
0,"Oct 25, 2022 @ 01:21:40.499",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:21:25.021","Oct 25, 2022 @ 01:21:15.261",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53268,flow
1,"Oct 25, 2022 @ 01:21:40.499",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:21:35.291","Oct 25, 2022 @ 01:21:25.021",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53276,flow
2,"Oct 25, 2022 @ 01:21:40.499",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:21:15.261","Oct 25, 2022 @ 01:21:05.000",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53258,flow
3,"Oct 25, 2022 @ 01:21:40.499",webserver,120B,192.168.106.130,2,8001,network_flow,flow,"Oct 25, 2022 @ 01:21:35.291","Oct 25, 2022 @ 01:21:35.291",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),384B,6,ipv4,264B,172.17.0.4,4,53284,flow
4,"Oct 25, 2022 @ 01:21:40.499",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:21:05.000","Oct 25, 2022 @ 01:20:55.300",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53250,flow
5,"Oct 25, 2022 @ 01:21:30.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:21:25.021","Oct 25, 2022 @ 01:21:15.261",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53268,flow
6,"Oct 25, 2022 @ 01:21:30.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:35.391","Oct 25, 2022 @ 01:20:25.191","connection, end",True,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53222,flow
7,"Oct 25, 2022 @ 01:21:30.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:21:25.021","Oct 25, 2022 @ 01:21:25.021",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),440B,7,ipv4,264B,172.17.0.4,4,53276,flow
8,"Oct 25, 2022 @ 01:21:30.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:45.080","Oct 25, 2022 @ 01:20:35.391","connection, end",True,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53230,flow
9,"Oct 25, 2022 @ 01:21:30.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:55.300","Oct 25, 2022 @ 01:20:45.080","connection, end",True,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53242,flow
10,"Oct 25, 2022 @ 01:21:30.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:21:15.261","Oct 25, 2022 @ 01:21:05.000",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53258,flow
11,"Oct 25, 2022 @ 01:21:30.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:21:05.000","Oct 25, 2022 @ 01:20:55.300",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53250,flow
12,"Oct 25, 2022 @ 01:21:20.498",webserver,120B,192.168.106.130,2,8001,network_flow,flow,"Oct 25, 2022 @ 01:21:15.261","Oct 25, 2022 @ 01:21:15.261",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),384B,6,ipv4,264B,172.17.0.4,4,53268,flow
13,"Oct 25, 2022 @ 01:21:20.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:55.300","Oct 25, 2022 @ 01:20:45.080",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53242,flow
14,"Oct 25, 2022 @ 01:21:20.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:21:05.000","Oct 25, 2022 @ 01:20:55.300",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53250,flow
15,"Oct 25, 2022 @ 01:21:20.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:21:15.261","Oct 25, 2022 @ 01:21:05.000",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53258,flow
16,"Oct 25, 2022 @ 01:21:20.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:45.080","Oct 25, 2022 @ 01:20:35.391",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53230,flow
17,"Oct 25, 2022 @ 01:21:20.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:35.391","Oct 25, 2022 @ 01:20:25.191",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53222,flow
18,"Oct 25, 2022 @ 01:21:10.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:45.080","Oct 25, 2022 @ 01:20:35.391",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53230,flow
19,"Oct 25, 2022 @ 01:21:10.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:21:05.000","Oct 25, 2022 @ 01:21:05.000",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),440B,7,ipv4,264B,172.17.0.4,4,53258,flow
20,"Oct 25, 2022 @ 01:21:10.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:21:05.000","Oct 25, 2022 @ 01:20:55.300",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53250,flow
21,"Oct 25, 2022 @ 01:21:10.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:35.391","Oct 25, 2022 @ 01:20:25.191",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53222,flow
22,"Oct 25, 2022 @ 01:21:10.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:55.300","Oct 25, 2022 @ 01:20:45.080",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53242,flow
23,"Oct 25, 2022 @ 01:21:00.496",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:05.302","Oct 25, 2022 @ 01:19:55.101","connection, end",True,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53192,flow
24,"Oct 25, 2022 @ 01:21:00.496",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:35.391","Oct 25, 2022 @ 01:20:25.191",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53222,flow
25,"Oct 25, 2022 @ 01:21:00.496",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:25.191","Oct 25, 2022 @ 01:20:14.992","connection, end",True,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53210,flow
26,"Oct 25, 2022 @ 01:21:00.496",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:14.992","Oct 25, 2022 @ 01:20:05.301","connection, end",True,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53200,flow
27,"Oct 25, 2022 @ 01:21:00.496",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:55.300","Oct 25, 2022 @ 01:20:45.080",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53242,flow
28,"Oct 25, 2022 @ 01:21:00.496",webserver,120B,192.168.106.130,2,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:55.300","Oct 25, 2022 @ 01:20:55.300",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),384B,6,ipv4,264B,172.17.0.4,4,53250,flow
29,"Oct 25, 2022 @ 01:21:00.496",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:45.080","Oct 25, 2022 @ 01:20:35.391",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53230,flow
30,"Oct 25, 2022 @ 01:20:50.497",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:45.080","Oct 25, 2022 @ 01:20:45.080",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),440B,7,ipv4,264B,172.17.0.4,4,53242,flow
31,"Oct 25, 2022 @ 01:20:50.497",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:05.302","Oct 25, 2022 @ 01:19:55.101",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53192,flow
32,"Oct 25, 2022 @ 01:20:50.497",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:25.191","Oct 25, 2022 @ 01:20:14.992",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53210,flow
33,"Oct 25, 2022 @ 01:20:50.497",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:45.080","Oct 25, 2022 @ 01:20:35.391",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53230,flow
34,"Oct 25, 2022 @ 01:20:50.497",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:35.391","Oct 25, 2022 @ 01:20:25.191",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53222,flow
35,"Oct 25, 2022 @ 01:20:50.497",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:14.992","Oct 25, 2022 @ 01:20:05.301",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53200,flow
36,"Oct 25, 2022 @ 01:20:40.497",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:25.191","Oct 25, 2022 @ 01:20:14.992",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53210,flow
37,"Oct 25, 2022 @ 01:20:40.497",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:35.391","Oct 25, 2022 @ 01:20:25.191",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53222,flow
38,"Oct 25, 2022 @ 01:20:40.497",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:05.302","Oct 25, 2022 @ 01:19:55.101",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53192,flow
39,"Oct 25, 2022 @ 01:20:40.497",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:14.992","Oct 25, 2022 @ 01:20:05.301",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53200,flow
40,"Oct 25, 2022 @ 01:20:40.497",webserver,120B,192.168.106.130,2,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:35.391","Oct 25, 2022 @ 01:20:35.391",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),384B,6,ipv4,264B,172.17.0.4,4,53230,flow
41,"Oct 25, 2022 @ 01:20:30.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:25.191","Oct 25, 2022 @ 01:20:14.992",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53210,flow
42,"Oct 25, 2022 @ 01:20:30.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:35.211","Oct 25, 2022 @ 01:19:25.012","connection, end",True,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53166,flow
43,"Oct 25, 2022 @ 01:20:30.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:55.101","Oct 25, 2022 @ 01:19:44.901","connection, end",True,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53184,flow
44,"Oct 25, 2022 @ 01:20:30.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:14.992","Oct 25, 2022 @ 01:20:05.301",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53200,flow
45,"Oct 25, 2022 @ 01:20:30.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:05.302","Oct 25, 2022 @ 01:19:55.101",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53192,flow
46,"Oct 25, 2022 @ 01:20:30.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:25.191","Oct 25, 2022 @ 01:20:25.191",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),440B,7,ipv4,264B,172.17.0.4,4,53222,flow
47,"Oct 25, 2022 @ 01:20:30.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:44.901","Oct 25, 2022 @ 01:19:35.211","connection, end",True,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53176,flow
48,"Oct 25, 2022 @ 01:20:20.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:05.302","Oct 25, 2022 @ 01:19:55.101",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53192,flow
49,"Oct 25, 2022 @ 01:20:20.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:35.211","Oct 25, 2022 @ 01:19:25.012",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53166,flow
50,"Oct 25, 2022 @ 01:20:20.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:44.901","Oct 25, 2022 @ 01:19:35.211",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53176,flow
51,"Oct 25, 2022 @ 01:20:20.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:14.992","Oct 25, 2022 @ 01:20:05.301",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53200,flow
52,"Oct 25, 2022 @ 01:20:20.498",webserver,120B,192.168.106.130,2,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:14.992","Oct 25, 2022 @ 01:20:14.992",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),384B,6,ipv4,264B,172.17.0.4,4,53210,flow
53,"Oct 25, 2022 @ 01:20:20.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:55.101","Oct 25, 2022 @ 01:19:44.901",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53184,flow
54,"Oct 25, 2022 @ 01:20:10.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:44.901","Oct 25, 2022 @ 01:19:35.211",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53176,flow
55,"Oct 25, 2022 @ 01:20:10.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:35.211","Oct 25, 2022 @ 01:19:25.012",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53166,flow
56,"Oct 25, 2022 @ 01:20:10.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:55.101","Oct 25, 2022 @ 01:19:44.901",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53184,flow
57,"Oct 25, 2022 @ 01:20:10.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:05.302","Oct 25, 2022 @ 01:20:05.301",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),440B,7,ipv4,264B,172.17.0.4,4,53200,flow
58,"Oct 25, 2022 @ 01:20:10.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:20:05.302","Oct 25, 2022 @ 01:19:55.101",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53192,flow
59,"Oct 25, 2022 @ 01:20:00.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:25.012","Oct 25, 2022 @ 01:19:15.321","connection, end",True,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53158,flow
60,"Oct 25, 2022 @ 01:20:00.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:55.101","Oct 25, 2022 @ 01:19:55.101",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),440B,7,ipv4,264B,172.17.0.4,4,53192,flow
61,"Oct 25, 2022 @ 01:20:00.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:55.101","Oct 25, 2022 @ 01:19:44.901",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53184,flow
62,"Oct 25, 2022 @ 01:20:00.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:15.321","Oct 25, 2022 @ 01:19:05.081","connection, end",True,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53150,flow
63,"Oct 25, 2022 @ 01:20:00.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:05.081","Oct 25, 2022 @ 01:18:54.831","connection, end",True,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53140,flow
64,"Oct 25, 2022 @ 01:20:00.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:44.901","Oct 25, 2022 @ 01:19:35.211",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53176,flow
65,"Oct 25, 2022 @ 01:20:00.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:35.211","Oct 25, 2022 @ 01:19:25.012",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53166,flow
66,"Oct 25, 2022 @ 01:19:50.498",webserver,120B,192.168.106.130,2,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:44.902","Oct 25, 2022 @ 01:19:44.901",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),384B,6,ipv4,264B,172.17.0.4,4,53184,flow
67,"Oct 25, 2022 @ 01:19:50.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:15.321","Oct 25, 2022 @ 01:19:05.081",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53150,flow
68,"Oct 25, 2022 @ 01:19:50.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:35.211","Oct 25, 2022 @ 01:19:25.012",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53166,flow
69,"Oct 25, 2022 @ 01:19:50.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:44.901","Oct 25, 2022 @ 01:19:35.211",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53176,flow
70,"Oct 25, 2022 @ 01:19:50.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:05.081","Oct 25, 2022 @ 01:18:54.831",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53140,flow
71,"Oct 25, 2022 @ 01:19:50.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:25.012","Oct 25, 2022 @ 01:19:15.321",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53158,flow
72,"Oct 25, 2022 @ 01:19:40.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:25.012","Oct 25, 2022 @ 01:19:15.321",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53158,flow
73,"Oct 25, 2022 @ 01:19:40.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:35.211","Oct 25, 2022 @ 01:19:25.012",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53166,flow
74,"Oct 25, 2022 @ 01:19:40.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:15.321","Oct 25, 2022 @ 01:19:05.081",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53150,flow
75,"Oct 25, 2022 @ 01:19:40.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:05.081","Oct 25, 2022 @ 01:18:54.831",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53140,flow
76,"Oct 25, 2022 @ 01:19:40.498",webserver,120B,192.168.106.130,2,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:35.212","Oct 25, 2022 @ 01:19:35.211",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),384B,6,ipv4,264B,172.17.0.4,4,53176,flow
77,"Oct 25, 2022 @ 01:19:30.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:54.831","Oct 25, 2022 @ 01:18:45.111","connection, end",True,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53132,flow
