"@timestamp","_id","_index","_score","agent.ephemeral_id","agent.hostname","agent.id","agent.name","agent.type","agent.version","ecs.version","event.action","event.category","event.dataset","event.ingested","event.kind","event.module","event.outcome","event.timezone","event.type","fileset.name","host.architecture","host.containerized","host.hostname","host.id","host.ip","host.mac","host.name","host.os.codename","host.os.family","host.os.kernel","host.os.name","host.os.name.text","host.os.platform","host.os.type","host.os.version","input.type","log.file.path","log.offset",message,"process.name","process.name.text","process.pid","related.hosts","related.ip","related.user","service.type","source.ip","source.port","system.auth.ssh.event","system.auth.ssh.method","system.auth.sudo.command","system.auth.sudo.pwd","system.auth.sudo.tty","system.auth.sudo.user",tags,"user.effective.name","user.effective.name.text","user.id","user.name","user.name.text"
"Oct 24, 2022 @ 01:58:13.000",21Y2CYQBZUJK74ZNx2dS,".ds-syslog-8.3.3-2022.10.22-000001","-","a6408580-a4b0-4e13-b9b1-8e6439c4eddc",hostB,"b538dadb-6c6e-4ed5-ac9e-3ddcfacd109b",hostB,filebeat,"8.3.3","1.12.0","-","-","system.auth","Oct 24, 2022 @ 01:58:15.757",event,system,"-","+00:00","-",auth,"x86_64",true,hostB,aad00724b7c789054c456a1963563f87,"10.0.0.3","02:42:0a:00:00:03",hostB,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","3,127","pam_unix(runuser:session): session closed for user root",runuser,runuser,118,hostB,"-",root,system,"-","-","-","-","-","-","-","-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb","-","-","-",root,root
"Oct 24, 2022 @ 01:58:13.000",3FY2CYQBZUJK74ZNx2dS,".ds-syslog-8.3.3-2022.10.22-000001","-","a6408580-a4b0-4e13-b9b1-8e6439c4eddc",hostB,"b538dadb-6c6e-4ed5-ac9e-3ddcfacd109b",hostB,filebeat,"8.3.3","1.12.0","-","-","system.auth","Oct 24, 2022 @ 01:58:15.757",event,system,"-","+00:00","-",auth,"x86_64",true,hostB,aad00724b7c789054c456a1963563f87,"10.0.0.3","02:42:0a:00:00:03",hostB,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","3,219","pam_unix(sudo:session): session closed for user root",sudo,sudo,111,hostB,"-",root,system,"-","-","-","-","-","-","-","-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb","-","-","-",root,root
"Oct 24, 2022 @ 01:58:13.000",3VY2CYQBZUJK74ZNx2dS,".ds-syslog-8.3.3-2022.10.22-000001","-","a6408580-a4b0-4e13-b9b1-8e6439c4eddc",hostB,"b538dadb-6c6e-4ed5-ac9e-3ddcfacd109b",hostB,filebeat,"8.3.3","1.12.0","-","-","system.auth","Oct 24, 2022 @ 01:58:15.757",event,system,"-","+00:00","-",auth,"x86_64",true,hostB,aad00724b7c789054c456a1963563f87,"10.0.0.3","02:42:0a:00:00:03",hostB,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","3,305","    root : PWD=/ ; USER=root ; COMMAND=/usr/sbin/service cron start",sudo,sudo,128,hostB,"-","-",system,"-","-","-","-","-","-","-","-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb","-","-","-","-","-"
"Oct 24, 2022 @ 01:58:13.000",3lY2CYQBZUJK74ZNx2dS,".ds-syslog-8.3.3-2022.10.22-000001","-","a6408580-a4b0-4e13-b9b1-8e6439c4eddc",hostB,"b538dadb-6c6e-4ed5-ac9e-3ddcfacd109b",hostB,filebeat,"8.3.3","1.12.0","-","-","system.auth","Oct 24, 2022 @ 01:58:15.761",event,system,"-","+00:00","-",auth,"x86_64",true,hostB,aad00724b7c789054c456a1963563f87,"10.0.0.3","02:42:0a:00:00:03",hostB,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","3,406","pam_unix(sudo:session): session opened for user root(uid=0) by (uid=0)",sudo,sudo,128,hostB,"-","root(uid=0)",system,"-","-","-","-","-","-","-","-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb","root(uid=0)","root(uid=0)",0,"(empty)","(empty)"
"Oct 24, 2022 @ 01:58:13.000",FFY2CYQBZUJK74ZN12gn,".ds-syslog-8.3.3-2022.10.22-000001","-","a6408580-a4b0-4e13-b9b1-8e6439c4eddc",hostB,"b538dadb-6c6e-4ed5-ac9e-3ddcfacd109b",hostB,filebeat,"8.3.3","1.12.0","-","-","system.syslog","Oct 24, 2022 @ 01:58:19.813",event,system,"-","+00:00","-",syslog,"x86_64",true,hostB,aad00724b7c789054c456a1963563f87,"10.0.0.3","02:42:0a:00:00:03",hostB,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/syslog",77,"(CRON) INFO (pidfile fd = 3)",cron,cron,136,hostB,"-","-",system,"-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 24, 2022 @ 01:58:13.000",FVY2CYQBZUJK74ZN12gn,".ds-syslog-8.3.3-2022.10.22-000001","-","a6408580-a4b0-4e13-b9b1-8e6439c4eddc",hostB,"b538dadb-6c6e-4ed5-ac9e-3ddcfacd109b",hostB,filebeat,"8.3.3","1.12.0","-","-","system.syslog","Oct 24, 2022 @ 01:58:19.814",event,system,"-","+00:00","-",syslog,"x86_64",true,hostB,aad00724b7c789054c456a1963563f87,"10.0.0.3","02:42:0a:00:00:03",hostB,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/syslog",139,"(CRON) STARTUP (fork ok)",cron,cron,137,hostB,"-","-",system,"-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 24, 2022 @ 01:58:13.000",FlY2CYQBZUJK74ZN12gn,".ds-syslog-8.3.3-2022.10.22-000001","-","a6408580-a4b0-4e13-b9b1-8e6439c4eddc",hostB,"b538dadb-6c6e-4ed5-ac9e-3ddcfacd109b",hostB,filebeat,"8.3.3","1.12.0","-","-","system.syslog","Oct 24, 2022 @ 01:58:19.814",event,system,"-","+00:00","-",syslog,"x86_64",true,hostB,aad00724b7c789054c456a1963563f87,"10.0.0.3","02:42:0a:00:00:03",hostB,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/syslog",197,"Error: bad username; while reading /etc/cron.d/crontab",cron,cron,137,hostB,"-","-",system,"-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 24, 2022 @ 01:58:13.000",F1Y2CYQBZUJK74ZN12gn,".ds-syslog-8.3.3-2022.10.22-000001","-","a6408580-a4b0-4e13-b9b1-8e6439c4eddc",hostB,"b538dadb-6c6e-4ed5-ac9e-3ddcfacd109b",hostB,filebeat,"8.3.3","1.12.0","-","-","system.syslog","Oct 24, 2022 @ 01:58:19.814",event,system,"-","+00:00","-",syslog,"x86_64",true,hostB,aad00724b7c789054c456a1963563f87,"10.0.0.3","02:42:0a:00:00:03",hostB,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/syslog",285,"(*system*crontab) ERROR (Syntax error, this crontab file will be ignored)",cron,cron,137,hostB,"-","-",system,"-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 24, 2022 @ 01:58:13.000",GFY2CYQBZUJK74ZN12gn,".ds-syslog-8.3.3-2022.10.22-000001","-","a6408580-a4b0-4e13-b9b1-8e6439c4eddc",hostB,"b538dadb-6c6e-4ed5-ac9e-3ddcfacd109b",hostB,filebeat,"8.3.3","1.12.0","-","-","system.auth","Oct 24, 2022 @ 01:58:19.814",event,system,"-","+00:00","-",auth,"x86_64",true,hostB,aad00724b7c789054c456a1963563f87,"10.0.0.3","02:42:0a:00:00:03",hostB,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","3,510","pam_unix(sudo:session): session closed for user root",sudo,sudo,128,hostB,"-",root,system,"-","-","-","-","-","-","-","-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb","-","-","-",root,root
"Oct 24, 2022 @ 01:58:13.000",NVY2CYQBZUJK74ZN2mjS,".ds-syslog-8.3.3-2022.10.22-000001","-","43d1ac9a-db60-4101-9bf8-b2cce7b44823",hostA,"9c9d859c-f54f-4c07-b857-46c94f0af2b4",hostA,filebeat,"8.3.3","1.12.0","-","-","system.auth","Oct 24, 2022 @ 01:58:20.753",event,system,"-","+00:00","-",auth,"x86_64",true,hostA,cf5ca0883d34c0c69abcd68863563f91,"10.0.0.2","02:42:0a:00:00:02",hostA,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","3,240","pam_unix(sudo:session): session closed for user root",sudo,sudo,111,hostA,"-",root,system,"-","-","-","-","-","-","-","-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb","-","-","-",root,root
"Oct 24, 2022 @ 01:58:13.000",cFY2CYQBZUJK74ZN6miu,".ds-syslog-8.3.3-2022.10.22-000001","-","a6408580-a4b0-4e13-b9b1-8e6439c4eddc",hostB,"b538dadb-6c6e-4ed5-ac9e-3ddcfacd109b",hostB,filebeat,"8.3.3","1.12.0","-","-","system.syslog","Oct 24, 2022 @ 01:58:24.814",event,system,"-","+00:00","-",syslog,"x86_64",true,hostB,aad00724b7c789054c456a1963563f87,"10.0.0.3","02:42:0a:00:00:03",hostB,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/syslog",392,"(CRON) INFO (Running @reboot jobs)",cron,cron,137,hostB,"-","-",system,"-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 24, 2022 @ 01:58:10.000",vlY2CYQBZUJK74ZNu2eS,".ds-syslog-8.3.3-2022.10.22-000001","-","a6408580-a4b0-4e13-b9b1-8e6439c4eddc",hostB,"b538dadb-6c6e-4ed5-ac9e-3ddcfacd109b",hostB,filebeat,"8.3.3","1.12.0","-","-","system.auth","Oct 24, 2022 @ 01:58:12.751",event,system,"-","+00:00","-",auth,"x86_64",true,hostB,aad00724b7c789054c456a1963563f87,"10.0.0.3","02:42:0a:00:00:03",hostB,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","2,566","pam_unix(sudo:session): session closed for user root",sudo,sudo,95,hostB,"-",root,system,"-","-","-","-","-","-","-","-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb","-","-","-",root,root
"Oct 24, 2022 @ 01:58:10.000",v1Y2CYQBZUJK74ZNu2eS,".ds-syslog-8.3.3-2022.10.22-000001","-","a6408580-a4b0-4e13-b9b1-8e6439c4eddc",hostB,"b538dadb-6c6e-4ed5-ac9e-3ddcfacd109b",hostB,filebeat,"8.3.3","1.12.0","-","-","system.auth","Oct 24, 2022 @ 01:58:12.752",event,system,"-","+00:00","-",auth,"x86_64",true,hostB,aad00724b7c789054c456a1963563f87,"10.0.0.3","02:42:0a:00:00:03",hostB,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","2,651","    root : PWD=/ ; USER=root ; COMMAND=/usr/sbin/service metricbeat start",sudo,sudo,111,hostB,"-","-",system,"-","-","-","-","-","-","-","-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb","-","-","-","-","-"
"Oct 24, 2022 @ 01:58:10.000",wFY2CYQBZUJK74ZNu2eS,".ds-syslog-8.3.3-2022.10.22-000001","-","a6408580-a4b0-4e13-b9b1-8e6439c4eddc",hostB,"b538dadb-6c6e-4ed5-ac9e-3ddcfacd109b",hostB,filebeat,"8.3.3","1.12.0","-","-","system.auth","Oct 24, 2022 @ 01:58:12.752",event,system,"-","+00:00","-",auth,"x86_64",true,hostB,aad00724b7c789054c456a1963563f87,"10.0.0.3","02:42:0a:00:00:03",hostB,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","2,758","pam_unix(sudo:session): session opened for user root(uid=0) by (uid=0)",sudo,sudo,111,hostB,"-","root(uid=0)",system,"-","-","-","-","-","-","-","-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb","root(uid=0)","root(uid=0)",0,"(empty)","(empty)"
"Oct 24, 2022 @ 01:58:10.000",wVY2CYQBZUJK74ZNu2eS,".ds-syslog-8.3.3-2022.10.22-000001","-","a6408580-a4b0-4e13-b9b1-8e6439c4eddc",hostB,"b538dadb-6c6e-4ed5-ac9e-3ddcfacd109b",hostB,filebeat,"8.3.3","1.12.0","-","-","system.auth","Oct 24, 2022 @ 01:58:12.753",event,system,"-","+00:00","-",auth,"x86_64",true,hostB,aad00724b7c789054c456a1963563f87,"10.0.0.3","02:42:0a:00:00:03",hostB,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","2,862","pam_limits(runuser:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=0,euid=0",runuser,runuser,118,hostB,"-","-",system,"-","-","-","-","-","-","-","-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb","-","-","-","-","-"
"Oct 24, 2022 @ 01:58:10.000",wlY2CYQBZUJK74ZNu2eT,".ds-syslog-8.3.3-2022.10.22-000001","-","43d1ac9a-db60-4101-9bf8-b2cce7b44823",hostA,"9c9d859c-f54f-4c07-b857-46c94f0af2b4",hostA,filebeat,"8.3.3","1.12.0","-","-","system.auth","Oct 24, 2022 @ 01:58:12.751",event,system,"-","+00:00","-",auth,"x86_64",true,hostA,cf5ca0883d34c0c69abcd68863563f91,"10.0.0.2","02:42:0a:00:00:02",hostA,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","2,584","pam_unix(sudo:session): session closed for user root",sudo,sudo,94,hostA,"-",root,system,"-","-","-","-","-","-","-","-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb","-","-","-",root,root
"Oct 24, 2022 @ 01:58:10.000",w1Y2CYQBZUJK74ZNu2eT,".ds-syslog-8.3.3-2022.10.22-000001","-","43d1ac9a-db60-4101-9bf8-b2cce7b44823",hostA,"9c9d859c-f54f-4c07-b857-46c94f0af2b4",hostA,filebeat,"8.3.3","1.12.0","-","-","system.auth","Oct 24, 2022 @ 01:58:12.752",event,system,"-","+00:00","-",auth,"x86_64",true,hostA,cf5ca0883d34c0c69abcd68863563f91,"10.0.0.2","02:42:0a:00:00:02",hostA,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","2,669","  albert : PWD=/ ; USER=root ; COMMAND=/usr/sbin/service metricbeat start",sudo,sudo,111,hostA,"-","-",system,"-","-","-","-","-","-","-","-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb","-","-","-","-","-"
"Oct 24, 2022 @ 01:58:10.000",xFY2CYQBZUJK74ZNu2eT,".ds-syslog-8.3.3-2022.10.22-000001","-","43d1ac9a-db60-4101-9bf8-b2cce7b44823",hostA,"9c9d859c-f54f-4c07-b857-46c94f0af2b4",hostA,filebeat,"8.3.3","1.12.0","-","-","system.auth","Oct 24, 2022 @ 01:58:12.754",event,system,"-","+00:00","-",auth,"x86_64",true,hostA,cf5ca0883d34c0c69abcd68863563f91,"10.0.0.2","02:42:0a:00:00:02",hostA,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","2,776","pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)",sudo,sudo,111,hostA,"-","root(uid=0)",system,"-","-","-","-","-","-","-","-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb","root(uid=0)","root(uid=0)",1001,"(empty)","(empty)"
"Oct 24, 2022 @ 01:58:10.000",xVY2CYQBZUJK74ZNu2eT,".ds-syslog-8.3.3-2022.10.22-000001","-","43d1ac9a-db60-4101-9bf8-b2cce7b44823",hostA,"9c9d859c-f54f-4c07-b857-46c94f0af2b4",hostA,filebeat,"8.3.3","1.12.0","-","-","system.auth","Oct 24, 2022 @ 01:58:12.755",event,system,"-","+00:00","-",auth,"x86_64",true,hostA,cf5ca0883d34c0c69abcd68863563f91,"10.0.0.2","02:42:0a:00:00:02",hostA,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","2,883","pam_limits(runuser:session): Could not set limit for 'core' to soft=-1, hard=-1: Operation not permitted; uid=0,euid=0",runuser,runuser,119,hostA,"-","-",system,"-","-","-","-","-","-","-","-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb","-","-","-","-","-"
"Oct 24, 2022 @ 01:58:10.000",2FY2CYQBZUJK74ZNx2dJ,".ds-syslog-8.3.3-2022.10.22-000001","-","43d1ac9a-db60-4101-9bf8-b2cce7b44823",hostA,"9c9d859c-f54f-4c07-b857-46c94f0af2b4",hostA,filebeat,"8.3.3","1.12.0","-","-","system.auth","Oct 24, 2022 @ 01:58:15.751",event,system,"-","+00:00","-",auth,"x86_64",true,hostA,cf5ca0883d34c0c69abcd68863563f91,"10.0.0.2","02:42:0a:00:00:02",hostA,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","3,038","pam_unix(runuser:session): session opened for user root(uid=0) by (uid=0)",runuser,runuser,119,hostA,"-","root(uid=0)",system,"-","-","-","-","-","-","-","-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb","root(uid=0)","root(uid=0)",0,"(empty)","(empty)"
"Oct 24, 2022 @ 01:58:10.000",2lY2CYQBZUJK74ZNx2dS,".ds-syslog-8.3.3-2022.10.22-000001","-","a6408580-a4b0-4e13-b9b1-8e6439c4eddc",hostB,"b538dadb-6c6e-4ed5-ac9e-3ddcfacd109b",hostB,filebeat,"8.3.3","1.12.0","-","-","system.auth","Oct 24, 2022 @ 01:58:15.756",event,system,"-","+00:00","-",auth,"x86_64",true,hostB,aad00724b7c789054c456a1963563f87,"10.0.0.3","02:42:0a:00:00:03",hostB,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","3,017","pam_unix(runuser:session): session opened for user root(uid=0) by (uid=0)",runuser,runuser,118,hostB,"-","root(uid=0)",system,"-","-","-","-","-","-","-","-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb","root(uid=0)","root(uid=0)",0,"(empty)","(empty)"
"Oct 24, 2022 @ 01:56:10.000","DlY0CYQBZUJK74ZN-mW3",".ds-syslog-8.3.3-2022.10.22-000001","-","43d1ac9a-db60-4101-9bf8-b2cce7b44823",hostA,"9c9d859c-f54f-4c07-b857-46c94f0af2b4",hostA,filebeat,"8.3.3","1.12.0","-","-","system.auth","Oct 24, 2022 @ 01:56:17.835",event,system,"-","+00:00","-",auth,"x86_64",true,hostA,cf5ca0883d34c0c69abcd68863563f91,"10.0.0.2","02:42:0a:00:00:02",hostA,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","2,205","pam_unix(runuser:session): session closed for user root",runuser,runuser,84,hostA,"-",root,system,"-","-","-","-","-","-","-","-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb","-","-","-",root,root
"Oct 24, 2022 @ 01:56:10.000","D1Y0CYQBZUJK74ZN-mW3",".ds-syslog-8.3.3-2022.10.22-000001","-","43d1ac9a-db60-4101-9bf8-b2cce7b44823",hostA,"9c9d859c-f54f-4c07-b857-46c94f0af2b4",hostA,filebeat,"8.3.3","1.12.0","-","-","system.auth","Oct 24, 2022 @ 01:56:17.836",event,system,"-","+00:00","-",auth,"x86_64",true,hostA,cf5ca0883d34c0c69abcd68863563f91,"10.0.0.2","02:42:0a:00:00:02",hostA,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","2,296","pam_unix(sudo:session): session closed for user root",sudo,sudo,78,hostA,"-",root,system,"-","-","-","-","-","-","-","-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb","-","-","-",root,root
"Oct 24, 2022 @ 01:56:10.000","EFY0CYQBZUJK74ZN-mW3",".ds-syslog-8.3.3-2022.10.22-000001","-","43d1ac9a-db60-4101-9bf8-b2cce7b44823",hostA,"9c9d859c-f54f-4c07-b857-46c94f0af2b4",hostA,filebeat,"8.3.3","1.12.0","-","-","system.auth","Oct 24, 2022 @ 01:56:17.845",event,system,"-","+00:00","-",auth,"x86_64",true,hostA,cf5ca0883d34c0c69abcd68863563f91,"10.0.0.2","02:42:0a:00:00:02",hostA,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","2,381","  albert : PWD=/ ; USER=root ; COMMAND=/usr/bin/metricbeat setup",sudo,sudo,94,hostA,"-","-",system,"-","-","-","-","-","-","-","-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb","-","-","-","-","-"
"Oct 24, 2022 @ 01:56:10.000","21Y0CYQBZUJK74ZN-mS0",".ds-syslog-8.3.3-2022.10.22-000001","-","a6408580-a4b0-4e13-b9b1-8e6439c4eddc",hostB,"b538dadb-6c6e-4ed5-ac9e-3ddcfacd109b",hostB,filebeat,"8.3.3","1.12.0","-","-","system.auth","Oct 24, 2022 @ 01:56:17.841",event,system,"-","+00:00","-",auth,"x86_64",true,hostB,aad00724b7c789054c456a1963563f87,"10.0.0.3","02:42:0a:00:00:03",hostB,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","2,190","pam_unix(runuser:session): session closed for user root",runuser,runuser,85,hostB,"-",root,system,"-","-","-","-","-","-","-","-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb","-","-","-",root,root
"Oct 24, 2022 @ 01:56:10.000","3FY0CYQBZUJK74ZN-mS0",".ds-syslog-8.3.3-2022.10.22-000001","-","a6408580-a4b0-4e13-b9b1-8e6439c4eddc",hostB,"b538dadb-6c6e-4ed5-ac9e-3ddcfacd109b",hostB,filebeat,"8.3.3","1.12.0","-","-","system.auth","Oct 24, 2022 @ 01:56:17.842",event,system,"-","+00:00","-",auth,"x86_64",true,hostB,aad00724b7c789054c456a1963563f87,"10.0.0.3","02:42:0a:00:00:03",hostB,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","2,281","pam_unix(sudo:session): session closed for user root",sudo,sudo,79,hostB,"-",root,system,"-","-","-","-","-","-","-","-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb","-","-","-",root,root
"Oct 24, 2022 @ 01:56:10.000","3VY0CYQBZUJK74ZN-mS0",".ds-syslog-8.3.3-2022.10.22-000001","-","a6408580-a4b0-4e13-b9b1-8e6439c4eddc",hostB,"b538dadb-6c6e-4ed5-ac9e-3ddcfacd109b",hostB,filebeat,"8.3.3","1.12.0","-","-","system.auth","Oct 24, 2022 @ 01:56:17.842",event,system,"-","+00:00","-",auth,"x86_64",true,hostB,aad00724b7c789054c456a1963563f87,"10.0.0.3","02:42:0a:00:00:03",hostB,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","2,366","    root : PWD=/ ; USER=root ; COMMAND=/usr/bin/metricbeat setup",sudo,sudo,95,hostB,"-","-",system,"-","-","-","-","-","-","-","-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb","-","-","-","-","-"
"Oct 24, 2022 @ 01:56:10.000",k1Y1CYQBZUJK74ZNDWXU,".ds-syslog-8.3.3-2022.10.22-000001","-","43d1ac9a-db60-4101-9bf8-b2cce7b44823",hostA,"9c9d859c-f54f-4c07-b857-46c94f0af2b4",hostA,filebeat,"8.3.3","1.12.0","-","-","system.auth","Oct 24, 2022 @ 01:56:22.738",event,system,"-","+00:00","-",auth,"x86_64",true,hostA,cf5ca0883d34c0c69abcd68863563f91,"10.0.0.2","02:42:0a:00:00:02",hostA,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","2,478","pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1001)",sudo,sudo,94,hostA,"-","root(uid=0)",system,"-","-","-","-","-","-","-","-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb","root(uid=0)","root(uid=0)",1001,"(empty)","(empty)"
"Oct 24, 2022 @ 01:56:10.000",lFY1CYQBZUJK74ZNDWXW,".ds-syslog-8.3.3-2022.10.22-000001","-","a6408580-a4b0-4e13-b9b1-8e6439c4eddc",hostB,"b538dadb-6c6e-4ed5-ac9e-3ddcfacd109b",hostB,filebeat,"8.3.3","1.12.0","-","-","system.auth","Oct 24, 2022 @ 01:56:22.741",event,system,"-","+00:00","-",auth,"x86_64",true,hostB,aad00724b7c789054c456a1963563f87,"10.0.0.3","02:42:0a:00:00:03",hostB,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","2,463","pam_unix(sudo:session): session opened for user root(uid=0) by (uid=0)",sudo,sudo,95,hostB,"-","root(uid=0)",system,"-","-","-","-","-","-","-","-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb","root(uid=0)","root(uid=0)",0,"(empty)","(empty)"
