@timestamp,agent.hostname,bytes_in,bytes_out,destination.bytes,destination.ip,destination.packets,destination.port,event.duration,event.end,event.start,event.type,flow.final,host.id,host.ip,host.mac,host.os.codename,host.os.family,host.os.kernel,host.os.name,host.os.type,host.os.version,network.bytes,network.packets,network.transport,network.type,source.bytes,source.ip,source.packets,source.port
"Oct 24, 2022 @ 23:32:40.002",dvwa_web,814,"2,149","2,149",123.123.123.123,4,80,"1,166,509","Oct 24, 2022 @ 23:32:25.078","Oct 24, 2022 @ 23:32:25.077",connection,False,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),"2,963",10,tcp,ipv4,814,123.123.123.4,6,"60,762"
"Oct 24, 2022 @ 23:32:40.002",dvwa_web,697,557,557,10.10.10.20,6,"3,306","830,049","Oct 24, 2022 @ 23:32:25.078","Oct 24, 2022 @ 23:32:25.077",connection,False,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),"1,254",14,tcp,ipv4,697,10.10.10.10,8,"33,318"
"Oct 24, 2022 @ 23:32:40.002",dvwa_web,553,546,546,10.10.10.20,6,"3,306","108,510","Oct 24, 2022 @ 23:32:25.078","Oct 24, 2022 @ 23:32:25.078",connection,False,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),"1,099",12,tcp,ipv4,553,10.10.10.10,6,"33,328"
"Oct 24, 2022 @ 23:32:40.002",dvwa_web,"1,255","1,752","1,752",123.123.123.123,5,80,"977,858","Oct 24, 2022 @ 23:32:25.079","Oct 24, 2022 @ 23:32:25.078",connection,False,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),"3,007",12,tcp,ipv4,"1,255",123.123.123.4,7,"60,778"
"Oct 24, 2022 @ 23:32:40.002",dvwa_web,697,557,557,10.10.10.20,6,"3,306","642,699","Oct 24, 2022 @ 23:32:25.079","Oct 24, 2022 @ 23:32:25.079",connection,False,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),"1,254",14,tcp,ipv4,697,10.10.10.10,8,"33,330"
"Oct 24, 2022 @ 23:32:40.002",dvwa_web,621,546,546,10.10.10.20,6,"3,306","121,690","Oct 24, 2022 @ 23:32:25.079","Oct 24, 2022 @ 23:32:25.079",connection,False,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),"1,167",13,tcp,ipv4,621,10.10.10.10,7,"33,332"
"Oct 24, 2022 @ 23:32:40.002",dvwa_web,551,957,957,127.0.0.1,5,80,"5,116,429,169","Oct 24, 2022 @ 23:32:32.846","Oct 24, 2022 @ 23:32:27.729",connection,False,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),"1,508",10,tcp,ipv4,551,127.0.0.1,5,"46,088"
"Oct 24, 2022 @ 23:32:40.002",dvwa_web,735,"1,462","1,462",123.123.123.123,4,80,"683,753","Oct 24, 2022 @ 23:32:32.334","Oct 24, 2022 @ 23:32:32.333",connection,False,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),"2,197",10,tcp,ipv4,735,123.123.123.3,6,"46,566"
"Oct 24, 2022 @ 23:32:40.002",dvwa_web,697,557,557,10.10.10.20,6,"3,306","244,070","Oct 24, 2022 @ 23:32:32.334","Oct 24, 2022 @ 23:32:32.334",connection,False,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),"1,254",14,tcp,ipv4,697,10.10.10.10,8,"32,876"
"Oct 24, 2022 @ 23:32:40.002",dvwa_web,621,478,478,10.10.10.20,5,"3,306","278,864","Oct 24, 2022 @ 23:32:32.334","Oct 24, 2022 @ 23:32:32.334",connection,False,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),"1,099",12,tcp,ipv4,621,10.10.10.10,7,"32,880"
