"@timestamp","_id","_index","_score","agent.ephemeral_id","agent.hostname","agent.id","agent.name","agent.type","agent.version","bytes_in","bytes_out","destination.bytes","destination.ip","destination.packets","destination.port","ecs.version","event.action","event.category","event.dataset","event.duration","event.end","event.kind","event.start","event.type","flow.final","flow.id","host.architecture","host.containerized","host.hostname","host.id","host.ip","host.mac","host.name","host.os.codename","host.os.family","host.os.kernel","host.os.name","host.os.name.text","host.os.platform","host.os.type","host.os.version","network.bytes","network.community_id","network.packets","network.transport","network.type","source.bytes","source.ip","source.packets","source.port",type
"Oct 24, 2022 @ 23:32:40.002","-OCfCoQBDsc6tFfS37TO",".ds-packetbeat-8.4.3-2022.10.24-000001","-","78c09f9d-9974-414d-ad01-dfd3da18d681","dvwa_web","3e603bcc-039f-4e01-9d12-067947d134a0","dvwa_web",packetbeat,"8.4.3",814,"2,242","2,242","123.123.123.123",4,80,"8.0.0","network_flow",network,flow,"2,365,631","Oct 24, 2022 @ 23:32:07.708",event,"Oct 24, 2022 @ 23:32:07.706",connection,false,"EAz/////AP//////CAwAAAF7e3sCe3t7exaQUABIBAAAAAAAAA","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)","3,056","1:rDdFMSFnBuvOsagrL8ZwqjSSlwQ=",10,tcp,ipv4,814,"123.123.123.2",6,"36,886",flow
"Oct 24, 2022 @ 23:32:40.002","-eCfCoQBDsc6tFfS37TO",".ds-packetbeat-8.4.3-2022.10.24-000001","-","78c09f9d-9974-414d-ad01-dfd3da18d681","dvwa_web","3e603bcc-039f-4e01-9d12-067947d134a0","dvwa_web",packetbeat,"8.4.3",551,954,954,"127.0.0.1",5,80,"8.0.0","network_flow",network,flow,"5,075,491,507","Oct 24, 2022 @ 23:32:12.781",event,"Oct 24, 2022 @ 23:32:07.706",connection,false,"EAz/////AP//////CAwAAAF/AAABfwAAASTlUABJBAAAAAAAAA","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)","1,505","1:jmpUz8aX7sh/CoiwUMn1z3TePts=",10,tcp,ipv4,551,"127.0.0.1",5,"58,660",flow
"Oct 24, 2022 @ 23:32:40.002","-uCfCoQBDsc6tFfS37TO",".ds-packetbeat-8.4.3-2022.10.24-000001","-","78c09f9d-9974-414d-ad01-dfd3da18d681","dvwa_web","3e603bcc-039f-4e01-9d12-067947d134a0","dvwa_web",packetbeat,"8.4.3",805,867,867,"10.10.10.20",8,"3,306","8.0.0","network_flow",network,flow,"789,899","Oct 24, 2022 @ 23:32:07.707",event,"Oct 24, 2022 @ 23:32:07.707",connection,false,"EAz/////AP//////CAwAAAEKCgoKCgoKFDqm6gxKBAAAAAAAAA","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)","1,672","1:tZB8eDnmY35FHNpGY8/zOsFEMzc=",17,tcp,ipv4,805,"10.10.10.10",9,"42,554",flow
"Oct 24, 2022 @ 23:32:40.002","--CfCoQBDsc6tFfS37TO",".ds-packetbeat-8.4.3-2022.10.24-000001","-","78c09f9d-9974-414d-ad01-dfd3da18d681","dvwa_web","3e603bcc-039f-4e01-9d12-067947d134a0","dvwa_web",packetbeat,"8.4.3",621,478,478,"10.10.10.20",5,"3,306","8.0.0","network_flow",network,flow,"483,849","Oct 24, 2022 @ 23:32:07.708",event,"Oct 24, 2022 @ 23:32:07.707",connection,false,"EAz/////AP//////CAwAAAEKCgoKCgoKFEqm6gxLBAAAAAAAAA","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)","1,099","1:s8k+alEpozD++eR6/2aN17a72Lo=",12,tcp,ipv4,621,"10.10.10.10",7,"42,570",flow
"Oct 24, 2022 @ 23:32:40.002","_OCfCoQBDsc6tFfS37TO",".ds-packetbeat-8.4.3-2022.10.24-000001","-","78c09f9d-9974-414d-ad01-dfd3da18d681","dvwa_web","3e603bcc-039f-4e01-9d12-067947d134a0","dvwa_web",packetbeat,"8.4.3",819,"3,875","3,875","123.123.123.123",4,80,"8.0.0","network_flow",network,flow,"2,018,512","Oct 24, 2022 @ 23:32:07.710",event,"Oct 24, 2022 @ 23:32:07.708",connection,false,"EAz/////AP//////CAwAAAF7e3sCe3t7eyCQUABMBAAAAAAAAA","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)","4,694","1:Ld7ygiMr3MkPpHGpE6TWAEkdBZI=",10,tcp,ipv4,819,"123.123.123.2",6,"36,896",flow
"Oct 24, 2022 @ 23:32:40.002","_eCfCoQBDsc6tFfS4LQa",".ds-packetbeat-8.4.3-2022.10.24-000001","-","78c09f9d-9974-414d-ad01-dfd3da18d681","dvwa_web","3e603bcc-039f-4e01-9d12-067947d134a0","dvwa_web",packetbeat,"8.4.3",697,557,557,"10.10.10.20",6,"3,306","8.0.0","network_flow",network,flow,"236,480","Oct 24, 2022 @ 23:32:07.710",event,"Oct 24, 2022 @ 23:32:07.709",connection,false,"EAz/////AP//////CAwAAAEKCgoKCgoKFFqm6gxNBAAAAAAAAA","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)","1,254","1:UUig1lh9QsbXYiHi7DKrTct+wow=",14,tcp,ipv4,697,"10.10.10.10",8,"42,586",flow
"Oct 24, 2022 @ 23:32:40.002","_uCfCoQBDsc6tFfS4LQa",".ds-packetbeat-8.4.3-2022.10.24-000001","-","78c09f9d-9974-414d-ad01-dfd3da18d681","dvwa_web","3e603bcc-039f-4e01-9d12-067947d134a0","dvwa_web",packetbeat,"8.4.3",553,546,546,"10.10.10.20",6,"3,306","8.0.0","network_flow",network,flow,"104,070","Oct 24, 2022 @ 23:32:07.710",event,"Oct 24, 2022 @ 23:32:07.710",connection,false,"EAz/////AP//////CAwAAAEKCgoKCgoKFGqm6gxOBAAAAAAAAA","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)","1,099","1:gzH1deYonXq8E3Ty8nbeeZXFlyw=",12,tcp,ipv4,553,"10.10.10.10",6,"42,602",flow
"Oct 24, 2022 @ 23:32:40.002","_-CfCoQBDsc6tFfS4LQa",".ds-packetbeat-8.4.3-2022.10.24-000001","-","78c09f9d-9974-414d-ad01-dfd3da18d681","dvwa_web","3e603bcc-039f-4e01-9d12-067947d134a0","dvwa_web",packetbeat,"8.4.3","1,255","1,752","1,752","123.123.123.123",5,80,"8.0.0","network_flow",network,flow,"863,998","Oct 24, 2022 @ 23:32:07.711",event,"Oct 24, 2022 @ 23:32:07.710",connection,false,"EAz/////AP//////CAwAAAF7e3sCe3t7eyKQUABPBAAAAAAAAA","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)","3,007","1:f82ph2sZ/mOV2TmYGsmXDiVlm04=",12,tcp,ipv4,"1,255","123.123.123.2",7,"36,898",flow
"Oct 24, 2022 @ 23:32:40.002",AOCfCoQBDsc6tFfS4LUa,".ds-packetbeat-8.4.3-2022.10.24-000001","-","78c09f9d-9974-414d-ad01-dfd3da18d681","dvwa_web","3e603bcc-039f-4e01-9d12-067947d134a0","dvwa_web",packetbeat,"8.4.3",697,557,557,"10.10.10.20",6,"3,306","8.0.0","network_flow",network,flow,"236,830","Oct 24, 2022 @ 23:32:07.711",event,"Oct 24, 2022 @ 23:32:07.710",connection,false,"EAz/////AP//////CAwAAAEKCgoKCgoKFHam6gxQBAAAAAAAAA","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)","1,254","1:TwMAiGVWAlSg1nEqFsJQ+gPjsjc=",14,tcp,ipv4,697,"10.10.10.10",8,"42,614",flow
"Oct 24, 2022 @ 23:32:40.002",AeCfCoQBDsc6tFfS4LUa,".ds-packetbeat-8.4.3-2022.10.24-000001","-","78c09f9d-9974-414d-ad01-dfd3da18d681","dvwa_web","3e603bcc-039f-4e01-9d12-067947d134a0","dvwa_web",packetbeat,"8.4.3",621,478,478,"10.10.10.20",5,"3,306","8.0.0","network_flow",network,flow,"105,290","Oct 24, 2022 @ 23:32:07.711",event,"Oct 24, 2022 @ 23:32:07.711",connection,false,"EAz/////AP//////CAwAAAEKCgoKCgoKFICm6gxRBAAAAAAAAA","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)","1,099","1:F9WE+ypniESJdiJYtTFPNieTDJs=",12,tcp,ipv4,621,"10.10.10.10",7,"42,624",flow
