@timestamp,@version,@version.keyword,_id,_index,_score,agent.name,agent.name.keyword,destination.bytes,destination.ip,destination.ip.keyword,destination.packets,destination.port,event.action,event.action.keyword,event.dataset,event.dataset.keyword,event.end,event.start,event.type,event.type.keyword,flow.final,flow.id,flow.id.keyword,host.mac,host.mac.keyword,host.os.name,host.os.name.keyword,host.os.version,host.os.version.keyword,network.bytes,network.packets,network.type,network.type.keyword,source.bytes,source.ip,source.ip.keyword,source.packets,source.port,tags,tags.keyword,type,type.keyword
"Oct 25, 2022 @ 01:21:40.499",1,1,buMDC4QB7xRA9XP5rqXs,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:21:25.021","Oct 25, 2022 @ 01:21:15.261",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qRTQQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qRTQQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,53268,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:21:40.499",1,1,duMDC4QB7xRA9XP5rqXv,packetbeat-2022.10.24,-,webserver,webserver,232B,192.168.106.130,192.168.106.130,4,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:21:35.291","Oct 25, 2022 @ 01:21:25.021",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qRzQQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qRzQQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),552B,9,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,53276,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:21:40.499",1,1,fOMDC4QB7xRA9XP5rqXw,packetbeat-2022.10.24,-,webserver,webserver,232B,192.168.106.130,192.168.106.130,4,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:21:15.261","Oct 25, 2022 @ 01:21:05.000",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qQrQQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qQrQQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),552B,9,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,53258,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:21:40.499",1,1,cOMDC4QB7xRA9XP5rqXv,packetbeat-2022.10.24,-,webserver,webserver,120B,192.168.106.130,192.168.106.130,2,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:21:35.291","Oct 25, 2022 @ 01:21:35.291",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qSTQQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qSTQQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),384B,6,ipv4,ipv4,264B,172.17.0.4,172.17.0.4,4,53284,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:21:40.499",1,1,ceMDC4QB7xRA9XP5rqXv,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:21:05.000","Oct 25, 2022 @ 01:20:55.300",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qQLQQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qQLQQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,53250,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:21:30.498",1,1,lOMDC4QB7xRA9XP5h6Tf,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:21:25.021","Oct 25, 2022 @ 01:21:15.261",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qRTQQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qRTQQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,53268,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:21:30.498",1,1,luMDC4QB7xRA9XP5h6Tj,packetbeat-2022.10.24,-,webserver,webserver,232B,192.168.106.130,192.168.106.130,4,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:20:35.391","Oct 25, 2022 @ 01:20:25.191","connection, end","connection, end",TRUE,EAT/////AP//////CP8AAAGsEQAEwKh3qebPQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qebPQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),552B,9,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,53222,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:21:30.498",1,1,puMDC4QB7xRA9XP5h6Tk,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:21:25.021","Oct 25, 2022 @ 01:21:25.021",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qRzQQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qRzQQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),440B,7,ipv4,ipv4,264B,172.17.0.4,172.17.0.4,4,53276,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:21:30.498",1,1,qOMDC4QB7xRA9XP5h6Tk,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:20:45.080","Oct 25, 2022 @ 01:20:35.391","connection, end","connection, end",TRUE,EAT/////AP//////CP8AAAGsEQAEwKh3qe7PQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qe7PQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,53230,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:21:30.498",1,1,l-MDC4QB7xRA9XP5h6Tj,packetbeat-2022.10.24,-,webserver,webserver,232B,192.168.106.130,192.168.106.130,4,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:20:55.300","Oct 25, 2022 @ 01:20:45.080","connection, end","connection, end",TRUE,EAT/////AP//////CP8AAAGsEQAEwKh3qfrPQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qfrPQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),552B,9,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,53242,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:21:30.498",1,1,ouMDC4QB7xRA9XP5h6Tj,packetbeat-2022.10.24,-,webserver,webserver,232B,192.168.106.130,192.168.106.130,4,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:21:15.261","Oct 25, 2022 @ 01:21:05.000",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qQrQQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qQrQQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),552B,9,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,53258,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:21:30.498",1,1,n-MDC4QB7xRA9XP5h6Tj,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:21:05.000","Oct 25, 2022 @ 01:20:55.300",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qQLQQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qQLQQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,53250,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:21:20.498",1,1,tuMDC4QB7xRA9XP5YKPN,packetbeat-2022.10.24,-,webserver,webserver,120B,192.168.106.130,192.168.106.130,2,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:21:15.261","Oct 25, 2022 @ 01:21:15.261",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qRTQQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qRTQQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),384B,6,ipv4,ipv4,264B,172.17.0.4,172.17.0.4,4,53268,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:21:20.498",1,1,wOMDC4QB7xRA9XP5YKPQ,packetbeat-2022.10.24,-,webserver,webserver,232B,192.168.106.130,192.168.106.130,4,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:20:55.300","Oct 25, 2022 @ 01:20:45.080",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qfrPQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qfrPQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),552B,9,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,53242,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:21:20.498",1,1,wuMDC4QB7xRA9XP5YKPQ,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:21:05.000","Oct 25, 2022 @ 01:20:55.300",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qQLQQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qQLQQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,53250,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:21:20.498",1,1,uOMDC4QB7xRA9XP5YKPQ,packetbeat-2022.10.24,-,webserver,webserver,232B,192.168.106.130,192.168.106.130,4,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:21:15.261","Oct 25, 2022 @ 01:21:05.000",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qQrQQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qQrQQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),552B,9,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,53258,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:21:20.498",1,1,xOMDC4QB7xRA9XP5YKPQ,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:20:45.080","Oct 25, 2022 @ 01:20:35.391",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qe7PQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qe7PQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,53230,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:21:20.498",1,1,ueMDC4QB7xRA9XP5YKPQ,packetbeat-2022.10.24,-,webserver,webserver,232B,192.168.106.130,192.168.106.130,4,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:20:35.391","Oct 25, 2022 @ 01:20:25.191",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qebPQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qebPQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),552B,9,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,53222,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:21:10.498",1,1,2OMDC4QB7xRA9XP5OaLG,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:20:45.080","Oct 25, 2022 @ 01:20:35.391",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qe7PQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qe7PQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,53230,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:21:10.498",1,1,2uMDC4QB7xRA9XP5OaLG,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:21:05.000","Oct 25, 2022 @ 01:21:05.000",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qQrQQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qQrQQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),440B,7,ipv4,ipv4,264B,172.17.0.4,172.17.0.4,4,53258,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:21:10.498",1,1,1OMDC4QB7xRA9XP5OaLG,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:21:05.000","Oct 25, 2022 @ 01:20:55.300",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qQLQQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qQLQQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,53250,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:21:10.498",1,1,1uMDC4QB7xRA9XP5OaLG,packetbeat-2022.10.24,-,webserver,webserver,232B,192.168.106.130,192.168.106.130,4,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:20:35.391","Oct 25, 2022 @ 01:20:25.191",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qebPQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qebPQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),552B,9,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,53222,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:21:10.498",1,1,0uMDC4QB7xRA9XP5OaLG,packetbeat-2022.10.24,-,webserver,webserver,232B,192.168.106.130,192.168.106.130,4,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:20:55.300","Oct 25, 2022 @ 01:20:45.080",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qfrPQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qfrPQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),552B,9,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,53242,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:21:00.496",1,1,_uMDC4QB7xRA9XP5EqGx,packetbeat-2022.10.24,-,webserver,webserver,232B,192.168.106.130,192.168.106.130,4,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:20:05.302","Oct 25, 2022 @ 01:19:55.101","connection, end","connection, end",TRUE,EAT/////AP//////CP8AAAGsEQAEwKh3qcjPQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qcjPQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),552B,9,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,53192,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:21:00.496",1,1,AeMDC4QB7xRA9XP5EqKy,packetbeat-2022.10.24,-,webserver,webserver,232B,192.168.106.130,192.168.106.130,4,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:20:35.391","Oct 25, 2022 @ 01:20:25.191",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qebPQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qebPQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),552B,9,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,53222,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:21:00.496",1,1,8uMDC4QB7xRA9XP5EqGx,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:20:25.191","Oct 25, 2022 @ 01:20:14.992","connection, end","connection, end",TRUE,EAT/////AP//////CP8AAAGsEQAEwKh3qdrPQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qdrPQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,53210,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:21:00.496",1,1,9OMDC4QB7xRA9XP5EqGx,packetbeat-2022.10.24,-,webserver,webserver,232B,192.168.106.130,192.168.106.130,4,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:20:14.992","Oct 25, 2022 @ 01:20:05.301","connection, end","connection, end",TRUE,EAT/////AP//////CP8AAAGsEQAEwKh3qdDPQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qdDPQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),552B,9,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,53200,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:21:00.496",1,1,8OMDC4QB7xRA9XP5EqGt,packetbeat-2022.10.24,-,webserver,webserver,232B,192.168.106.130,192.168.106.130,4,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:20:55.300","Oct 25, 2022 @ 01:20:45.080",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qfrPQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qfrPQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),552B,9,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,53242,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:21:00.496",1,1,_OMDC4QB7xRA9XP5EqGx,packetbeat-2022.10.24,-,webserver,webserver,120B,192.168.106.130,192.168.106.130,2,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:20:55.300","Oct 25, 2022 @ 01:20:55.300",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qQLQQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qQLQQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),384B,6,ipv4,ipv4,264B,172.17.0.4,172.17.0.4,4,53250,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:21:00.496",1,1,BOMDC4QB7xRA9XP5EqKz,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:20:45.080","Oct 25, 2022 @ 01:20:35.391",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qe7PQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qe7PQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,53230,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:20:50.497",1,1,EuMCC4QB7xRA9XP566Gc,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:20:45.080","Oct 25, 2022 @ 01:20:45.080",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qfrPQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qfrPQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),440B,7,ipv4,ipv4,264B,172.17.0.4,172.17.0.4,4,53242,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:20:50.497",1,1,FOMCC4QB7xRA9XP566Gf,packetbeat-2022.10.24,-,webserver,webserver,232B,192.168.106.130,192.168.106.130,4,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:20:05.302","Oct 25, 2022 @ 01:19:55.101",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qcjPQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qcjPQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),552B,9,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,53192,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:20:50.497",1,1,JOMCC4QB7xRA9XP566Gg,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:20:25.191","Oct 25, 2022 @ 01:20:14.992",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qdrPQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qdrPQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,53210,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:20:50.497",1,1,HOMCC4QB7xRA9XP566Gg,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:20:45.080","Oct 25, 2022 @ 01:20:35.391",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qe7PQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qe7PQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,53230,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:20:50.497",1,1,GuMCC4QB7xRA9XP566Gg,packetbeat-2022.10.24,-,webserver,webserver,232B,192.168.106.130,192.168.106.130,4,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:20:35.391","Oct 25, 2022 @ 01:20:25.191",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qebPQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qebPQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),552B,9,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,53222,beats_input_raw_event,beats_input_raw_event,flow,flow
