@timestamp,@version,@version.keyword,_id,_index,_score,agent.name,agent.name.keyword,destination.bytes,destination.ip,destination.ip.keyword,destination.packets,destination.port,event.action,event.action.keyword,event.dataset,event.dataset.keyword,event.end,event.start,event.type,event.type.keyword,flow.final,flow.id,flow.id.keyword,host.mac,host.mac.keyword,host.os.name,host.os.name.keyword,host.os.version,host.os.version.keyword,network.bytes,network.packets,network.type,network.type.keyword,source.bytes,source.ip,source.ip.keyword,source.packets,source.port,tags,tags.keyword,type,type.keyword
"Oct 25, 2022 @ 01:15:30.498",1,1,JuP-CoQB7xRA9XP5CYOe,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:14:47.471","Oct 25, 2022 @ 01:14:37.271","connection, end","connection, end",TRUE,EAT/////AP//////CP8AAAGsEQAEwKh3qbDOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qbDOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,52912,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:15:30.498",1,1,L-P-CoQB7xRA9XP5CYOe,packetbeat-2022.10.24,-,webserver,webserver,232B,192.168.106.130,192.168.106.130,4,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:14:37.272","Oct 25, 2022 @ 01:14:27.581","connection, end","connection, end",TRUE,EAT/////AP//////CP8AAAGsEQAEwKh3qajOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qajOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),552B,9,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,52904,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:15:20.498",1,1,OeP9CoQB7xRA9XP54oKQ,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:15:17.591","Oct 25, 2022 @ 01:15:07.381",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qcrOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qcrOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,52938,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:15:20.498",1,1,O-P9CoQB7xRA9XP54oKT,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:15:07.381","Oct 25, 2022 @ 01:14:57.681",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qcLOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qcLOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,52930,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:15:20.498",1,1,SeP9CoQB7xRA9XP54oKU,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:14:57.681","Oct 25, 2022 @ 01:14:47.471",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qbjOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qbjOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,52920,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:15:20.498",1,1,S-P9CoQB7xRA9XP54oKV,packetbeat-2022.10.24,-,webserver,webserver,120B,192.168.106.130,192.168.106.130,2,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:15:17.591","Oct 25, 2022 @ 01:15:17.591",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qdLOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qdLOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),384B,6,ipv4,ipv4,264B,172.17.0.4,172.17.0.4,4,52946,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:15:20.498",1,1,PeP9CoQB7xRA9XP54oKT,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:14:47.471","Oct 25, 2022 @ 01:14:37.271",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qbDOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qbDOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,52912,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:15:20.498",1,1,Q-P9CoQB7xRA9XP54oKU,packetbeat-2022.10.24,-,webserver,webserver,232B,192.168.106.130,192.168.106.130,4,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:14:37.272","Oct 25, 2022 @ 01:14:27.581",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qajOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qajOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),552B,9,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,52904,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:15:10.498",1,1,XOP9CoQB7xRA9XP5u4F_,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:14:57.681","Oct 25, 2022 @ 01:14:47.471",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qbjOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qbjOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,52920,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:15:10.498",1,1,XeP9CoQB7xRA9XP5u4F_,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:15:07.381","Oct 25, 2022 @ 01:14:57.681",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qcLOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qcLOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,52930,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:15:10.498",1,1,X-P9CoQB7xRA9XP5u4F_,packetbeat-2022.10.24,-,webserver,webserver,120B,192.168.106.130,192.168.106.130,2,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:15:07.381","Oct 25, 2022 @ 01:15:07.381",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qcrOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qcrOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),384B,6,ipv4,ipv4,264B,172.17.0.4,172.17.0.4,4,52938,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:15:10.498",1,1,Y-P9CoQB7xRA9XP5u4F_,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:14:47.471","Oct 25, 2022 @ 01:14:37.271",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qbDOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qbDOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,52912,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:15:10.498",1,1,YuP9CoQB7xRA9XP5u4F_,packetbeat-2022.10.24,-,webserver,webserver,232B,192.168.106.130,192.168.106.130,4,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:14:37.272","Oct 25, 2022 @ 01:14:27.581",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qajOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qajOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),552B,9,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,52904,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:15:00.498",1,1,iuP9CoQB7xRA9XP5lIB1,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:14:17.351","Oct 25, 2022 @ 01:14:07.141","connection, end","connection, end",TRUE,EAT/////AP//////CP8AAAGsEQAEwKh3qZTOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qZTOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,52884,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:15:00.498",1,1,j-P9CoQB7xRA9XP5lIB1,packetbeat-2022.10.24,-,webserver,webserver,120B,192.168.106.130,192.168.106.130,2,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:14:57.681","Oct 25, 2022 @ 01:14:57.681",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qcLOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qcLOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),384B,6,ipv4,ipv4,264B,172.17.0.4,172.17.0.4,4,52930,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:15:00.498",1,1,lOP9CoQB7xRA9XP5lIB2,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:14:27.581","Oct 25, 2022 @ 01:14:17.351","connection, end","connection, end",TRUE,EAT/////AP//////CP8AAAGsEQAEwKh3qZ7OQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qZ7OQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,52894,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:15:00.498",1,1,leP9CoQB7xRA9XP5lIB2,packetbeat-2022.10.24,-,webserver,webserver,232B,192.168.106.130,192.168.106.130,4,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:14:37.272","Oct 25, 2022 @ 01:14:27.581",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qajOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qajOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),552B,9,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,52904,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:15:00.498",1,1,luP9CoQB7xRA9XP5lIB2,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:14:47.471","Oct 25, 2022 @ 01:14:37.271",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qbDOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qbDOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,52912,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:15:00.498",1,1,l-P9CoQB7xRA9XP5lIB2,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:14:57.681","Oct 25, 2022 @ 01:14:47.471",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qbjOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qbjOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,52920,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:15:00.498",1,1,h-P9CoQB7xRA9XP5lIB1,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:14:07.651","Oct 25, 2022 @ 01:13:57.451","connection, end","connection, end",TRUE,EAT/////AP//////CP8AAAGsEQAEwKh3qYzOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qYzOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,52876,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:14:50.498",1,1,qOP9CoQB7xRA9XP5bX9h,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:14:27.581","Oct 25, 2022 @ 01:14:17.351",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qZ7OQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qZ7OQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,52894,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:14:50.498",1,1,quP9CoQB7xRA9XP5bX9h,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:14:47.471","Oct 25, 2022 @ 01:14:37.271",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qbDOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qbDOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,52912,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:14:50.498",1,1,meP9CoQB7xRA9XP5bX9d,packetbeat-2022.10.24,-,webserver,webserver,120B,192.168.106.130,192.168.106.130,2,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:14:47.471","Oct 25, 2022 @ 01:14:47.471",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qbjOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qbjOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),384B,6,ipv4,ipv4,264B,172.17.0.4,172.17.0.4,4,52920,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:14:50.498",1,1,neP9CoQB7xRA9XP5bX9g,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:14:07.651","Oct 25, 2022 @ 01:13:57.451",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qYzOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qYzOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,52876,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:14:50.498",1,1,o-P9CoQB7xRA9XP5bX9g,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:14:17.351","Oct 25, 2022 @ 01:14:07.141",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qZTOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qZTOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,52884,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:14:50.498",1,1,nOP9CoQB7xRA9XP5bX9g,packetbeat-2022.10.24,-,webserver,webserver,232B,192.168.106.130,192.168.106.130,4,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:14:37.272","Oct 25, 2022 @ 01:14:27.581",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qajOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qajOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),552B,9,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,52904,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:14:40.498",1,1,wuP9CoQB7xRA9XP5Rn5O,packetbeat-2022.10.24,-,webserver,webserver,232B,192.168.106.130,192.168.106.130,4,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:14:37.272","Oct 25, 2022 @ 01:14:27.581",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qajOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qajOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),552B,9,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,52904,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:14:40.498",1,1,zOP9CoQB7xRA9XP5Rn5S,packetbeat-2022.10.24,-,webserver,webserver,120B,192.168.106.130,192.168.106.130,2,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:14:37.272","Oct 25, 2022 @ 01:14:37.271",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qbDOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qbDOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),384B,6,ipv4,ipv4,264B,172.17.0.4,172.17.0.4,4,52912,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:14:40.498",1,1,xeP9CoQB7xRA9XP5Rn5R,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:14:27.581","Oct 25, 2022 @ 01:14:17.351",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qZ7OQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qZ7OQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,52894,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:14:40.498",1,1,zuP9CoQB7xRA9XP5Rn5S,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:14:07.651","Oct 25, 2022 @ 01:13:57.451",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qYzOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qYzOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,52876,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:14:40.498",1,1,0OP9CoQB7xRA9XP5Rn5S,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:14:17.351","Oct 25, 2022 @ 01:14:07.141",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qZTOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qZTOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,52884,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:14:30.499",1,1,8uP9CoQB7xRA9XP5H30_,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:14:17.351","Oct 25, 2022 @ 01:14:07.141",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qZTOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qZTOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,52884,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:14:30.499",1,1,8OP9CoQB7xRA9XP5H30_,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:14:07.651","Oct 25, 2022 @ 01:13:57.451",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qYzOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qYzOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,52876,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:14:30.499",1,1,8-P9CoQB7xRA9XP5H30_,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:14:27.581","Oct 25, 2022 @ 01:14:27.581",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qajOQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qajOQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),440B,7,ipv4,ipv4,264B,172.17.0.4,172.17.0.4,4,52904,beats_input_raw_event,beats_input_raw_event,flow,flow
"Oct 25, 2022 @ 01:14:30.499",1,1,_eP9CoQB7xRA9XP5H30_,packetbeat-2022.10.24,-,webserver,webserver,176B,192.168.106.130,192.168.106.130,3,8001,network_flow,network_flow,flow,flow,"Oct 25, 2022 @ 01:14:27.581","Oct 25, 2022 @ 01:14:17.351",connection,connection,FALSE,EAT/////AP//////CP8AAAGsEQAEwKh3qZ7OQR8,EAT/////AP//////CP8AAAGsEQAEwKh3qZ7OQR8,"02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,Debian GNU/Linux,11 (bullseye),11 (bullseye),496B,8,ipv4,ipv4,320B,172.17.0.4,172.17.0.4,5,52894,beats_input_raw_event,beats_input_raw_event,flow,flow
