@timestamp,agent.hostname,auditd.log.AUID,auditd.log.EGID,auditd.log.EUID,auditd.log.FSGID,auditd.log.FSUID,auditd.log.GID,auditd.log.OGID,auditd.log.SGID,auditd.log.SUID,auditd.log.SYSCALL,auditd.log.UID,auditd.log.a0,auditd.log.a1,auditd.log.a2,auditd.log.a3,auditd.log.arch,auditd.log.cap_fe,auditd.log.cap_fi,auditd.log.cap_fp,auditd.log.cap_frootid,auditd.log.cap_fver,auditd.log.dev,auditd.log.epoch,auditd.log.inode,auditd.log.item,auditd.log.items,auditd.log.key,auditd.log.kv,auditd.log.laddr,auditd.log.lport,auditd.log.mode,auditd.log.name,auditd.log.nametype,auditd.log.proctitle,auditd.log.rdev,auditd.log.record_type,auditd.log.saddr,auditd.log.saddr_fam,auditd.log.sequence,auditd.log.ses,auditd.log.subj_apparmor,auditd.log.success,auditd.log.syscall,auditd.log.tty,error.message,event.action,event.category,event.ingested,event.module,event.original,event.type,fileset.name,host.hostname,host.id,host.ip,host.mac,host.os.codename,host.os.family,host.os.kernel,host.os.name,host.os.type,host.os.version,message,network.direction,process.executable,process.executable.text,process.exit_code,process.name,process.name.text,process.parent.pid,process.pid,service.type,user.audit.id,user.effective.group.id,user.effective.id,user.filesystem.group.id,user.filesystem.id,user.group.id,user.id,user.owner.group.id,user.owner.id,user.saved.group.id,user.saved.id
"Oct 24, 2022 @ 23:26:57.661",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"287,099",-,docker-default,-,-,-,-,unknown[1420],-,"Oct 24, 2022 @ 23:26:58.761",auditd,type=UNKNOWN[1420] msg=audit(1666625217.661:287099): subj_apparmor=docker-default,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:26:57.661",dvwa_web,unset,www-data,www-data,www-data,www-data,www-data,-,www-data,www-data,socket,www-data,2,80802,0,1,x86_64,-,-,-,-,-,-,-,-,-,0,"T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,"287,100",4294967295,-,yes,41,(none),-,syscall,process,"Oct 24, 2022 @ 23:26:58.761",auditd,"type=SYSCALL msg=audit(1666625217.661:287100): arch=c000003e syscall=41 success=yes exit=11 a0=2 a1=80802 a2=0 a3=1 items=0 ppid=238862 pid=255812 auid=4294967295 uid=33 gid=33 euid=33 suid=33 fsuid=33 egid=33 sgid=33 fsgid=33 tty=(none) ses=4294967295 comm=""apache2"" exe=""/usr/sbin/apache2"" subj=? key=""T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64 SYSCALL=socket AUID=""unset"" UID=""www-data"" GID=""www-data"" EUID=""www-data"" SUID=""www-data"" FSUID=""www-data"" EGID=""www-data"" SGID=""www-data"" FSGID=""www-data""",info,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,/usr/sbin/apache2,/usr/sbin/apache2,11,apache2,apache2,"238,862","255,812",auditd,4294967295,33,33,33,33,33,33,-,-,33,33
"Oct 24, 2022 @ 23:26:57.661",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,apache2^@-DFOREGROUND,-,-,-,-,"287,100",-,-,-,-,-,-,proctitle,-,"Oct 24, 2022 @ 23:26:58.762",auditd,type=PROCTITLE msg=audit(1666625217.661:287100): proctitle=61706163686532002D44464F524547524F554E44,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:26:57.661",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"287,100",-,unconfined,-,-,-,-,unknown[1420],-,"Oct 24, 2022 @ 23:26:58.762",auditd,type=UNKNOWN[1420] msg=audit(1666625217.661:287100): subj_apparmor=unconfined,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:26:57.661",dvwa_web,unset,www-data,www-data,www-data,www-data,www-data,-,www-data,www-data,connect,www-data,b,7f72c2aefc54,10,7ffc616caca4,x86_64,-,-,-,-,-,-,-,-,-,0,"network_connect_4""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,"287,101",4294967295,-,yes,42,(none),-,syscall,process,"Oct 24, 2022 @ 23:26:58.762",auditd,"type=SYSCALL msg=audit(1666625217.661:287101): arch=c000003e syscall=42 success=yes exit=0 a0=b a1=7f72c2aefc54 a2=10 a3=7ffc616caca4 items=0 ppid=238862 pid=255812 auid=4294967295 uid=33 gid=33 euid=33 suid=33 fsuid=33 egid=33 sgid=33 fsgid=33 tty=(none) ses=4294967295 comm=""apache2"" exe=""/usr/sbin/apache2"" subj=? key=""network_connect_4""ARCH=x86_64 SYSCALL=connect AUID=""unset"" UID=""www-data"" GID=""www-data"" EUID=""www-data"" SUID=""www-data"" FSUID=""www-data"" EGID=""www-data"" SGID=""www-data"" FSGID=""www-data""",info,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,egress,/usr/sbin/apache2,/usr/sbin/apache2,0,apache2,apache2,"238,862","255,812",auditd,4294967295,33,33,33,33,33,33,-,-,33,33
"Oct 24, 2022 @ 23:26:57.661",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,apache2^@-DFOREGROUND,-,-,-,-,"287,101",-,-,-,-,-,-,proctitle,-,"Oct 24, 2022 @ 23:26:58.762",auditd,type=PROCTITLE msg=audit(1666625217.661:287101): proctitle=61706163686532002D44464F524547524F554E44,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:26:57.661",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"287,101",-,unconfined,-,-,-,-,unknown[1420],-,"Oct 24, 2022 @ 23:26:58.763",auditd,type=UNKNOWN[1420] msg=audit(1666625217.661:287101): subj_apparmor=unconfined,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:26:57.661",dvwa_web,unset,www-data,www-data,www-data,www-data,www-data,-,www-data,www-data,socket,www-data,2,1,0,7ffc616cce60,x86_64,-,-,-,-,-,-,-,-,-,0,"T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,"287,102",4294967295,-,yes,41,(none),-,syscall,process,"Oct 24, 2022 @ 23:26:58.763",auditd,"type=SYSCALL msg=audit(1666625217.661:287102): arch=c000003e syscall=41 success=yes exit=11 a0=2 a1=1 a2=0 a3=7ffc616cce60 items=0 ppid=238862 pid=255812 auid=4294967295 uid=33 gid=33 euid=33 suid=33 fsuid=33 egid=33 sgid=33 fsgid=33 tty=(none) ses=4294967295 comm=""apache2"" exe=""/usr/sbin/apache2"" subj=? key=""T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64 SYSCALL=socket AUID=""unset"" UID=""www-data"" GID=""www-data"" EUID=""www-data"" SUID=""www-data"" FSUID=""www-data"" EGID=""www-data"" SGID=""www-data"" FSGID=""www-data""",info,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,/usr/sbin/apache2,/usr/sbin/apache2,11,apache2,apache2,"238,862","255,812",auditd,4294967295,33,33,33,33,33,33,-,-,33,33
"Oct 24, 2022 @ 23:26:57.661",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,apache2^@-DFOREGROUND,-,-,-,-,"287,102",-,-,-,-,-,-,proctitle,-,"Oct 24, 2022 @ 23:26:58.763",auditd,type=PROCTITLE msg=audit(1666625217.661:287102): proctitle=61706163686532002D44464F524547524F554E44,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:26:57.661",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"287,102",-,unconfined,-,-,-,-,unknown[1420],-,"Oct 24, 2022 @ 23:26:58.763",auditd,type=UNKNOWN[1420] msg=audit(1666625217.661:287102): subj_apparmor=unconfined,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:26:57.661",dvwa_web,unset,www-data,www-data,www-data,www-data,www-data,-,www-data,www-data,socket,www-data,2,80802,0,1,x86_64,-,-,-,-,-,-,-,-,-,0,"T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,"287,103",4294967295,-,yes,41,(none),-,syscall,process,"Oct 24, 2022 @ 23:26:58.763",auditd,"type=SYSCALL msg=audit(1666625217.661:287103): arch=c000003e syscall=41 success=yes exit=12 a0=2 a1=80802 a2=0 a3=1 items=0 ppid=238862 pid=255812 auid=4294967295 uid=33 gid=33 euid=33 suid=33 fsuid=33 egid=33 sgid=33 fsgid=33 tty=(none) ses=4294967295 comm=""apache2"" exe=""/usr/sbin/apache2"" subj=? key=""T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64 SYSCALL=socket AUID=""unset"" UID=""www-data"" GID=""www-data"" EUID=""www-data"" SUID=""www-data"" FSUID=""www-data"" EGID=""www-data"" SGID=""www-data"" FSGID=""www-data""",info,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,/usr/sbin/apache2,/usr/sbin/apache2,12,apache2,apache2,"238,862","255,812",auditd,4294967295,33,33,33,33,33,33,-,-,33,33
"Oct 24, 2022 @ 23:26:57.661",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,apache2^@-DFOREGROUND,-,-,-,-,"287,103",-,-,-,-,-,-,proctitle,-,"Oct 24, 2022 @ 23:26:58.764",auditd,type=PROCTITLE msg=audit(1666625217.661:287103): proctitle=61706163686532002D44464F524547524F554E44,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:26:57.661",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"287,103",-,unconfined,-,-,-,-,unknown[1420],-,"Oct 24, 2022 @ 23:26:58.764",auditd,type=UNKNOWN[1420] msg=audit(1666625217.661:287103): subj_apparmor=unconfined,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:26:57.661",dvwa_web,unset,www-data,www-data,www-data,www-data,www-data,-,www-data,www-data,connect,www-data,c,7f72c2aefc54,10,7ffc616ca9e4,x86_64,-,-,-,-,-,-,-,-,-,0,"network_connect_4""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,"287,104",4294967295,-,yes,42,(none),-,syscall,process,"Oct 24, 2022 @ 23:26:58.764",auditd,"type=SYSCALL msg=audit(1666625217.661:287104): arch=c000003e syscall=42 success=yes exit=0 a0=c a1=7f72c2aefc54 a2=10 a3=7ffc616ca9e4 items=0 ppid=238862 pid=255812 auid=4294967295 uid=33 gid=33 euid=33 suid=33 fsuid=33 egid=33 sgid=33 fsgid=33 tty=(none) ses=4294967295 comm=""apache2"" exe=""/usr/sbin/apache2"" subj=? key=""network_connect_4""ARCH=x86_64 SYSCALL=connect AUID=""unset"" UID=""www-data"" GID=""www-data"" EUID=""www-data"" SUID=""www-data"" FSUID=""www-data"" EGID=""www-data"" SGID=""www-data"" FSGID=""www-data""",info,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,egress,/usr/sbin/apache2,/usr/sbin/apache2,0,apache2,apache2,"238,862","255,812",auditd,4294967295,33,33,33,33,33,33,-,-,33,33
"Oct 24, 2022 @ 23:26:57.661",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,apache2^@-DFOREGROUND,-,-,-,-,"287,104",-,-,-,-,-,-,proctitle,-,"Oct 24, 2022 @ 23:26:58.764",auditd,type=PROCTITLE msg=audit(1666625217.661:287104): proctitle=61706163686532002D44464F524547524F554E44,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:26:57.661",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"287,104",-,unconfined,-,-,-,-,unknown[1420],-,"Oct 24, 2022 @ 23:26:58.765",auditd,type=UNKNOWN[1420] msg=audit(1666625217.661:287104): subj_apparmor=unconfined,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:26:57.661",dvwa_web,unset,www-data,www-data,www-data,www-data,www-data,-,www-data,www-data,socket,www-data,2,1,0,7ffc616ccba0,x86_64,-,-,-,-,-,-,-,-,-,0,"T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,"287,105",4294967295,-,yes,41,(none),-,syscall,process,"Oct 24, 2022 @ 23:26:58.771",auditd,"type=SYSCALL msg=audit(1666625217.661:287105): arch=c000003e syscall=41 success=yes exit=12 a0=2 a1=1 a2=0 a3=7ffc616ccba0 items=0 ppid=238862 pid=255812 auid=4294967295 uid=33 gid=33 euid=33 suid=33 fsuid=33 egid=33 sgid=33 fsgid=33 tty=(none) ses=4294967295 comm=""apache2"" exe=""/usr/sbin/apache2"" subj=? key=""T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64 SYSCALL=socket AUID=""unset"" UID=""www-data"" GID=""www-data"" EUID=""www-data"" SUID=""www-data"" FSUID=""www-data"" EGID=""www-data"" SGID=""www-data"" FSGID=""www-data""",info,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,/usr/sbin/apache2,/usr/sbin/apache2,12,apache2,apache2,"238,862","255,812",auditd,4294967295,33,33,33,33,33,33,-,-,33,33
"Oct 24, 2022 @ 23:26:57.661",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,apache2^@-DFOREGROUND,-,-,-,-,"287,105",-,-,-,-,-,-,proctitle,-,"Oct 24, 2022 @ 23:26:58.771",auditd,type=PROCTITLE msg=audit(1666625217.661:287105): proctitle=61706163686532002D44464F524547524F554E44,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:26:57.661",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"287,105",-,unconfined,-,-,-,-,unknown[1420],-,"Oct 24, 2022 @ 23:26:58.771",auditd,type=UNKNOWN[1420] msg=audit(1666625217.661:287105): subj_apparmor=unconfined,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:26:57.657",dvwa_web,unset,root,root,root,root,root,-,root,root,connect,root,3,7fffc48e7080,10,4,x86_64,-,-,-,-,-,-,-,-,-,0,"network_connect_4""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,"287,089",4294967295,-,yes,42,(none),-,syscall,process,"Oct 24, 2022 @ 23:26:58.743",auditd,"type=SYSCALL msg=audit(1666625217.657:287089): arch=c000003e syscall=42 success=yes exit=0 a0=3 a1=7fffc48e7080 a2=10 a3=4 items=0 ppid=179940 pid=179990 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""python3"" exe=""/usr/bin/python3.8"" subj=? key=""network_connect_4""ARCH=x86_64 SYSCALL=connect AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",info,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,egress,/usr/bin/python3.8,/usr/bin/python3.8,0,python3,python3,"179,940","179,990",auditd,4294967295,0,0,0,0,0,0,-,-,0,0
"Oct 24, 2022 @ 23:26:57.657",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,runc^@init,-,-,-,-,"287,089",-,-,-,-,-,-,proctitle,-,"Oct 24, 2022 @ 23:26:58.743",auditd,type=PROCTITLE msg=audit(1666625217.657:287089): proctitle=72756E6300696E6974,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:26:57.657",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"287,089",-,docker-default,-,-,-,-,unknown[1420],-,"Oct 24, 2022 @ 23:26:58.743",auditd,type=UNKNOWN[1420] msg=audit(1666625217.657:287089): subj_apparmor=docker-default,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:26:57.657",dvwa_web,unset,www-data,www-data,www-data,www-data,www-data,-,www-data,www-data,socket,www-data,2,80802,0,1,x86_64,-,-,-,-,-,-,-,-,-,0,"T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,"287,090",4294967295,-,yes,41,(none),-,syscall,process,"Oct 24, 2022 @ 23:26:58.743",auditd,"type=SYSCALL msg=audit(1666625217.657:287090): arch=c000003e syscall=41 success=yes exit=11 a0=2 a1=80802 a2=0 a3=1 items=0 ppid=238862 pid=255849 auid=4294967295 uid=33 gid=33 euid=33 suid=33 fsuid=33 egid=33 sgid=33 fsgid=33 tty=(none) ses=4294967295 comm=""apache2"" exe=""/usr/sbin/apache2"" subj=? key=""T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64 SYSCALL=socket AUID=""unset"" UID=""www-data"" GID=""www-data"" EUID=""www-data"" SUID=""www-data"" FSUID=""www-data"" EGID=""www-data"" SGID=""www-data"" FSGID=""www-data""",info,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,/usr/sbin/apache2,/usr/sbin/apache2,11,apache2,apache2,"238,862","255,849",auditd,4294967295,33,33,33,33,33,33,-,-,33,33
"Oct 24, 2022 @ 23:26:57.657",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,apache2^@-DFOREGROUND,-,-,-,-,"287,090",-,-,-,-,-,-,proctitle,-,"Oct 24, 2022 @ 23:26:58.755",auditd,type=PROCTITLE msg=audit(1666625217.657:287090): proctitle=61706163686532002D44464F524547524F554E44,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:26:57.657",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"287,090",-,unconfined,-,-,-,-,unknown[1420],-,"Oct 24, 2022 @ 23:26:58.755",auditd,type=UNKNOWN[1420] msg=audit(1666625217.657:287090): subj_apparmor=unconfined,-,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,-,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-
"Oct 24, 2022 @ 23:26:57.657",dvwa_web,unset,www-data,www-data,www-data,www-data,www-data,-,www-data,www-data,connect,www-data,b,7f72c2aefc54,10,7ffc616cacc4,x86_64,-,-,-,-,-,-,-,-,-,0,"network_connect_4""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,"287,091",4294967295,-,yes,42,(none),-,syscall,process,"Oct 24, 2022 @ 23:26:58.755",auditd,"type=SYSCALL msg=audit(1666625217.657:287091): arch=c000003e syscall=42 success=yes exit=0 a0=b a1=7f72c2aefc54 a2=10 a3=7ffc616cacc4 items=0 ppid=238862 pid=255849 auid=4294967295 uid=33 gid=33 euid=33 suid=33 fsuid=33 egid=33 sgid=33 fsgid=33 tty=(none) ses=4294967295 comm=""apache2"" exe=""/usr/sbin/apache2"" subj=? key=""network_connect_4""ARCH=x86_64 SYSCALL=connect AUID=""unset"" UID=""www-data"" GID=""www-data"" EUID=""www-data"" SUID=""www-data"" FSUID=""www-data"" EGID=""www-data"" SGID=""www-data"" FSGID=""www-data""",info,log,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),-,egress,/usr/sbin/apache2,/usr/sbin/apache2,0,apache2,apache2,"238,862","255,849",auditd,4294967295,33,33,33,33,33,33,-,-,33,33
