"@timestamp","bytes_in","bytes_out","destination.ip","destination.port","destination.mac","host.name","source.ip","source.mac","source.port","network.transport","network.type","network.packets"
"Oct 23, 2022 @ 07:19:40.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:19:30.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:19:30.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:19:20.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:19:20.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:19:10.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:19:10.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:19:00.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:19:00.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:18:50.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:18:50.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:18:40.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:18:40.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:18:30.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:18:30.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:18:20.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:18:20.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:18:10.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:18:10.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:18:00.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:18:00.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:17:50.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:17:50.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:17:40.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:17:40.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:17:30.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:17:30.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:17:20.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:17:20.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:17:10.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:17:10.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:17:00.003",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:17:00.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:16:50.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:16:50.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:16:40.003",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:16:40.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:16:30.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:16:30.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:16:20.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:16:20.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:16:10.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:16:10.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:16:00.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:16:00.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:15:50.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:15:50.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:15:40.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:15:40.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:15:30.004",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:15:30.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:15:20.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:15:20.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:15:10.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:15:10.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:15:00.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:15:00.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:14:50.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:14:50.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:14:40.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:14:40.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:14:30.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:14:30.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:14:20.003",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:14:20.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:14:10.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:14:10.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:14:00.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:14:00.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:13:50.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:13:50.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:13:40.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:13:40.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:13:00.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:13:00.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:12:50.003",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:12:50.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:12:40.003",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:12:40.003",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:12:30.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:12:30.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:12:00.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:12:00.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:11:50.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:11:50.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:11:40.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:11:40.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:11:30.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:11:30.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:11:00.003",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:11:00.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:10:50.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:10:50.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:10:40.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:10:40.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:10:30.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:10:30.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:10:00.003",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:10:00.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:09:50.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:09:50.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:09:40.003",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:09:40.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:09:30.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:09:30.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:09:00.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:09:00.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:08:50.004",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:08:50.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:08:40.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:08:40.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:08:30.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:08:30.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:08:00.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:08:00.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:07:50.003",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:07:50.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:07:40.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:07:40.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:07:30.003",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:07:30.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:07:00.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:07:00.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:06:50.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:06:50.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:06:40.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:06:40.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:06:30.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:06:30.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:06:00.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:06:00.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:05:50.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:05:50.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:05:40.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:05:40.001",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:05:30.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:05:30.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:05:20.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:05:20.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:05:00.003",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:05:00.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:04:50.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:04:50.000",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",tomcat,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
"Oct 23, 2022 @ 07:04:40.002",66B,66B,"172.20.0.4",8080,"02:42:ac:14:00:04",UbuntuIns,"172.20.0.6","02:42:ac:14:00:06",53014,tcp,ipv4,2
