@timestamp,@version,@version.keyword,_id,_index,_score,agent.ephemeral_id,agent.ephemeral_id.keyword,agent.id,agent.id.keyword,agent.name,agent.name.keyword,agent.type,agent.type.keyword,agent.version,agent.version.keyword,dissect.commandslog.command,dissect.commandslog.command.keyword,dissect.commandslog.date,dissect.commandslog.date.keyword,dissect.commandslog.host-name,dissect.commandslog.host-name.keyword,dissect.commandslog.month,dissect.commandslog.month.keyword,dissect.commandslog.responsecode,dissect.commandslog.responsecode.keyword,dissect.commandslog.time,dissect.commandslog.time.keyword,dissect.commandslog.user,dissect.commandslog.user-hostaddress,dissect.commandslog.user-hostaddress.keyword,dissect.commandslog.user.keyword,dissect.commandslog.userid,dissect.commandslog.userid.keyword,ecs.version,ecs.version.keyword,event.original,event.original.keyword,host.architecture,host.architecture.keyword,host.containerized,host.hostname,host.hostname.keyword,host.id,host.id.keyword,host.ip,host.ip.keyword,host.mac,host.mac.keyword,host.name,host.name.keyword,host.os.codename,host.os.codename.keyword,host.os.family,host.os.family.keyword,host.os.kernel,host.os.kernel.keyword,host.os.name,host.os.name.keyword,host.os.platform,host.os.platform.keyword,host.os.type,host.os.type.keyword,host.os.version,host.os.version.keyword,input.type,input.type.keyword,log.file.path,log.file.path.keyword,log.offset,message,message.keyword,tags,tags.keyword
"Oct 23, 2022 @ 16:47:35.781",1,1,wSUGBIQBxObRs4FIq22_,filebeat-2022.10.23,-,d193bd1a-6ca1-4793-afa4-5b832339e720,d193bd1a-6ca1-4793-afa4-5b832339e720,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,apt,apt,23,23,webserver,webserver,Oct,Oct,install net-tools [100],install net-tools [100],08:47:27,08:47:27,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[423]:,[423]:,8.0.0,8.0.0,Oct 23 08:47:27 webserver wpuser: wpuser@172.17.0.1 [423]: apt install net-tools [100],Oct 23 08:47:27 webserver wpuser: wpuser@172.17.0.1 [423]: apt install net-tools [100],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"2,450",Oct 23 08:47:27 webserver wpuser: wpuser@172.17.0.1 [423]: apt install net-tools [100],Oct 23 08:47:27 webserver wpuser: wpuser@172.17.0.1 [423]: apt install net-tools [100],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 16:47:20.778",1,1,eyUGBIQBxObRs4FIbWxO,filebeat-2022.10.23,-,d193bd1a-6ca1-4793-afa4-5b832339e720,d193bd1a-6ca1-4793-afa4-5b832339e720,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,ipconfig,ipconfig,23,23,webserver,webserver,Oct,Oct,[127],[127],08:47:20,08:47:20,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[423]:,[423]:,8.0.0,8.0.0,Oct 23 08:47:20 webserver wpuser: wpuser@172.17.0.1 [423]: ipconfig [127],Oct 23 08:47:20 webserver wpuser: wpuser@172.17.0.1 [423]: ipconfig [127],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"2,376",Oct 23 08:47:20 webserver wpuser: wpuser@172.17.0.1 [423]: ipconfig [127],Oct 23 08:47:20 webserver wpuser: wpuser@172.17.0.1 [423]: ipconfig [127],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 16:47:17.777",1,1,3iUGBIQBxObRs4FIZWtr,filebeat-2022.10.23,-,d193bd1a-6ca1-4793-afa4-5b832339e720,d193bd1a-6ca1-4793-afa4-5b832339e720,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,ifconfig,ifconfig,23,23,webserver,webserver,Oct,Oct,[127],[127],08:47:17,08:47:17,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[423]:,[423]:,8.0.0,8.0.0,Oct 23 08:47:17 webserver wpuser: wpuser@172.17.0.1 [423]: ifconfig [127],Oct 23 08:47:17 webserver wpuser: wpuser@172.17.0.1 [423]: ifconfig [127],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"2,302",Oct 23 08:47:17 webserver wpuser: wpuser@172.17.0.1 [423]: ifconfig [127],Oct 23 08:47:17 webserver wpuser: wpuser@172.17.0.1 [423]: ifconfig [127],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 16:47:10.774",1,1,bSUGBIQBxObRs4FISmsK,filebeat-2022.10.23,-,d193bd1a-6ca1-4793-afa4-5b832339e720,d193bd1a-6ca1-4793-afa4-5b832339e720,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,ifconfig,ifconfig,23,23,webserver,webserver,Oct,Oct,[127],[127],08:47:09,08:47:09,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[423]:,[423]:,8.0.0,8.0.0,Oct 23 08:47:09 webserver wpuser: wpuser@172.17.0.1 [423]: ifconfig [127],Oct 23 08:47:09 webserver wpuser: wpuser@172.17.0.1 [423]: ifconfig [127],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"2,228",Oct 23 08:47:09 webserver wpuser: wpuser@172.17.0.1 [423]: ifconfig [127],Oct 23 08:47:09 webserver wpuser: wpuser@172.17.0.1 [423]: ifconfig [127],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 16:46:45.772",1,1,wCUFBIQBxObRs4FI6Ghm,filebeat-2022.10.23,-,d193bd1a-6ca1-4793-afa4-5b832339e720,d193bd1a-6ca1-4793-afa4-5b832339e720,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,python3,python3,23,23,webserver,webserver,Oct,Oct,network_scan.py -m p -n 10.0.0.0 -f [0],network_scan.py -m p -n 10.0.0.0 -f [0],08:46:39,08:46:39,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[423]:,[423]:,8.0.0,8.0.0,Oct 23 08:46:39 webserver wpuser: wpuser@172.17.0.1 [423]: python3 network_scan.py -m p -n 10.0.0.0 -f [0],Oct 23 08:46:39 webserver wpuser: wpuser@172.17.0.1 [423]: python3 network_scan.py -m p -n 10.0.0.0 -f [0],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"2,121",Oct 23 08:46:39 webserver wpuser: wpuser@172.17.0.1 [423]: python3 network_scan.py -m p -n 10.0.0.0 -f [0],Oct 23 08:46:39 webserver wpuser: wpuser@172.17.0.1 [423]: python3 network_scan.py -m p -n 10.0.0.0 -f [0],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 16:46:10.768",1,1,mSUFBIQBxObRs4FIW2Pd,filebeat-2022.10.23,-,d193bd1a-6ca1-4793-afa4-5b832339e720,d193bd1a-6ca1-4793-afa4-5b832339e720,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,cd,cd,23,23,webserver,webserver,Oct,Oct,/tmp [0],/tmp [0],08:46:07,08:46:07,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[423]:,[423]:,8.0.0,8.0.0,Oct 23 08:46:07 webserver wpuser: wpuser@172.17.0.1 [423]: cd /tmp [0],Oct 23 08:46:07 webserver wpuser: wpuser@172.17.0.1 [423]: cd /tmp [0],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"1,984",Oct 23 08:46:07 webserver wpuser: wpuser@172.17.0.1 [423]: cd /tmp [0],Oct 23 08:46:07 webserver wpuser: wpuser@172.17.0.1 [423]: cd /tmp [0],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 16:46:10.768",1,1,myUFBIQBxObRs4FIW2Pd,filebeat-2022.10.23,-,d193bd1a-6ca1-4793-afa4-5b832339e720,d193bd1a-6ca1-4793-afa4-5b832339e720,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,ls,ls,23,23,webserver,webserver,Oct,Oct,[0],[0],08:46:07,08:46:07,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[423]:,[423]:,8.0.0,8.0.0,Oct 23 08:46:07 webserver wpuser: wpuser@172.17.0.1 [423]: ls [0],Oct 23 08:46:07 webserver wpuser: wpuser@172.17.0.1 [423]: ls [0],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"2,055",Oct 23 08:46:07 webserver wpuser: wpuser@172.17.0.1 [423]: ls [0],Oct 23 08:46:07 webserver wpuser: wpuser@172.17.0.1 [423]: ls [0],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 16:46:10.768",1,1,nSUFBIQBxObRs4FIW2Pd,filebeat-2022.10.23,-,d193bd1a-6ca1-4793-afa4-5b832339e720,d193bd1a-6ca1-4793-afa4-5b832339e720,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,exit,exit,23,23,webserver,webserver,Oct,Oct,[0],[0],08:46:02,08:46:02,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[423]:,[423]:,8.0.0,8.0.0,Oct 23 08:46:02 webserver wpuser: wpuser@172.17.0.1 [423]: exit [0],Oct 23 08:46:02 webserver wpuser: wpuser@172.17.0.1 [423]: exit [0],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"1,916",Oct 23 08:46:02 webserver wpuser: wpuser@172.17.0.1 [423]: exit [0],Oct 23 08:46:02 webserver wpuser: wpuser@172.17.0.1 [423]: exit [0],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 16:45:35.765",1,1,WSUEBIQBxObRs4FI018c,filebeat-2022.10.23,-,d193bd1a-6ca1-4793-afa4-5b832339e720,d193bd1a-6ca1-4793-afa4-5b832339e720,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,scp,scp,23,23,webserver,webserver,Oct,Oct,C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [130],C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [130],08:45:30,08:45:30,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[362]:,[362]:,8.0.0,8.0.0,Oct 23 08:45:30 webserver wpuser: wpuser@172.17.0.1 [362]: scp C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [130],Oct 23 08:45:30 webserver wpuser: wpuser@172.17.0.1 [362]: scp C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [130],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"1,734",Oct 23 08:45:30 webserver wpuser: wpuser@172.17.0.1 [362]: scp C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [130],Oct 23 08:45:30 webserver wpuser: wpuser@172.17.0.1 [362]: scp C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [130],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 16:45:35.765",1,1,WiUEBIQBxObRs4FI018c,filebeat-2022.10.23,-,d193bd1a-6ca1-4793-afa4-5b832339e720,d193bd1a-6ca1-4793-afa4-5b832339e720,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,scp,scp,23,23,webserver,webserver,Oct,Oct,C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [130],C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [130],08:45:29,08:45:29,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[362]:,[362]:,8.0.0,8.0.0,Oct 23 08:45:29 webserver wpuser: wpuser@172.17.0.1 [362]: scp C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [130],Oct 23 08:45:29 webserver wpuser: wpuser@172.17.0.1 [362]: scp C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [130],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"1,552",Oct 23 08:45:29 webserver wpuser: wpuser@172.17.0.1 [362]: scp C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [130],Oct 23 08:45:29 webserver wpuser: wpuser@172.17.0.1 [362]: scp C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [130],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 16:45:20.763",1,1,uiUEBIQBxObRs4FInFxO,filebeat-2022.10.23,-,d193bd1a-6ca1-4793-afa4-5b832339e720,d193bd1a-6ca1-4793-afa4-5b832339e720,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,scp,scp,23,23,webserver,webserver,Oct,Oct,C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [1],C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [1],08:45:16,08:45:16,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[362]:,[362]:,8.0.0,8.0.0,Oct 23 08:45:16 webserver wpuser: wpuser@172.17.0.1 [362]: scp C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [1],Oct 23 08:45:16 webserver wpuser: wpuser@172.17.0.1 [362]: scp C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [1],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"1,372",Oct 23 08:45:16 webserver wpuser: wpuser@172.17.0.1 [362]: scp C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [1],Oct 23 08:45:16 webserver wpuser: wpuser@172.17.0.1 [362]: scp C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [1],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 16:45:20.763",1,1,uSUEBIQBxObRs4FInFxO,filebeat-2022.10.23,-,d193bd1a-6ca1-4793-afa4-5b832339e720,d193bd1a-6ca1-4793-afa4-5b832339e720,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,scp,scp,23,23,webserver,webserver,Oct,Oct,C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [1],C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [1],08:45:16,08:45:16,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[362]:,[362]:,8.0.0,8.0.0,Oct 23 08:45:16 webserver wpuser: wpuser@172.17.0.1 [362]: scp C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [1],Oct 23 08:45:16 webserver wpuser: wpuser@172.17.0.1 [362]: scp C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [1],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"1,192",Oct 23 08:45:16 webserver wpuser: wpuser@172.17.0.1 [362]: scp C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [1],Oct 23 08:45:16 webserver wpuser: wpuser@172.17.0.1 [362]: scp C:\Users\PC\Documents\GitHub\ict3204-security_analytics\python_script\network_scan.py wpuser@192.168.1.225:/tmp/ [1],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 16:44:45.760",1,1,9iUEBIQBxObRs4FID1jC,filebeat-2022.10.23,-,d193bd1a-6ca1-4793-afa4-5b832339e720,d193bd1a-6ca1-4793-afa4-5b832339e720,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,scp,scp,23,23,webserver,webserver,Oct,Oct,network_scan.py wpuser@192.168.1.225:/tmp/ [1],network_scan.py wpuser@192.168.1.225:/tmp/ [1],08:44:43,08:44:43,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[362]:,[362]:,8.0.0,8.0.0,Oct 23 08:44:43 webserver wpuser: wpuser@172.17.0.1 [362]: scp network_scan.py wpuser@192.168.1.225:/tmp/ [1],Oct 23 08:44:43 webserver wpuser: wpuser@172.17.0.1 [362]: scp network_scan.py wpuser@192.168.1.225:/tmp/ [1],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"1,082",Oct 23 08:44:43 webserver wpuser: wpuser@172.17.0.1 [362]: scp network_scan.py wpuser@192.168.1.225:/tmp/ [1],Oct 23 08:44:43 webserver wpuser: wpuser@172.17.0.1 [362]: scp network_scan.py wpuser@192.168.1.225:/tmp/ [1],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 16:44:38.757",1,1,TSUDBIQBxObRs4FI9Fhn,filebeat-2022.10.23,-,d193bd1a-6ca1-4793-afa4-5b832339e720,d193bd1a-6ca1-4793-afa4-5b832339e720,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,sudo,sudo,23,23,webserver,webserver,Oct,Oct, [0], [0],08:44:33,08:44:33,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[362]:,[362]:,8.0.0,8.0.0,Oct 23 08:44:33 webserver wpuser: wpuser@172.17.0.1 [362]: sudo  [0],Oct 23 08:44:33 webserver wpuser: wpuser@172.17.0.1 [362]: sudo  [0],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.2, 10.0.0.20","172.17.0.2, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:02","02:42:0a:00:00:14, 02:42:ac:11:00:02",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"1,013",Oct 23 08:44:33 webserver wpuser: wpuser@172.17.0.1 [362]: sudo  [0],Oct 23 08:44:33 webserver wpuser: wpuser@172.17.0.1 [362]: sudo  [0],beats_input_codec_plain_applied,beats_input_codec_plain_applied
