,@timestamp,agent.name,client.bytes,client.ip,destination.bytes,destination.ip,event.dataset,event.end,event.start,event.type,host.mac,host.os.name,host.os.version,icmp.request.code,icmp.request.message,icmp.request.type,icmp.response.code,icmp.response.message,icmp.response.type,network.bytes,network.type,source.bytes,source.ip,status,type
0,"Oct 24, 2022 @ 13:25:37.156",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.156",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
1,"Oct 24, 2022 @ 13:25:37.156",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.156",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
2,"Oct 24, 2022 @ 13:25:37.156",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.156",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
3,"Oct 24, 2022 @ 13:25:37.156",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.156",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
4,"Oct 24, 2022 @ 13:25:37.156",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.156",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
5,"Oct 24, 2022 @ 13:25:37.156",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.156",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
6,"Oct 24, 2022 @ 13:25:37.156",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.156",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
7,"Oct 24, 2022 @ 13:25:37.156",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.156",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
8,"Oct 24, 2022 @ 13:25:37.156",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.156",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
9,"Oct 24, 2022 @ 13:25:37.156",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.156",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
10,"Oct 24, 2022 @ 13:25:37.156",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.156",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
11,"Oct 24, 2022 @ 13:25:37.156",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.156",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
12,"Oct 24, 2022 @ 13:25:37.156",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.156",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
13,"Oct 24, 2022 @ 13:25:37.156",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.156",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
14,"Oct 24, 2022 @ 13:25:37.156",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.156",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
15,"Oct 24, 2022 @ 13:25:37.156",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.156",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
16,"Oct 24, 2022 @ 13:25:37.156",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.156",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
17,"Oct 24, 2022 @ 13:25:37.156",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.156",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
18,"Oct 24, 2022 @ 13:25:37.156",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.156",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
19,"Oct 24, 2022 @ 13:25:37.156",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.156",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
20,"Oct 24, 2022 @ 13:25:37.156",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.156",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
21,"Oct 24, 2022 @ 13:25:37.156",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.156",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
22,"Oct 24, 2022 @ 13:25:37.156",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.156",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
23,"Oct 24, 2022 @ 13:25:37.156",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.156",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
24,"Oct 24, 2022 @ 13:25:37.156",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.156",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
25,"Oct 24, 2022 @ 13:25:37.146",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.146",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
26,"Oct 24, 2022 @ 13:25:37.146",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.146",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
27,"Oct 24, 2022 @ 13:25:37.146",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.146",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
28,"Oct 24, 2022 @ 13:25:37.146",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.146",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
29,"Oct 24, 2022 @ 13:25:37.146",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.146",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
30,"Oct 24, 2022 @ 13:25:37.146",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.146",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
31,"Oct 24, 2022 @ 13:25:37.146",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.146",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
32,"Oct 24, 2022 @ 13:25:37.146",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.146",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
33,"Oct 24, 2022 @ 13:25:37.146",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.146",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
34,"Oct 24, 2022 @ 13:25:37.076",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.076",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
35,"Oct 24, 2022 @ 13:25:37.076",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.076",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
36,"Oct 24, 2022 @ 13:25:37.076",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.076",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
37,"Oct 24, 2022 @ 13:25:37.076",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.076",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
38,"Oct 24, 2022 @ 13:25:37.076",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.076",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
39,"Oct 24, 2022 @ 13:25:37.076",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.076",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
40,"Oct 24, 2022 @ 13:25:37.076",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.076",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
41,"Oct 24, 2022 @ 13:25:37.076",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.076",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
42,"Oct 24, 2022 @ 13:25:37.076",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.076",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
43,"Oct 24, 2022 @ 13:25:37.076",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.076",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
44,"Oct 24, 2022 @ 13:25:37.076",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.076",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
45,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
46,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
47,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
48,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
49,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
50,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
51,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
52,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
53,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
54,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
55,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
56,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
57,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
58,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
59,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
60,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
61,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
62,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
63,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
64,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
65,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
66,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
67,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
68,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
69,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
70,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
71,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
72,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
73,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
74,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
75,"Oct 24, 2022 @ 13:25:37.066",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:37.066",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
76,"Oct 24, 2022 @ 13:25:36.996",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:36.996",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
77,"Oct 24, 2022 @ 13:25:36.996",webserver,84B,10.0.0.20,-,10.0.0.20,icmp,-,"Oct 24, 2022 @ 13:25:36.996",connection,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),1,DestinationUnreachable(Host),3,-,-,-,84B,ipv4,84B,10.0.0.20,Error,icmp
