"@timestamp","_id","_index","_score","agent.ephemeral_id","agent.hostname","agent.id","agent.name","agent.type","agent.version","ecs.version","error.message","event.dataset","event.ingested","event.module","event.original","event.timezone","fileset.name","host.architecture","host.containerized","host.hostname","host.id","host.ip","host.mac","host.name","host.os.codename","host.os.family","host.os.kernel","host.os.name","host.os.name.text","host.os.platform","host.os.type","host.os.version","input.type","log.file.path","log.offset","service.type"
"Oct 24, 2022 @ 23:30:08.983",WOCdCoQBDsc6tFfSkZLS,".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 24 23:30:07 dvwa_web sshd[256729]: Accepted password for user from 123.123.123.250 port 51718 ssh2]","system.auth","Oct 24, 2022 @ 23:30:09.480",system,"Oct 24 23:30:07 dvwa_web sshd[256729]: Accepted password for user from 123.123.123.250 port 51718 ssh2","+08:00",auth,"x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","4,830",system
"Oct 24, 2022 @ 23:30:08.983",WeCdCoQBDsc6tFfSkZLS,".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 24 23:30:07 dvwa_web sshd[256729]: pam_unix(sshd:session): session opened for user user(uid=1000) by (uid=0)]","system.auth","Oct 24, 2022 @ 23:30:09.480",system,"Oct 24 23:30:07 dvwa_web sshd[256729]: pam_unix(sshd:session): session opened for user user(uid=1000) by (uid=0)","+08:00",auth,"x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","4,933",system
"Oct 24, 2022 @ 23:30:08.983","R-CdCoQBDsc6tFfSp5RL",".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 24 23:30:07 dvwa_web sshd[256729]: pam_env(sshd:session): Unable to open env file: /etc/default/locale: No such file or directory]","system.auth","Oct 24, 2022 @ 23:30:14.986",system,"Oct 24 23:30:07 dvwa_web sshd[256729]: pam_env(sshd:session): Unable to open env file: /etc/default/locale: No such file or directory","+08:00",auth,"x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","5,046",system
"Oct 24, 2022 @ 23:30:01.982","s-CdCoQBDsc6tFfSi5Hx",".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 24 23:30:01 dvwa_web CRON[256718]: pam_unix(cron:session): session closed for user root]","system.auth","Oct 24, 2022 @ 23:30:07.985",system,"Oct 24 23:30:01 dvwa_web CRON[256718]: pam_unix(cron:session): session closed for user root","+08:00",auth,"x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","4,738",system
"Oct 24, 2022 @ 23:30:01.982",7uCdCoQBDsc6tFfSdpAr,".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 24 23:30:01 dvwa_web CRON[256718]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory]","system.auth","Oct 24, 2022 @ 23:30:02.411",system,"Oct 24 23:30:01 dvwa_web CRON[256718]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory","+08:00",auth,"x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","4,494",system
"Oct 24, 2022 @ 23:30:01.982","7-CdCoQBDsc6tFfSdpAr",".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 24 23:30:01 dvwa_web CRON[256718]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)]","system.auth","Oct 24, 2022 @ 23:30:02.411",system,"Oct 24 23:30:01 dvwa_web CRON[256718]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)","+08:00",auth,"x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","4,628",system
"Oct 24, 2022 @ 23:29:06.974",at6cCoQBDsc6tFfSpaJw,".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 24 23:29:01 dvwa_web CRON[256591]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory]","system.auth","Oct 24, 2022 @ 23:29:08.969",system,"Oct 24 23:29:01 dvwa_web CRON[256591]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory","+08:00",auth,"x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","4,158",system
"Oct 24, 2022 @ 23:29:06.974",a96cCoQBDsc6tFfSpaJw,".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 24 23:29:01 dvwa_web CRON[256591]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)]","system.auth","Oct 24, 2022 @ 23:29:08.969",system,"Oct 24 23:29:01 dvwa_web CRON[256591]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)","+08:00",auth,"x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","4,292",system
"Oct 24, 2022 @ 23:29:06.974","hN6cCoQBDsc6tFfSt-D1",".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 24 23:29:01 dvwa_web CRON[256591]: pam_unix(cron:session): session closed for user root]","system.auth","Oct 24, 2022 @ 23:29:13.709",system,"Oct 24 23:29:01 dvwa_web CRON[256591]: pam_unix(cron:session): session closed for user root","+08:00",auth,"x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/auth.log","4,402",system
