"@timestamp","@version","_id","_index","_score","data_stream.dataset","data_stream.namespace","data_stream.type","host.architecture","host.containerized","host.hostname","host.id","host.ip","host.mac","host.name","host.os.codename","host.os.family","host.os.kernel","host.os.name","host.os.platform","host.os.type","host.os.version","http.request.method","http.request.referrer","http.response.body.bytes","http.response.status_code","http.version","log.file.path",message,"source.address",tags,timestamp,"url.original","user_agent.original"
"Oct 25, 2022 @ 23:59:33.000",1,yI7eD4QBwtSpbtrU3Ep0,".ds-logs-generic-default-2022.10.25-000001","-",generic,default,logs,"x86_64",true,41c63049a1d1,e68f59e1340d42b3bcce755dbb4df233,"10.10.10.2","02:42:0a:0a:0a:02",41c63049a1d1,hirsute,debian,"5.11.0-49-generic",Ubuntu,ubuntu,linux,"21.04 (Hirsute Hippo)",GET,"http://192.168.1.201:8888","4,375",200,"1.1","/var/log/apache2/access.log","10.10.10.1 - - [25/Oct/2022:15:59:33 +0000] ""GET /index.php?action=Login&module=Users HTTP/1.1"" 200 4375 ""http://192.168.1.201:8888"" ""Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)""","10.10.10.1",apache,"25/Oct/2022:15:59:33 +0000","/index.php?action=Login&module=Users","Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)"
"Oct 25, 2022 @ 23:59:29.000",1,gY7eD4QBwtSpbtrU0Eqg,".ds-logs-generic-default-2022.10.25-000001","-",generic,default,logs,"x86_64",true,41c63049a1d1,e68f59e1340d42b3bcce755dbb4df233,"10.10.10.2","02:42:0a:0a:0a:02",41c63049a1d1,hirsute,debian,"5.11.0-49-generic",Ubuntu,ubuntu,linux,"21.04 (Hirsute Hippo)",GET,"-",396,301,"1.1","/var/log/apache2/access.log","192.168.1.210 - - [25/Oct/2022:15:59:29 +0000] ""GET / HTTP/1.1"" 301 396 ""-"" ""Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)""","192.168.1.210",apache,"25/Oct/2022:15:59:29 +0000","/","Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)"
"Oct 25, 2022 @ 23:59:29.000",1,go7eD4QBwtSpbtrU0Eq1,".ds-logs-generic-default-2022.10.25-000001","-",generic,default,logs,"x86_64",true,41c63049a1d1,e68f59e1340d42b3bcce755dbb4df233,"10.10.10.2","02:42:0a:0a:0a:02",41c63049a1d1,hirsute,debian,"5.11.0-49-generic",Ubuntu,ubuntu,linux,"21.04 (Hirsute Hippo)",GET,"http://192.168.1.201:8888","4,376",200,"1.1","/var/log/apache2/access.log","192.168.1.210 - - [25/Oct/2022:15:59:29 +0000] ""GET /index.php?action=Login&module=Users HTTP/1.1"" 200 4376 ""http://192.168.1.201:8888"" ""Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)""","192.168.1.210",apache,"25/Oct/2022:15:59:29 +0000","/index.php?action=Login&module=Users","Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)"
"Oct 25, 2022 @ 23:59:23.000",1,bo7eD4QBwtSpbtrUtUpC,".ds-logs-generic-default-2022.10.25-000001","-",generic,default,logs,"x86_64",true,41c63049a1d1,e68f59e1340d42b3bcce755dbb4df233,"10.10.10.2","02:42:0a:0a:0a:02",41c63049a1d1,hirsute,debian,"5.11.0-49-generic",Ubuntu,ubuntu,linux,"21.04 (Hirsute Hippo)",GET,"http://192.168.1.201:8888","4,375",200,"1.1","/var/log/apache2/access.log","10.10.10.1 - - [25/Oct/2022:15:59:23 +0000] ""GET /index.php?action=Login&module=Users HTTP/1.1"" 200 4375 ""http://192.168.1.201:8888"" ""Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)""","10.10.10.1",apache,"25/Oct/2022:15:59:23 +0000","/index.php?action=Login&module=Users","Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)"
"Oct 25, 2022 @ 23:59:23.000",1,b47eD4QBwtSpbtrUtUpH,".ds-logs-generic-default-2022.10.25-000001","-",generic,default,logs,"x86_64",true,41c63049a1d1,e68f59e1340d42b3bcce755dbb4df233,"10.10.10.2","02:42:0a:0a:0a:02",41c63049a1d1,hirsute,debian,"5.11.0-49-generic",Ubuntu,ubuntu,linux,"21.04 (Hirsute Hippo)",GET,"-",396,301,"1.1","/var/log/apache2/access.log","10.10.10.1 - - [25/Oct/2022:15:59:23 +0000] ""GET / HTTP/1.1"" 301 396 ""-"" ""Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)""","10.10.10.1",apache,"25/Oct/2022:15:59:23 +0000","/","Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)"
"Oct 25, 2022 @ 23:59:19.000",1,KI7eD4QBwtSpbtrUqUrG,".ds-logs-generic-default-2022.10.25-000001","-",generic,default,logs,"x86_64",true,41c63049a1d1,e68f59e1340d42b3bcce755dbb4df233,"10.10.10.2","02:42:0a:0a:0a:02",41c63049a1d1,hirsute,debian,"5.11.0-49-generic",Ubuntu,ubuntu,linux,"21.04 (Hirsute Hippo)",GET,"http://192.168.1.201:8888","4,376",200,"1.1","/var/log/apache2/access.log","192.168.1.210 - - [25/Oct/2022:15:59:19 +0000] ""GET /index.php?action=Login&module=Users HTTP/1.1"" 200 4376 ""http://192.168.1.201:8888"" ""Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)""","192.168.1.210",apache,"25/Oct/2022:15:59:19 +0000","/index.php?action=Login&module=Users","Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)"
"Oct 25, 2022 @ 23:59:19.000",1,KY7eD4QBwtSpbtrUqUrM,".ds-logs-generic-default-2022.10.25-000001","-",generic,default,logs,"x86_64",true,41c63049a1d1,e68f59e1340d42b3bcce755dbb4df233,"10.10.10.2","02:42:0a:0a:0a:02",41c63049a1d1,hirsute,debian,"5.11.0-49-generic",Ubuntu,ubuntu,linux,"21.04 (Hirsute Hippo)",GET,"-",396,301,"1.1","/var/log/apache2/access.log","192.168.1.210 - - [25/Oct/2022:15:59:19 +0000] ""GET / HTTP/1.1"" 301 396 ""-"" ""Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)""","192.168.1.210",apache,"25/Oct/2022:15:59:19 +0000","/","Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)"
"Oct 25, 2022 @ 23:59:13.000",1,FY7eD4QBwtSpbtrUjkoP,".ds-logs-generic-default-2022.10.25-000001","-",generic,default,logs,"x86_64",true,41c63049a1d1,e68f59e1340d42b3bcce755dbb4df233,"10.10.10.2","02:42:0a:0a:0a:02",41c63049a1d1,hirsute,debian,"5.11.0-49-generic",Ubuntu,ubuntu,linux,"21.04 (Hirsute Hippo)",GET,"-",396,301,"1.1","/var/log/apache2/access.log","10.10.10.1 - - [25/Oct/2022:15:59:13 +0000] ""GET / HTTP/1.1"" 301 396 ""-"" ""Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)""","10.10.10.1",apache,"25/Oct/2022:15:59:13 +0000","/","Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)"
"Oct 25, 2022 @ 23:59:13.000",1,Fo7eD4QBwtSpbtrUjkoa,".ds-logs-generic-default-2022.10.25-000001","-",generic,default,logs,"x86_64",true,41c63049a1d1,e68f59e1340d42b3bcce755dbb4df233,"10.10.10.2","02:42:0a:0a:0a:02",41c63049a1d1,hirsute,debian,"5.11.0-49-generic",Ubuntu,ubuntu,linux,"21.04 (Hirsute Hippo)",GET,"http://192.168.1.201:8888","4,376",200,"1.1","/var/log/apache2/access.log","10.10.10.1 - - [25/Oct/2022:15:59:13 +0000] ""GET /index.php?action=Login&module=Users HTTP/1.1"" 200 4376 ""http://192.168.1.201:8888"" ""Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)""","10.10.10.1",apache,"25/Oct/2022:15:59:13 +0000","/index.php?action=Login&module=Users","Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)"
"Oct 25, 2022 @ 23:59:09.000",1,247eD4QBwtSpbtrUgknE,".ds-logs-generic-default-2022.10.25-000001","-",generic,default,logs,"x86_64",true,41c63049a1d1,e68f59e1340d42b3bcce755dbb4df233,"10.10.10.2","02:42:0a:0a:0a:02",41c63049a1d1,hirsute,debian,"5.11.0-49-generic",Ubuntu,ubuntu,linux,"21.04 (Hirsute Hippo)",GET,"-",396,301,"1.1","/var/log/apache2/access.log","192.168.1.210 - - [25/Oct/2022:15:59:09 +0000] ""GET / HTTP/1.1"" 301 396 ""-"" ""Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)""","192.168.1.210",apache,"25/Oct/2022:15:59:09 +0000","/","Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)"
"Oct 25, 2022 @ 23:59:09.000",1,3I7eD4QBwtSpbtrUgknE,".ds-logs-generic-default-2022.10.25-000001","-",generic,default,logs,"x86_64",true,41c63049a1d1,e68f59e1340d42b3bcce755dbb4df233,"10.10.10.2","02:42:0a:0a:0a:02",41c63049a1d1,hirsute,debian,"5.11.0-49-generic",Ubuntu,ubuntu,linux,"21.04 (Hirsute Hippo)",GET,"http://192.168.1.201:8888","4,376",200,"1.1","/var/log/apache2/access.log","192.168.1.210 - - [25/Oct/2022:15:59:09 +0000] ""GET /index.php?action=Login&module=Users HTTP/1.1"" 200 4376 ""http://192.168.1.201:8888"" ""Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)""","192.168.1.210",apache,"25/Oct/2022:15:59:09 +0000","/index.php?action=Login&module=Users","Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)"
"Oct 25, 2022 @ 23:59:03.000",1,yo7eD4QBwtSpbtrUdklw,".ds-logs-generic-default-2022.10.25-000001","-",generic,default,logs,"x86_64",true,41c63049a1d1,e68f59e1340d42b3bcce755dbb4df233,"10.10.10.2","02:42:0a:0a:0a:02",41c63049a1d1,hirsute,debian,"5.11.0-49-generic",Ubuntu,ubuntu,linux,"21.04 (Hirsute Hippo)",GET,"-",396,301,"1.1","/var/log/apache2/access.log","10.10.10.1 - - [25/Oct/2022:15:59:03 +0000] ""GET / HTTP/1.1"" 301 396 ""-"" ""Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)""","10.10.10.1",apache,"25/Oct/2022:15:59:03 +0000","/","Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)"
"Oct 25, 2022 @ 23:59:03.000",1,y47eD4QBwtSpbtrUdklw,".ds-logs-generic-default-2022.10.25-000001","-",generic,default,logs,"x86_64",true,41c63049a1d1,e68f59e1340d42b3bcce755dbb4df233,"10.10.10.2","02:42:0a:0a:0a:02",41c63049a1d1,hirsute,debian,"5.11.0-49-generic",Ubuntu,ubuntu,linux,"21.04 (Hirsute Hippo)",GET,"http://192.168.1.201:8888","4,375",200,"1.1","/var/log/apache2/access.log","10.10.10.1 - - [25/Oct/2022:15:59:03 +0000] ""GET /index.php?action=Login&module=Users HTTP/1.1"" 200 4375 ""http://192.168.1.201:8888"" ""Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)""","10.10.10.1",apache,"25/Oct/2022:15:59:03 +0000","/index.php?action=Login&module=Users","Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)"
"Oct 25, 2022 @ 23:58:58.000",1,dY7eD4QBwtSpbtrUWknq,".ds-logs-generic-default-2022.10.25-000001","-",generic,default,logs,"x86_64",true,41c63049a1d1,e68f59e1340d42b3bcce755dbb4df233,"10.10.10.2","02:42:0a:0a:0a:02",41c63049a1d1,hirsute,debian,"5.11.0-49-generic",Ubuntu,ubuntu,linux,"21.04 (Hirsute Hippo)",GET,"-",396,301,"1.1","/var/log/apache2/access.log","192.168.1.210 - - [25/Oct/2022:15:58:58 +0000] ""GET / HTTP/1.1"" 301 396 ""-"" ""Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)""","192.168.1.210",apache,"25/Oct/2022:15:58:58 +0000","/","Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)"
"Oct 25, 2022 @ 23:58:58.000",1,do7eD4QBwtSpbtrUWknq,".ds-logs-generic-default-2022.10.25-000001","-",generic,default,logs,"x86_64",true,41c63049a1d1,e68f59e1340d42b3bcce755dbb4df233,"10.10.10.2","02:42:0a:0a:0a:02",41c63049a1d1,hirsute,debian,"5.11.0-49-generic",Ubuntu,ubuntu,linux,"21.04 (Hirsute Hippo)",GET,"http://192.168.1.201:8888","4,375",200,"1.1","/var/log/apache2/access.log","192.168.1.210 - - [25/Oct/2022:15:58:58 +0000] ""GET /index.php?action=Login&module=Users HTTP/1.1"" 200 4375 ""http://192.168.1.201:8888"" ""Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)""","192.168.1.210",apache,"25/Oct/2022:15:58:58 +0000","/index.php?action=Login&module=Users","Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)"
"Oct 25, 2022 @ 23:58:53.000",1,aY7eD4QBwtSpbtrUT0kp,".ds-logs-generic-default-2022.10.25-000001","-",generic,default,logs,"x86_64",true,41c63049a1d1,e68f59e1340d42b3bcce755dbb4df233,"10.10.10.2","02:42:0a:0a:0a:02",41c63049a1d1,hirsute,debian,"5.11.0-49-generic",Ubuntu,ubuntu,linux,"21.04 (Hirsute Hippo)",GET,"-",396,301,"1.1","/var/log/apache2/access.log","10.10.10.1 - - [25/Oct/2022:15:58:53 +0000] ""GET / HTTP/1.1"" 301 396 ""-"" ""Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)""","10.10.10.1",apache,"25/Oct/2022:15:58:53 +0000","/","Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)"
"Oct 25, 2022 @ 23:58:53.000",1,ao7eD4QBwtSpbtrUT0kp,".ds-logs-generic-default-2022.10.25-000001","-",generic,default,logs,"x86_64",true,41c63049a1d1,e68f59e1340d42b3bcce755dbb4df233,"10.10.10.2","02:42:0a:0a:0a:02",41c63049a1d1,hirsute,debian,"5.11.0-49-generic",Ubuntu,ubuntu,linux,"21.04 (Hirsute Hippo)",GET,"http://192.168.1.201:8888","4,375",200,"1.1","/var/log/apache2/access.log","10.10.10.1 - - [25/Oct/2022:15:58:53 +0000] ""GET /index.php?action=Login&module=Users HTTP/1.1"" 200 4375 ""http://192.168.1.201:8888"" ""Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)""","10.10.10.1",apache,"25/Oct/2022:15:58:53 +0000","/index.php?action=Login&module=Users","Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)"
"Oct 25, 2022 @ 23:58:48.000",1,G47eD4QBwtSpbtrUM0m1,".ds-logs-generic-default-2022.10.25-000001","-",generic,default,logs,"x86_64",true,41c63049a1d1,e68f59e1340d42b3bcce755dbb4df233,"10.10.10.2","02:42:0a:0a:0a:02",41c63049a1d1,hirsute,debian,"5.11.0-49-generic",Ubuntu,ubuntu,linux,"21.04 (Hirsute Hippo)",GET,"http://192.168.1.201:8888","4,375",200,"1.1","/var/log/apache2/access.log","192.168.1.210 - - [25/Oct/2022:15:58:48 +0000] ""GET /index.php?action=Login&module=Users HTTP/1.1"" 200 4375 ""http://192.168.1.201:8888"" ""Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)""","192.168.1.210",apache,"25/Oct/2022:15:58:48 +0000","/index.php?action=Login&module=Users","Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)"
"Oct 25, 2022 @ 23:58:48.000",1,HI7eD4QBwtSpbtrUM0m2,".ds-logs-generic-default-2022.10.25-000001","-",generic,default,logs,"x86_64",true,41c63049a1d1,e68f59e1340d42b3bcce755dbb4df233,"10.10.10.2","02:42:0a:0a:0a:02",41c63049a1d1,hirsute,debian,"5.11.0-49-generic",Ubuntu,ubuntu,linux,"21.04 (Hirsute Hippo)",GET,"-",396,301,"1.1","/var/log/apache2/access.log","192.168.1.210 - - [25/Oct/2022:15:58:48 +0000] ""GET / HTTP/1.1"" 301 396 ""-"" ""Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)""","192.168.1.210",apache,"25/Oct/2022:15:58:48 +0000","/","Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)"
"Oct 25, 2022 @ 23:58:43.000",1,D47eD4QBwtSpbtrUJ0n3,".ds-logs-generic-default-2022.10.25-000001","-",generic,default,logs,"x86_64",true,41c63049a1d1,e68f59e1340d42b3bcce755dbb4df233,"10.10.10.2","02:42:0a:0a:0a:02",41c63049a1d1,hirsute,debian,"5.11.0-49-generic",Ubuntu,ubuntu,linux,"21.04 (Hirsute Hippo)",GET,"-",396,301,"1.1","/var/log/apache2/access.log","10.10.10.1 - - [25/Oct/2022:15:58:43 +0000] ""GET / HTTP/1.1"" 301 396 ""-"" ""Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)""","10.10.10.1",apache,"25/Oct/2022:15:58:43 +0000","/","Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)"
"Oct 25, 2022 @ 23:58:43.000",1,EI7eD4QBwtSpbtrUJ0n8,".ds-logs-generic-default-2022.10.25-000001","-",generic,default,logs,"x86_64",true,41c63049a1d1,e68f59e1340d42b3bcce755dbb4df233,"10.10.10.2","02:42:0a:0a:0a:02",41c63049a1d1,hirsute,debian,"5.11.0-49-generic",Ubuntu,ubuntu,linux,"21.04 (Hirsute Hippo)",GET,"http://192.168.1.201:8888","4,375",200,"1.1","/var/log/apache2/access.log","10.10.10.1 - - [25/Oct/2022:15:58:43 +0000] ""GET /index.php?action=Login&module=Users HTTP/1.1"" 200 4375 ""http://192.168.1.201:8888"" ""Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)""","10.10.10.1",apache,"25/Oct/2022:15:58:43 +0000","/index.php?action=Login&module=Users","Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)"
"Oct 25, 2022 @ 23:58:38.000",1,wo7eD4QBwtSpbtrUDEh2,".ds-logs-generic-default-2022.10.25-000001","-",generic,default,logs,"x86_64",true,41c63049a1d1,e68f59e1340d42b3bcce755dbb4df233,"10.10.10.2","02:42:0a:0a:0a:02",41c63049a1d1,hirsute,debian,"5.11.0-49-generic",Ubuntu,ubuntu,linux,"21.04 (Hirsute Hippo)",GET,"-",396,301,"1.1","/var/log/apache2/access.log","192.168.1.210 - - [25/Oct/2022:15:58:38 +0000] ""GET / HTTP/1.1"" 301 396 ""-"" ""Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)""","192.168.1.210",apache,"25/Oct/2022:15:58:38 +0000","/","Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)"
"Oct 25, 2022 @ 23:58:38.000",1,w47eD4QBwtSpbtrUDEh2,".ds-logs-generic-default-2022.10.25-000001","-",generic,default,logs,"x86_64",true,41c63049a1d1,e68f59e1340d42b3bcce755dbb4df233,"10.10.10.2","02:42:0a:0a:0a:02",41c63049a1d1,hirsute,debian,"5.11.0-49-generic",Ubuntu,ubuntu,linux,"21.04 (Hirsute Hippo)",GET,"http://192.168.1.201:8888","4,375",200,"1.1","/var/log/apache2/access.log","192.168.1.210 - - [25/Oct/2022:15:58:38 +0000] ""GET /index.php?action=Login&module=Users HTTP/1.1"" 200 4375 ""http://192.168.1.201:8888"" ""Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)""","192.168.1.210",apache,"25/Oct/2022:15:58:38 +0000","/index.php?action=Login&module=Users","Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)"
"Oct 25, 2022 @ 23:58:33.000",1,to7eD4QBwtSpbtrUAEi8,".ds-logs-generic-default-2022.10.25-000001","-",generic,default,logs,"x86_64",true,41c63049a1d1,e68f59e1340d42b3bcce755dbb4df233,"10.10.10.2","02:42:0a:0a:0a:02",41c63049a1d1,hirsute,debian,"5.11.0-49-generic",Ubuntu,ubuntu,linux,"21.04 (Hirsute Hippo)",GET,"http://192.168.1.201:8888","4,375",200,"1.1","/var/log/apache2/access.log","10.10.10.1 - - [25/Oct/2022:15:58:33 +0000] ""GET /index.php?action=Login&module=Users HTTP/1.1"" 200 4375 ""http://192.168.1.201:8888"" ""Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)""","10.10.10.1",apache,"25/Oct/2022:15:58:33 +0000","/index.php?action=Login&module=Users","Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)"
"Oct 25, 2022 @ 23:58:33.000",1,t47eD4QBwtSpbtrUAEjL,".ds-logs-generic-default-2022.10.25-000001","-",generic,default,logs,"x86_64",true,41c63049a1d1,e68f59e1340d42b3bcce755dbb4df233,"10.10.10.2","02:42:0a:0a:0a:02",41c63049a1d1,hirsute,debian,"5.11.0-49-generic",Ubuntu,ubuntu,linux,"21.04 (Hirsute Hippo)",GET,"-",396,301,"1.1","/var/log/apache2/access.log","10.10.10.1 - - [25/Oct/2022:15:58:33 +0000] ""GET / HTTP/1.1"" 301 396 ""-"" ""Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)""","10.10.10.1",apache,"25/Oct/2022:15:58:33 +0000","/","Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)"
"Oct 25, 2022 @ 23:58:28.000",1,aY7dD4QBwtSpbtrU5UhG,".ds-logs-generic-default-2022.10.25-000001","-",generic,default,logs,"x86_64",true,41c63049a1d1,e68f59e1340d42b3bcce755dbb4df233,"10.10.10.2","02:42:0a:0a:0a:02",41c63049a1d1,hirsute,debian,"5.11.0-49-generic",Ubuntu,ubuntu,linux,"21.04 (Hirsute Hippo)",GET,"-",396,301,"1.1","/var/log/apache2/access.log","192.168.1.210 - - [25/Oct/2022:15:58:28 +0000] ""GET / HTTP/1.1"" 301 396 ""-"" ""Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)""","192.168.1.210",apache,"25/Oct/2022:15:58:28 +0000","/","Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)"
"Oct 25, 2022 @ 23:58:28.000",1,ao7dD4QBwtSpbtrU5UhJ,".ds-logs-generic-default-2022.10.25-000001","-",generic,default,logs,"x86_64",true,41c63049a1d1,e68f59e1340d42b3bcce755dbb4df233,"10.10.10.2","02:42:0a:0a:0a:02",41c63049a1d1,hirsute,debian,"5.11.0-49-generic",Ubuntu,ubuntu,linux,"21.04 (Hirsute Hippo)",GET,"http://192.168.1.201:8888","4,375",200,"1.1","/var/log/apache2/access.log","192.168.1.210 - - [25/Oct/2022:15:58:28 +0000] ""GET /index.php?action=Login&module=Users HTTP/1.1"" 200 4375 ""http://192.168.1.201:8888"" ""Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)""","192.168.1.210",apache,"25/Oct/2022:15:58:28 +0000","/index.php?action=Login&module=Users","Elastic-Heartbeat/8.4.3 (linux; amd64; c2f2aba479653563dbaabefe0f86f5579708ec94; 2022-09-27 15:30:48 +0000 UTC)"
