Classification,Date,Day,Job,LogType,Month,Path,Result,Time,User
CRON[8245],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),13:05:01,(/usr/bin/config/rsyslog.sh
CRON[8244],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:05:01,(/usr/bin/config/checkDb.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,13:05:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,13:05:01,(root)
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,12:58:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,12:58:01,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,12:58:04,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,12:58:04,(root)
CRON[8056],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:59:01,(/usr/bin/config/checkDb.sh
CRON[8057],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:59:01,(/usr/bin/config/checkDev.sh
CRON[8058],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:59:01,(/usr/bin/config/checkElk.sh
CRON[8059],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),12:59:01,(/usr/bin/config/rsyslog.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,12:59:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,12:59:01,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,12:59:04,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,12:59:04,(root)
CRON[8087],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:00:01,(/usr/bin/config/checkDev.sh
CRON[8088],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:00:01,(/usr/bin/config/checkElk.sh
CRON[8090],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:00:01,(/usr/bin/config/checkDb.sh
CRON[8089],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),13:00:01,(/usr/bin/config/rsyslog.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,13:00:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,13:00:01,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,13:00:04,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,13:00:04,(root)
CRON[8118],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:01:01,(/usr/bin/config/checkDev.sh
CRON[8119],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:01:01,(/usr/bin/config/checkElk.sh
CRON[8120],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:01:01,(/usr/bin/config/checkDb.sh
CRON[8121],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),13:01:01,(/usr/bin/config/rsyslog.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,13:01:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,13:01:01,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,13:01:04,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,13:01:04,(root)
CRON[8149],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:02:01,(/usr/bin/config/checkElk.sh
CRON[7964],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:56:01,(/usr/bin/config/checkDev.sh
CRON[7963],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:56:01,(/usr/bin/config/checkElk.sh
CRON[7966],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:56:01,(/usr/bin/config/checkDb.sh
CRON[7965],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),12:56:01,(/usr/bin/config/rsyslog.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,12:56:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,12:56:01,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,12:56:04,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,12:56:04,(root)
CRON[7994],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),12:57:01,(/usr/bin/config/rsyslog.sh
CRON[7995],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:57:01,(/usr/bin/config/checkDev.sh
CRON[7996],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:57:01,(/usr/bin/config/checkDb.sh
CRON[7997],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:57:01,(/usr/bin/config/checkElk.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,12:57:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,12:57:01,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,12:57:04,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,12:57:04,(root)
CRON[8025],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),12:58:01,(/usr/bin/config/rsyslog.sh
CRON[8026],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:58:01,(/usr/bin/config/checkDb.sh
CRON[8027],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:58:01,(/usr/bin/config/checkDev.sh
CRON[8028],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:58:01,(/usr/bin/config/checkElk.sh
CRON[7901],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:54:01,(/usr/bin/config/checkElk.sh
CRON[7902],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:54:01,(/usr/bin/config/checkDb.sh
CRON[7904],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:54:01,(/usr/bin/config/checkDev.sh
CRON[7903],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),12:54:01,(/usr/bin/config/rsyslog.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,12:54:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,12:54:01,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,12:54:04,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,12:54:04,(root)
CRON[7932],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:55:01,(/usr/bin/config/checkDb.sh
CRON[7933],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),12:55:01,(/usr/bin/config/rsyslog.sh
CRON[7934],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:55:01,(/usr/bin/config/checkElk.sh
CRON[7935],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:55:01,(/usr/bin/config/checkDev.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,12:55:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,12:55:01,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,12:55:05,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,12:55:05,(root)
CRON[7873],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:53:01,(/usr/bin/config/checkElk.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,12:53:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,12:53:01,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,12:53:04,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,12:53:04,(root)
CRON[7804],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:51:01,(/usr/bin/config/checkDev.sh
CRON[7805],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:51:01,(/usr/bin/config/checkElk.sh
CRON[7807],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),12:51:01,(/usr/bin/config/rsyslog.sh
CRON[7811],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:51:01,(/usr/bin/config/checkDb.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,12:51:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,12:51:01,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,12:51:04,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,12:51:04,(root)
CRON[7835],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),12:52:01,(/usr/bin/config/rsyslog.sh
CRON[7836],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:52:01,(/usr/bin/config/checkDb.sh
CRON[7837],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:52:01,(/usr/bin/config/checkDev.sh
CRON[7838],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:52:01,(/usr/bin/config/checkElk.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,12:52:01,(root)
rsyslogd,23,cannot,log,imklog:,Oct,kernel,(/proc/kmsg): Operation not permitted.,12:52:01,open
rsyslogd,23,of,failed,activation,Oct,imklog,[v8.2112.0 try https://www.rsyslog.com/e/2145 ],12:52:01,module
rsyslogd,23,"software=""rsyslogd""","x-info=""https://www.rsyslog.com""]",[origin,Oct,"x-pid=""7861""",start,12:52:01,"swVersion=""8.2112.0"""
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Activating,12:52:03,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,12:52:04,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,12:52:04,(root)
CRON[7870],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:53:01,(/usr/bin/config/checkDev.sh
CRON[7871],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),12:53:01,(/usr/bin/config/rsyslog.sh
CRON[7872],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:53:01,(/usr/bin/config/checkDb.sh
CRON[7529],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:42:01,(/usr/bin/config/checkDb.sh
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,12:42:01,(root)
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Failure,12:42:05,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,12:42:05,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,12:42:05,(root)
CRON[7556],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),12:43:01,(/usr/bin/config/rsyslog.sh
CRON[7557],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:43:01,(/usr/bin/config/checkElk.sh
CRON[7558],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:43:01,(/usr/bin/config/checkDb.sh
CRON[7563],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:43:01,(/usr/bin/config/checkDev.sh
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,12:43:01,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,12:43:04,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,12:43:04,(root)
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Failure,12:43:04,(root)
CRON[7587],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),12:44:01,(/usr/bin/config/rsyslog.sh
CRON[7588],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:44:01,(/usr/bin/config/checkDb.sh
CRON[7589],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:44:01,(/usr/bin/config/checkDev.sh
CRON[7590],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:44:01,(/usr/bin/config/checkElk.sh
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,12:44:01,(root)
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Failure,12:44:04,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,12:44:04,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,12:44:04,(root)
CRON[7618],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:45:01,(/usr/bin/config/checkDb.sh
CRON[7619],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:45:01,(/usr/bin/config/checkElk.sh
CRON[7620],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),12:45:01,(/usr/bin/config/rsyslog.sh
CRON[7621],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:45:01,(/usr/bin/config/checkDev.sh
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,12:45:01,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,12:45:04,(root)
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Failure,12:45:04,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,12:45:04,(root)
CRON[7649],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:46:01,(/usr/bin/config/checkElk.sh
CRON[7650],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),12:46:01,(/usr/bin/config/rsyslog.sh
CRON[7651],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:46:01,(/usr/bin/config/checkDev.sh
CRON[7652],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:46:01,(/usr/bin/config/checkDb.sh
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,12:46:01,(root)
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Failure,12:46:04,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,12:46:04,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,12:46:04,(root)
CRON[7680],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),12:47:01,(/usr/bin/config/rsyslog.sh
CRON[7681],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:47:01,(/usr/bin/config/checkDev.sh
CRON[7682],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:47:01,(/usr/bin/config/checkDb.sh
CRON[7683],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:47:01,(/usr/bin/config/checkElk.sh
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,12:47:01,(root)
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Failure,12:47:04,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,12:47:04,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,12:47:04,(root)
CRON[7711],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),12:48:01,(/usr/bin/config/rsyslog.sh
CRON[7712],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:48:01,(/usr/bin/config/checkDb.sh
CRON[7714],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:48:01,(/usr/bin/config/checkDev.sh
CRON[7713],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:48:01,(/usr/bin/config/checkElk.sh
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,12:48:01,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,12:48:04,(root)
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Failure,12:48:04,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,12:48:04,(root)
CRON[7743],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:49:01,(/usr/bin/config/checkDev.sh
CRON[7742],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:49:01,(/usr/bin/config/checkDb.sh
CRON[7745],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:49:01,(/usr/bin/config/checkElk.sh
CRON[7744],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),12:49:01,(/usr/bin/config/rsyslog.sh
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,12:49:02,(root)
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Failure,12:49:05,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,12:49:05,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,12:49:05,(root)
CRON[7774],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:50:01,(/usr/bin/config/checkDev.sh
CRON[7773],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),12:50:01,(/usr/bin/config/rsyslog.sh
CRON[7775],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:50:01,(/usr/bin/config/checkElk.sh
CRON[7776],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:50:01,(/usr/bin/config/checkDb.sh
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,12:50:01,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,12:50:03,(root)
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Failure,12:50:04,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,12:50:04,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,12:33:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,12:33:02,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,12:33:05,(root)
CRON[7222],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),12:34:01,(/usr/bin/config/rsyslog.sh
CRON[7223],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:34:01,(/usr/bin/config/checkDev.sh
CRON[7224],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:34:01,(/usr/bin/config/checkDb.sh
CRON[7225],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:34:01,(/usr/bin/config/checkElk.sh
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,12:34:01,(root)
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,12:34:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,12:34:01,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,12:34:04,(root)
CRON[7253],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),12:35:01,(/usr/bin/config/rsyslog.sh
CRON[7256],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:35:01,(/usr/bin/config/checkDev.sh
CRON[7264],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:35:01,(/usr/bin/config/checkDb.sh
CRON[7265],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:35:01,(/usr/bin/config/checkElk.sh
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,12:35:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,12:35:01,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,12:35:04,(root)
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Failure,12:35:11,(root)
CRON[7284],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),12:36:01,(/usr/bin/config/rsyslog.sh
CRON[7285],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:36:01,(/usr/bin/config/checkElk.sh
CRON[7286],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:36:01,(/usr/bin/config/checkDev.sh
CRON[7287],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:36:01,(/usr/bin/config/checkDb.sh
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,12:36:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,12:36:01,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,12:36:04,(root)
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Failure,12:36:11,(root)
CRON[7315],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),12:37:01,(/usr/bin/config/rsyslog.sh
CRON[7316],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:37:01,(/usr/bin/config/checkDev.sh
CRON[7317],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:37:01,(/usr/bin/config/checkDb.sh
CRON[7318],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:37:01,(/usr/bin/config/checkElk.sh
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,12:37:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,12:37:01,(root)
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Failure,12:37:04,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,12:37:04,(root)
CRON[7346],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:38:01,(/usr/bin/config/checkElk.sh
CRON[7347],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),12:38:01,(/usr/bin/config/rsyslog.sh
CRON[7348],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:38:01,(/usr/bin/config/checkDev.sh
CRON[7349],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:38:01,(/usr/bin/config/checkDb.sh
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,12:38:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,12:38:01,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,12:38:04,(root)
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Failure,12:38:04,(root)
CRON[7378],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:39:01,(/usr/bin/config/checkDev.sh
CRON[7379],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),12:39:01,(/usr/bin/config/rsyslog.sh
CRON[7380],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:39:01,(/usr/bin/config/checkElk.sh
CRON[7381],23,CMD,[,(root),Oct,(empty),-x /usr/lib/php/sessionclean ] && if [ ! -d /run/systemd/system ]; then /usr/lib/php/sessionclean; fi),12:39:01,(
CRON[7382],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:39:01,(/usr/bin/config/checkDb.sh
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,12:39:01,(root)
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Failure,12:39:04,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,12:39:04,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,12:39:11,(root)
CRON[7463],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),12:40:01,(/usr/bin/config/rsyslog.sh
CRON[7464],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:40:01,(/usr/bin/config/checkElk.sh
CRON[7465],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),12:40:01,(/usr/bin/config/checkDb.sh
