Classification,Date,Day,Job,LogType,Month,Path,Result,Time,User
CRON[1391],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:31:01,(/usr/bin/config/rsyslog.sh
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection refused,14:31:01,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,refused,14:31:01,1:00
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,14:31:01,(root)
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,14:31:01,(root)
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,14:31:02,(root)
rsyslogd,25,"software=""rsyslogd""","x-info=""https://www.rsyslog.com""]",[origin,Oct,"x-pid=""1420""",start,14:31:02,"swVersion=""8.2112.0"""
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Activating,14:31:03,(root)
CRON[1342],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:30:01,(/usr/bin/config/checkAdmin.sh
CRON[1343],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:30:01,(/usr/bin/config/checkElk.sh
CRON[1346],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:30:01,(/usr/bin/config/checkDb.sh
CRON[1347],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:30:01,(/usr/bin/config/checkDev.sh
CRON[1348],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:30:01,(/usr/bin/config/rsyslog.sh
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,14:30:01,(root)
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,14:30:01,(root)
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,14:30:01,(root)
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection refused,14:30:01,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,refused,14:30:01,1:00
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,14:30:01,(root)
CRON[1306],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:29:01,(/usr/bin/config/checkAdmin.sh
CRON[1309],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:29:01,(/usr/bin/config/checkElk.sh
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,14:29:01,(root)
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection refused,14:29:01,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,refused,14:29:01,1:00
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,14:29:01,(root)
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,14:29:01,(root)
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,14:29:01,(root)
CRON[1304],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:29:01,(/usr/bin/config/checkDb.sh
CRON[1305],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:29:01,(/usr/bin/config/checkDev.sh
CRON[1303],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:29:01,(/usr/bin/config/rsyslog.sh
CRON[1264],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:28:01,(/usr/bin/config/checkAdmin.sh
CRON[1265],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:28:01,(/usr/bin/config/checkDb.sh
CRON[1272],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:28:01,(/usr/bin/config/checkElk.sh
CRON[1275],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:28:01,(/usr/bin/config/rsyslog.sh
CRON[1271],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:28:01,(/usr/bin/config/checkDev.sh
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,14:28:01,(root)
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,14:28:01,(root)
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,14:28:01,(root)
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection refused,14:28:01,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,refused,14:28:01,1:00
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,14:28:01,(root)
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,14:27:01,(root)
CRON[1226],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:27:01,(/usr/bin/config/checkElk.sh
CRON[1225],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:27:01,(/usr/bin/config/rsyslog.sh
CRON[1227],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:27:01,(/usr/bin/config/checkAdmin.sh
CRON[1228],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:27:01,(/usr/bin/config/checkDev.sh
CRON[1229],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:27:01,(/usr/bin/config/checkDb.sh
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,14:27:01,(root)
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,14:27:01,(root)
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection refused,14:27:01,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,refused,14:27:01,1:00
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,14:27:01,(root)
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection timed out,14:26:12,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,timed out,14:26:12,1:00
CRON[1186],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:26:01,(/usr/bin/config/checkDb.sh
CRON[1187],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:26:01,(/usr/bin/config/checkElk.sh
CRON[1188],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:26:01,(/usr/bin/config/checkAdmin.sh
CRON[1189],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:26:01,(/usr/bin/config/rsyslog.sh
CRON[1190],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:26:01,(/usr/bin/config/checkDev.sh
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,14:26:01,(root)
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,14:26:01,(root)
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,14:26:01,(root)
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,14:26:01,(root)
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,(empty),14:26:01,(root)
MONITOR,25,repeated,[,message,Oct,times:,[CRONOUTPUT] Tuesday (root) /usr/bin/config/checkDev.sh DEV-PING ],14:26:01,2
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection refused,14:26:02,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,refused,14:26:02,1:00
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection refused,14:26:06,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,refused,14:26:06,1:00
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection timed out,14:25:13,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,timed out,14:25:13,1:00
CRON[1139],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:25:01,(/usr/bin/config/rsyslog.sh
CRON[1141],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:25:01,(/usr/bin/config/checkAdmin.sh
CRON[1140],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:25:01,(/usr/bin/config/checkDev.sh
CRON[1149],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:25:01,(/usr/bin/config/checkElk.sh
CRON[1144],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:25:01,(/usr/bin/config/checkDb.sh
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,14:25:01,(root)
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,14:25:01,(root)
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,14:25:01,(root)
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,14:25:01,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,timed out,14:24:11,1:00
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection timed out,14:24:11,(root)
CRON[1103],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:24:01,(/usr/bin/config/checkDb.sh
CRON[1104],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:24:01,(/usr/bin/config/checkElk.sh
CRON[1105],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:24:01,(/usr/bin/config/checkDev.sh
CRON[1109],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:24:01,(/usr/bin/config/rsyslog.sh
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,14:24:01,(root)
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,14:24:01,(root)
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,14:24:01,(root)
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,14:24:01,(root)
CRON[1100],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:24:01,(/usr/bin/config/checkAdmin.sh
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection timed out,14:23:12,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,timed out,14:23:12,1:00
CRON[1063],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:23:01,(/usr/bin/config/checkElk.sh
CRON[1061],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:23:01,(/usr/bin/config/checkDb.sh
CRON[1064],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:23:01,(/usr/bin/config/checkDev.sh
CRON[1069],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:23:01,(/usr/bin/config/rsyslog.sh
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,14:23:01,(root)
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,14:23:01,(root)
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,14:23:01,(root)
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,14:23:01,(root)
CRON[1062],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:23:01,(/usr/bin/config/checkAdmin.sh
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection timed out,14:22:12,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,timed out,14:22:12,1:00
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,14:22:01,(root)
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,14:22:01,(root)
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,14:22:01,(root)
CRON[1022],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:22:01,(/usr/bin/config/rsyslog.sh
CRON[1025],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:22:01,(/usr/bin/config/checkDev.sh
CRON[1027],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:22:01,(/usr/bin/config/checkElk.sh
CRON[1028],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:22:01,(/usr/bin/config/checkAdmin.sh
CRON[1026],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:22:01,(/usr/bin/config/checkDb.sh
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,14:22:01,(root)
CRON[979],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:21:01,(/usr/bin/config/rsyslog.sh
CRON[978],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:21:01,(/usr/bin/config/checkDb.sh
CRON[980],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:21:01,(/usr/bin/config/checkDev.sh
CRON[981],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:21:01,(/usr/bin/config/checkAdmin.sh
CRON[982],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:21:01,(/usr/bin/config/checkElk.sh
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,14:21:01,(root)
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,14:21:01,(root)
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,14:21:01,(root)
rsyslogd,25,"software=""rsyslogd""","x-info=""https://www.rsyslog.com""]",[origin,Oct,"x-pid=""1011""",start,14:21:02,"swVersion=""8.2112.0"""
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Activating,14:21:03,(root)
CRON[895],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:20:01,(/usr/bin/config/checkDev.sh
CRON[896],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:20:01,(/usr/bin/config/rsyslog.sh
CRON[893],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:20:01,(/usr/bin/config/checkDb.sh
CRON[894],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:20:01,(/usr/bin/config/checkElk.sh
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,14:20:01,(root)
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,14:20:01,(root)
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,14:20:01,(root)
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,14:20:02,(root)
CRON[814],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:18:01,(/usr/bin/config/rsyslog.sh
CRON[810],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:18:01,(/usr/bin/config/checkAdmin.sh
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,14:18:01,(root)
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,14:18:01,(root)
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,14:18:01,(root)
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,14:18:01,(root)
CRON[851],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:19:01,(/usr/bin/config/checkAdmin.sh
CRON[854],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:19:01,(/usr/bin/config/checkDb.sh
CRON[855],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:19:01,(/usr/bin/config/checkElk.sh
CRON[856],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:19:01,(/usr/bin/config/checkDev.sh
CRON[860],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:19:01,(/usr/bin/config/rsyslog.sh
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,14:19:01,(root)
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,14:19:01,(root)
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,14:19:01,(root)
