@timestamp,Classification,Date,JobType,LogType,Month,Path,Time,User,host.os.version.keyword,log.file.path
"Oct 25, 2022 @ 22:26:04.272",MONITOR,25,CMD,CRON[1187]:,Oct,/usr/bin/config/checkElk.sh,14:26:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:26:04.272",MONITOR,25,CMD,CRON[1188]:,Oct,/usr/bin/config/checkAdmin.sh,14:26:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:26:04.272",SERVICE,25,CMD,CRON[1189]:,Oct,/usr/bin/config/rsyslog.sh,14:26:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:26:04.272",MONITOR,25,CMD,CRON[1190]:,Oct,/usr/bin/config/checkDev.sh,14:26:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:26:04.271",MONITOR,25,CMD,CRON[1186]:,Oct,/usr/bin/config/checkDb.sh,14:26:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:25:10.253",MONITOR,25,CMD,CRON[1149]:,Oct,/usr/bin/config/checkElk.sh,14:25:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:25:10.253",MONITOR,25,CMD,CRON[1144]:,Oct,/usr/bin/config/checkDb.sh,14:25:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:25:10.252",SERVICE,25,CMD,CRON[1139]:,Oct,/usr/bin/config/rsyslog.sh,14:25:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:25:10.252",MONITOR,25,CMD,CRON[1141]:,Oct,/usr/bin/config/checkAdmin.sh,14:25:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:25:10.252",MONITOR,25,CMD,CRON[1140]:,Oct,/usr/bin/config/checkDev.sh,14:25:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:24:06.242",MONITOR,25,CMD,CRON[1100]:,Oct,/usr/bin/config/checkAdmin.sh,14:24:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:24:06.242",MONITOR,25,CMD,CRON[1103]:,Oct,/usr/bin/config/checkDb.sh,14:24:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:24:06.242",MONITOR,25,CMD,CRON[1104]:,Oct,/usr/bin/config/checkElk.sh,14:24:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:24:06.242",MONITOR,25,CMD,CRON[1105]:,Oct,/usr/bin/config/checkDev.sh,14:24:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:24:06.242",SERVICE,25,CMD,CRON[1109]:,Oct,/usr/bin/config/rsyslog.sh,14:24:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:23:02.233",MONITOR,25,CMD,CRON[1062]:,Oct,/usr/bin/config/checkAdmin.sh,14:23:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:23:02.233",MONITOR,25,CMD,CRON[1063]:,Oct,/usr/bin/config/checkElk.sh,14:23:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:23:02.233",MONITOR,25,CMD,CRON[1061]:,Oct,/usr/bin/config/checkDb.sh,14:23:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:23:02.233",MONITOR,25,CMD,CRON[1064]:,Oct,/usr/bin/config/checkDev.sh,14:23:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:23:02.233",SERVICE,25,CMD,CRON[1069]:,Oct,/usr/bin/config/rsyslog.sh,14:23:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:22:08.206",SERVICE,25,CMD,CRON[1022]:,Oct,/usr/bin/config/rsyslog.sh,14:22:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:22:08.206",MONITOR,25,CMD,CRON[1025]:,Oct,/usr/bin/config/checkDev.sh,14:22:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:22:08.206",MONITOR,25,CMD,CRON[1027]:,Oct,/usr/bin/config/checkElk.sh,14:22:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:22:08.206",MONITOR,25,CMD,CRON[1028]:,Oct,/usr/bin/config/checkAdmin.sh,14:22:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:22:08.206",MONITOR,25,CMD,CRON[1026]:,Oct,/usr/bin/config/checkDb.sh,14:22:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:21:04.190",SERVICE,25,CMD,CRON[979]:,Oct,/usr/bin/config/rsyslog.sh,14:21:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:21:04.190",MONITOR,25,CMD,CRON[978]:,Oct,/usr/bin/config/checkDb.sh,14:21:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:21:04.190",MONITOR,25,CMD,CRON[980]:,Oct,/usr/bin/config/checkDev.sh,14:21:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:21:04.190",MONITOR,25,CMD,CRON[981]:,Oct,/usr/bin/config/checkAdmin.sh,14:21:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:21:04.190",MONITOR,25,CMD,CRON[982]:,Oct,/usr/bin/config/checkElk.sh,14:21:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",MONITOR,25,CMD,CRON[637]:,Oct,/usr/bin/config/checkAdmin.sh,14:14:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",MONITOR,25,CMD,CRON[640]:,Oct,/usr/bin/config/checkElk.sh,14:14:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",MONITOR,25,CMD,CRON[638]:,Oct,/usr/bin/config/checkDev.sh,14:14:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",SERVICE,25,CMD,CRON[641]:,Oct,/usr/bin/config/rsyslog.sh,14:14:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",MONITOR,25,CMD,CRON[682]:,Oct,/usr/bin/config/checkAdmin.sh,14:15:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",SERVICE,25,CMD,CRON[681]:,Oct,/usr/bin/config/rsyslog.sh,14:15:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",MONITOR,25,CMD,CRON[683]:,Oct,/usr/bin/config/checkDev.sh,14:15:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",MONITOR,25,CMD,CRON[684]:,Oct,/usr/bin/config/checkDb.sh,14:15:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",MONITOR,25,CMD,CRON[686]:,Oct,/usr/bin/config/checkElk.sh,14:15:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",MONITOR,25,CMD,CRON[729]:,Oct,/usr/bin/config/checkAdmin.sh,14:16:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",SERVICE,25,CMD,CRON[730]:,Oct,/usr/bin/config/rsyslog.sh,14:16:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",MONITOR,25,CMD,CRON[731]:,Oct,/usr/bin/config/checkDb.sh,14:16:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",MONITOR,25,CMD,CRON[739]:,Oct,/usr/bin/config/checkDev.sh,14:16:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",MONITOR,25,CMD,CRON[745]:,Oct,/usr/bin/config/checkElk.sh,14:16:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",MONITOR,25,CMD,CRON[768]:,Oct,/usr/bin/config/checkAdmin.sh,14:17:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",MONITOR,25,CMD,CRON[769]:,Oct,/usr/bin/config/checkDb.sh,14:17:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",MONITOR,25,CMD,CRON[770]:,Oct,/usr/bin/config/checkDev.sh,14:17:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",MONITOR,25,CMD,CRON[771]:,Oct,/usr/bin/config/checkElk.sh,14:17:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",SERVICE,25,CMD,CRON[774]:,Oct,/usr/bin/config/rsyslog.sh,14:17:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",MONITOR,25,CMD,CRON[811]:,Oct,/usr/bin/config/checkDev.sh,14:18:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",MONITOR,25,CMD,CRON[813]:,Oct,/usr/bin/config/checkDb.sh,14:18:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",MONITOR,25,CMD,CRON[812]:,Oct,/usr/bin/config/checkElk.sh,14:18:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",SERVICE,25,CMD,CRON[814]:,Oct,/usr/bin/config/rsyslog.sh,14:18:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",MONITOR,25,CMD,CRON[810]:,Oct,/usr/bin/config/checkAdmin.sh,14:18:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",MONITOR,25,CMD,CRON[851]:,Oct,/usr/bin/config/checkAdmin.sh,14:19:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",MONITOR,25,CMD,CRON[854]:,Oct,/usr/bin/config/checkDb.sh,14:19:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",MONITOR,25,CMD,CRON[855]:,Oct,/usr/bin/config/checkElk.sh,14:19:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",MONITOR,25,CMD,CRON[856]:,Oct,/usr/bin/config/checkDev.sh,14:19:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",SERVICE,25,CMD,CRON[860]:,Oct,/usr/bin/config/rsyslog.sh,14:19:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",MONITOR,25,CMD,CRON[892]:,Oct,/usr/bin/config/checkAdmin.sh,14:20:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",MONITOR,25,CMD,CRON[895]:,Oct,/usr/bin/config/checkDev.sh,14:20:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",SERVICE,25,CMD,CRON[896]:,Oct,/usr/bin/config/rsyslog.sh,14:20:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",MONITOR,25,CMD,CRON[893]:,Oct,/usr/bin/config/checkDb.sh,14:20:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.186",MONITOR,25,CMD,CRON[894]:,Oct,/usr/bin/config/checkElk.sh,14:20:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.185",SERVICE,25,CMD,CRON[392]:,Oct,/usr/bin/config/rsyslog.sh,14:09:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.185",MONITOR,25,CMD,CRON[475]:,Oct,/usr/bin/config/checkDev.sh,14:10:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.185",MONITOR,25,CMD,CRON[478]:,Oct,/usr/bin/config/checkDb.sh,14:10:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.185",MONITOR,25,CMD,CRON[476]:,Oct,/usr/bin/config/checkAdmin.sh,14:10:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.185",MONITOR,25,CMD,CRON[477]:,Oct,/usr/bin/config/checkElk.sh,14:10:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.185",SERVICE,25,CMD,CRON[479]:,Oct,/usr/bin/config/rsyslog.sh,14:10:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.185",SERVICE,25,CMD,CRON[514]:,Oct,/usr/bin/config/rsyslog.sh,14:11:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.185",MONITOR,25,CMD,CRON[517]:,Oct,/usr/bin/config/checkDb.sh,14:11:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.185",MONITOR,25,CMD,CRON[518]:,Oct,/usr/bin/config/checkAdmin.sh,14:11:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.185",MONITOR,25,CMD,CRON[516]:,Oct,/usr/bin/config/checkDev.sh,14:11:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.185",MONITOR,25,CMD,CRON[515]:,Oct,/usr/bin/config/checkElk.sh,14:11:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.185",MONITOR,25,CMD,CRON[558]:,Oct,/usr/bin/config/checkDev.sh,14:12:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.185",MONITOR,25,CMD,CRON[560]:,Oct,/usr/bin/config/checkAdmin.sh,14:12:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.185",MONITOR,25,CMD,CRON[559]:,Oct,/usr/bin/config/checkElk.sh,14:12:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.185",SERVICE,25,CMD,CRON[561]:,Oct,/usr/bin/config/rsyslog.sh,14:12:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.185",MONITOR,25,CMD,CRON[562]:,Oct,/usr/bin/config/checkDb.sh,14:12:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.185",MONITOR,25,CMD,CRON[597]:,Oct,/usr/bin/config/checkAdmin.sh,14:13:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.185",MONITOR,25,CMD,CRON[601]:,Oct,/usr/bin/config/checkDb.sh,14:13:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.185",MONITOR,25,CMD,CRON[602]:,Oct,/usr/bin/config/checkElk.sh,14:13:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.185",MONITOR,25,CMD,CRON[604]:,Oct,/usr/bin/config/checkDev.sh,14:13:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.185",SERVICE,25,CMD,CRON[607]:,Oct,/usr/bin/config/rsyslog.sh,14:13:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.185",MONITOR,25,CMD,CRON[639]:,Oct,/usr/bin/config/checkDb.sh,14:14:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.184",SERVICE,25,CMD,CRON[348]:,Oct,/usr/bin/config/rsyslog.sh,14:08:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.184",MONITOR,25,CMD,CRON[376]:,Oct,/usr/bin/config/checkAdmin.sh,14:09:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.184",MONITOR,25,CMD,CRON[381]:,Oct,/usr/bin/config/checkElk.sh,14:09:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.184",MONITOR,25,CMD,CRON[379]:,Oct,/usr/bin/config/checkDb.sh,14:09:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.184",MONITOR,25,CMD,CRON[382]:,Oct,/usr/bin/config/checkDev.sh,14:09:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.183",MONITOR,25,CMD,CRON[336]:,Oct,/usr/bin/config/checkDev.sh,14:08:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.183",MONITOR,25,CMD,CRON[337]:,Oct,/usr/bin/config/checkDb.sh,14:08:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.183",MONITOR,25,CMD,CRON[338]:,Oct,/usr/bin/config/checkElk.sh,14:08:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.183",MONITOR,25,CMD,CRON[339]:,Oct,/usr/bin/config/checkAdmin.sh,14:08:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.182",MONITOR,25,CMD,CRON[127]:,Oct,/usr/bin/config/checkElk.sh,14:03:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.182",SERVICE,25,CMD,CRON[129]:,Oct,/usr/bin/config/rsyslog.sh,14:03:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.182",MONITOR,25,CMD,CRON[128]:,Oct,/usr/bin/config/checkDb.sh,14:03:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.182",MONITOR,25,CMD,CRON[126]:,Oct,/usr/bin/config/checkDev.sh,14:03:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.182",MONITOR,25,CMD,CRON[167]:,Oct,/usr/bin/config/checkDev.sh,14:04:02,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.182",MONITOR,25,CMD,CRON[168]:,Oct,/usr/bin/config/checkDb.sh,14:04:02,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.182",SERVICE,25,CMD,CRON[165]:,Oct,/usr/bin/config/rsyslog.sh,14:04:02,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.182",MONITOR,25,CMD,CRON[166]:,Oct,/usr/bin/config/checkElk.sh,14:04:02,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.182",MONITOR,25,CMD,CRON[164]:,Oct,/usr/bin/config/checkAdmin.sh,14:04:02,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.182",MONITOR,25,CMD,CRON[212]:,Oct,/usr/bin/config/checkDev.sh,14:05:03,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.182",MONITOR,25,CMD,CRON[213]:,Oct,/usr/bin/config/checkDb.sh,14:05:03,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.182",MONITOR,25,CMD,CRON[210]:,Oct,/usr/bin/config/checkAdmin.sh,14:05:03,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.182",SERVICE,25,CMD,CRON[209]:,Oct,/usr/bin/config/rsyslog.sh,14:05:03,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.182",MONITOR,25,CMD,CRON[211]:,Oct,/usr/bin/config/checkElk.sh,14:05:03,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.182",MONITOR,25,CMD,CRON[253]:,Oct,/usr/bin/config/checkAdmin.sh,14:06:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.182",MONITOR,25,CMD,CRON[255]:,Oct,/usr/bin/config/checkElk.sh,14:06:02,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.182",MONITOR,25,CMD,CRON[254]:,Oct,/usr/bin/config/checkDb.sh,14:06:02,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.182",SERVICE,25,CMD,CRON[256]:,Oct,/usr/bin/config/rsyslog.sh,14:06:02,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.182",MONITOR,25,CMD,CRON[257]:,Oct,/usr/bin/config/checkDev.sh,14:06:02,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.182",MONITOR,25,CMD,CRON[297]:,Oct,/usr/bin/config/checkAdmin.sh,14:07:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.182",MONITOR,25,CMD,CRON[299]:,Oct,/usr/bin/config/checkDb.sh,14:07:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.182",SERVICE,25,CMD,CRON[300]:,Oct,/usr/bin/config/rsyslog.sh,14:07:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.182",MONITOR,25,CMD,CRON[298]:,Oct,/usr/bin/config/checkDev.sh,14:07:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:40.182",MONITOR,25,CMD,CRON[301]:,Oct,/usr/bin/config/checkElk.sh,14:07:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:20:37.542",MONITOR,25,CMD,CRON[125]:,Oct,/usr/bin/config/checkAdmin.sh,14:03:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:05:12.356",MONITOR,25,CMD,CRON[193]:,Oct,/usr/bin/config/checkDb.sh,7:45:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:05:12.356",MONITOR,25,CMD,CRON[206]:,Oct,/usr/bin/config/checkElk.sh,7:45:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:05:12.356",MONITOR,25,CMD,CRON[237]:,Oct,/usr/bin/config/checkDb.sh,7:46:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:05:12.356",MONITOR,25,CMD,CRON[239]:,Oct,/usr/bin/config/checkAdmin.sh,7:46:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:05:12.356",MONITOR,25,CMD,CRON[238]:,Oct,/usr/bin/config/checkElk.sh,7:46:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:05:12.356",MONITOR,25,CMD,CRON[240]:,Oct,/usr/bin/config/checkDev.sh,7:46:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:05:12.356",SERVICE,25,CMD,CRON[249]:,Oct,/usr/bin/config/rsyslog.sh,7:46:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:05:12.355",SERVICE,24,CMD,CRON[648]:,Oct,/usr/bin/config/rsyslog.sh,20:10:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:05:12.355",MONITOR,24,CMD,CRON[649]:,Oct,/usr/bin/config/checkDev.sh,20:10:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:05:12.355",MONITOR,24,CMD,CRON[650]:,Oct,/usr/bin/config/checkDb.sh,20:10:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:05:12.355",MONITOR,24,CMD,CRON[651]:,Oct,/usr/bin/config/checkElk.sh,20:10:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:05:12.355",MONITOR,24,CMD,CRON[679]:,Oct,/usr/bin/config/checkDev.sh,20:11:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:05:12.355",MONITOR,24,CMD,CRON[680]:,Oct,/usr/bin/config/checkElk.sh,20:11:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
"Oct 25, 2022 @ 22:05:12.355",MONITOR,24,CMD,CRON[681]:,Oct,/usr/bin/config/checkDb.sh,20:11:01,(root),22.04.1 LTS (Jammy Jellyfish),/var/log/cron.log
