"@timestamp","_id","_index","_score","agent.ephemeral_id","agent.hostname","agent.id","agent.name","agent.type","agent.version","bytes_in","bytes_out","client.bytes","client.ip","destination.bytes","destination.ip","destination.mac","destination.packets","destination.port","ecs.version","event.action","event.category","event.dataset","event.duration","event.end","event.kind","event.start","event.type","flow.final","flow.id","host.architecture","host.containerized","host.hostname","host.id","host.ip","host.mac","host.name","host.os.codename","host.os.family","host.os.kernel","host.os.name","host.os.name.text","host.os.platform","host.os.type","host.os.version","icmp.request.code","icmp.request.message","icmp.request.type","icmp.version","network.bytes","network.community_id","network.direction","network.packets","network.transport","network.type",path,"related.ip","server.ip","source.bytes","source.ip","source.mac","source.packets","source.port",status,type
"Oct 22, 2022 @ 14:57:30.002","dcd7_oMBlM6FNcp7gsCq",".ds-packetbeat-8.3.3-2022.10.21-000001","-","b281efe5-fbc1-4306-a86f-898b64cac420",c2be3c5be205,"a565428a-b91f-4602-8150-ea76bdfa24fc",c2be3c5be205,packetbeat,"8.3.3","182.3KB","39.1KB","-","-","39.1KB","192.168.0.2","02:42:c0:a8:00:02",169,9200,"8.0.0","network_flow",network,flow,"730112.2","Oct 22, 2022 @ 14:57:21.498",event,"Oct 22, 2022 @ 14:45:11.385",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/AjxNQ","x86_64",true,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-","221.3KB","1:tDN3KY3Lkgd8ecJMPTiPD5R6+wc=","-",339,tcp,ipv4,"-","-","-","182.3KB","192.168.0.3","02:42:c0:a8:00:03",170,54468,"-",flow
"Oct 22, 2022 @ 14:57:30.002","dsd7_oMBlM6FNcp7gsCq",".ds-packetbeat-8.3.3-2022.10.21-000001","-","b281efe5-fbc1-4306-a86f-898b64cac420",c2be3c5be205,"a565428a-b91f-4602-8150-ea76bdfa24fc",c2be3c5be205,packetbeat,"8.3.3",70B,"-","-","-","-","ff02::2","33:33:00:00:00:02","-","-","8.0.0","network_flow",network,flow,"0.0","Oct 22, 2022 @ 14:57:29.690",event,"Oct 22, 2022 @ 14:57:29.690",connection,false,"QQAA//////8M//////8BAAEeXMI+DmYzMwAAAAL+gAAAAAAAABxcwv/+Pg5m/wIAAAAAAAAAAAAAAAAAAg","x86_64",true,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-",70B,"1:yQsdEDTHtfxkpiA/zjZzwFHGXLE=","-",1,"ipv6-icmp",ipv6,"-","-","-",70B,"fe80::1c5c:c2ff:fe3e:e66","1e:5c:c2:3e:0e:66",1,"-","-",flow
"Oct 22, 2022 @ 14:57:29.530","dMd7_oMBlM6FNcp7gsCq",".ds-packetbeat-8.3.3-2022.10.21-000001","-","b281efe5-fbc1-4306-a86f-898b64cac420",c2be3c5be205,"a565428a-b91f-4602-8150-ea76bdfa24fc",c2be3c5be205,packetbeat,"8.3.3",8B,"-",8B,"fe80::1c5c:c2ff:fe3e:e66","-","ff02::2","-","-","-","8.0.0","-",network,icmp,"-","-",event,"Oct 22, 2022 @ 14:57:29.530",connection,"-","-","x86_64",true,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)",0,RouterSolicitation,133,6,8B,"1:yQsdEDTHtfxkpiA/zjZzwFHGXLE=",ingress,"-","ipv6-icmp",ipv6,"ff02::2","fe80::1c5c:c2ff:fe3e:e66, ff02::2","ff02::2",8B,"fe80::1c5c:c2ff:fe3e:e66","-","-","-",OK,icmp
"Oct 22, 2022 @ 14:57:20.000","U8d7_oMBlM6FNcp7XMBq",".ds-packetbeat-8.3.3-2022.10.21-000001","-","b281efe5-fbc1-4306-a86f-898b64cac420",c2be3c5be205,"a565428a-b91f-4602-8150-ea76bdfa24fc",c2be3c5be205,packetbeat,"8.3.3","180.5KB","38.6KB","-","-","38.6KB","192.168.0.2","02:42:c0:a8:00:02",167,9200,"8.0.0","network_flow",network,flow,"719872.0","Oct 22, 2022 @ 14:57:11.257",event,"Oct 22, 2022 @ 14:45:11.385",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/AjxNQ","x86_64",true,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-","219.1KB","1:tDN3KY3Lkgd8ecJMPTiPD5R6+wc=","-",335,tcp,ipv4,"-","-","-","180.5KB","192.168.0.3","02:42:c0:a8:00:03",168,54468,"-",flow
"Oct 22, 2022 @ 14:57:10.001","MMd7_oMBlM6FNcp7NcBb",".ds-packetbeat-8.3.3-2022.10.21-000001","-","b281efe5-fbc1-4306-a86f-898b64cac420",c2be3c5be205,"a565428a-b91f-4602-8150-ea76bdfa24fc",c2be3c5be205,packetbeat,"8.3.3","178.8KB","38.1KB","-","-","38.1KB","192.168.0.2","02:42:c0:a8:00:02",165,9200,"8.0.0","network_flow",network,flow,"709632.1","Oct 22, 2022 @ 14:57:01.018",event,"Oct 22, 2022 @ 14:45:11.385",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/AjxNQ","x86_64",true,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-",217KB,"1:tDN3KY3Lkgd8ecJMPTiPD5R6+wc=","-",331,tcp,ipv4,"-","-","-","178.8KB","192.168.0.3","02:42:c0:a8:00:03",166,54468,"-",flow
"Oct 22, 2022 @ 14:57:00.001","D8d7_oMBlM6FNcp7DsBL",".ds-packetbeat-8.3.3-2022.10.21-000001","-","b281efe5-fbc1-4306-a86f-898b64cac420",c2be3c5be205,"a565428a-b91f-4602-8150-ea76bdfa24fc",c2be3c5be205,packetbeat,"8.3.3","177.1KB","37.6KB","-","-","37.6KB","192.168.0.2","02:42:c0:a8:00:02",163,9200,"8.0.0","network_flow",network,flow,"699904.1","Oct 22, 2022 @ 14:56:51.290",event,"Oct 22, 2022 @ 14:45:11.385",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/AjxNQ","x86_64",true,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-","214.8KB","1:tDN3KY3Lkgd8ecJMPTiPD5R6+wc=","-",327,tcp,ipv4,"-","-","-","177.1KB","192.168.0.3","02:42:c0:a8:00:03",164,54468,"-",flow
"Oct 22, 2022 @ 14:56:50.001","7sd6_oMBlM6FNcp75788",".ds-packetbeat-8.3.3-2022.10.21-000001","-","b281efe5-fbc1-4306-a86f-898b64cac420",c2be3c5be205,"a565428a-b91f-4602-8150-ea76bdfa24fc",c2be3c5be205,packetbeat,"8.3.3","175.4KB","37.2KB","-","-","37.2KB","192.168.0.2","02:42:c0:a8:00:02",161,9200,"8.0.0","network_flow",network,flow,"689664.2","Oct 22, 2022 @ 14:56:41.050",event,"Oct 22, 2022 @ 14:45:11.385",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/AjxNQ","x86_64",true,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-","212.6KB","1:tDN3KY3Lkgd8ecJMPTiPD5R6+wc=","-",323,tcp,ipv4,"-","-","-","175.4KB","192.168.0.3","02:42:c0:a8:00:03",162,54468,"-",flow
"Oct 22, 2022 @ 14:56:40.001","zcd6_oMBlM6FNcp7wL8r",".ds-packetbeat-8.3.3-2022.10.21-000001","-","b281efe5-fbc1-4306-a86f-898b64cac420",c2be3c5be205,"a565428a-b91f-4602-8150-ea76bdfa24fc",c2be3c5be205,packetbeat,"8.3.3","173.7KB","36.7KB","-","-","36.7KB","192.168.0.2","02:42:c0:a8:00:02",159,9200,"8.0.0","network_flow",network,flow,"679936.2","Oct 22, 2022 @ 14:56:31.322",event,"Oct 22, 2022 @ 14:45:11.385",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/AjxNQ","x86_64",true,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-","210.4KB","1:tDN3KY3Lkgd8ecJMPTiPD5R6+wc=","-",319,tcp,ipv4,"-","-","-","173.7KB","192.168.0.3","02:42:c0:a8:00:03",160,54468,"-",flow
"Oct 22, 2022 @ 14:56:30.000","rMd6_oMBlM6FNcp7mb8a",".ds-packetbeat-8.3.3-2022.10.21-000001","-","b281efe5-fbc1-4306-a86f-898b64cac420",c2be3c5be205,"a565428a-b91f-4602-8150-ea76bdfa24fc",c2be3c5be205,packetbeat,"8.3.3",172KB,"36.2KB","-","-","36.2KB","192.168.0.2","02:42:c0:a8:00:02",157,9200,"8.0.0","network_flow",network,flow,"669696.6","Oct 22, 2022 @ 14:56:21.082",event,"Oct 22, 2022 @ 14:45:11.385",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/AjxNQ","x86_64",true,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-","208.3KB","1:tDN3KY3Lkgd8ecJMPTiPD5R6+wc=","-",315,tcp,ipv4,"-","-","-",172KB,"192.168.0.3","02:42:c0:a8:00:03",158,54468,"-",flow
"Oct 22, 2022 @ 14:56:20.001","i8d6_oMBlM6FNcp7cr8L",".ds-packetbeat-8.3.3-2022.10.21-000001","-","b281efe5-fbc1-4306-a86f-898b64cac420",c2be3c5be205,"a565428a-b91f-4602-8150-ea76bdfa24fc",c2be3c5be205,packetbeat,"8.3.3","170.3KB","35.8KB","-","-","35.8KB","192.168.0.2","02:42:c0:a8:00:02",155,9200,"8.0.0","network_flow",network,flow,"659967.9","Oct 22, 2022 @ 14:56:11.353",event,"Oct 22, 2022 @ 14:45:11.385",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/AjxNQ","x86_64",true,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-","206.1KB","1:tDN3KY3Lkgd8ecJMPTiPD5R6+wc=","-",311,tcp,ipv4,"-","-","-","170.3KB","192.168.0.3","02:42:c0:a8:00:03",156,54468,"-",flow
"Oct 22, 2022 @ 14:56:10.000","aMd6_oMBlM6FNcp7Sr_6",".ds-packetbeat-8.3.3-2022.10.21-000001","-","b281efe5-fbc1-4306-a86f-898b64cac420",c2be3c5be205,"a565428a-b91f-4602-8150-ea76bdfa24fc",c2be3c5be205,packetbeat,"8.3.3","168.6KB","35.3KB","-","-","35.3KB","192.168.0.2","02:42:c0:a8:00:02",153,9200,"8.0.0","network_flow",network,flow,"649728.5","Oct 22, 2022 @ 14:56:01.114",event,"Oct 22, 2022 @ 14:45:11.385",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/AjxNQ","x86_64",true,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-","203.9KB","1:tDN3KY3Lkgd8ecJMPTiPD5R6+wc=","-",307,tcp,ipv4,"-","-","-","168.6KB","192.168.0.3","02:42:c0:a8:00:03",154,54468,"-",flow
"Oct 22, 2022 @ 14:56:00.001","Rsd6_oMBlM6FNcp7I7_r",".ds-packetbeat-8.3.3-2022.10.21-000001","-","b281efe5-fbc1-4306-a86f-898b64cac420",c2be3c5be205,"a565428a-b91f-4602-8150-ea76bdfa24fc",c2be3c5be205,packetbeat,"8.3.3","165.6KB","34.8KB","-","-","34.8KB","192.168.0.2","02:42:c0:a8:00:02",151,9200,"8.0.0","network_flow",network,flow,"640000.3","Oct 22, 2022 @ 14:55:51.386",event,"Oct 22, 2022 @ 14:45:11.385",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/AjxNQ","x86_64",true,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-","200.5KB","1:tDN3KY3Lkgd8ecJMPTiPD5R6+wc=","-",303,tcp,ipv4,"-","-","-","165.6KB","192.168.0.3","02:42:c0:a8:00:03",152,54468,"-",flow
"Oct 22, 2022 @ 14:56:00.001","R8d6_oMBlM6FNcp7I7_r",".ds-packetbeat-8.3.3-2022.10.21-000001","-","b281efe5-fbc1-4306-a86f-898b64cac420",c2be3c5be205,"a565428a-b91f-4602-8150-ea76bdfa24fc",c2be3c5be205,packetbeat,"8.3.3",107B,"-","-","-","-","ff02::fb","33:33:00:00:00:fb","-",5353,"8.0.0","network_flow",network,flow,"0.0","Oct 22, 2022 @ 14:55:01.723",event,"Oct 22, 2022 @ 14:55:01.723","connection, end",true,"QQIA//////8M//8s//8BAAEeXMI+DmYzMwAAAPv+gAAAAAAAABxcwv/+Pg5m/wIAAAAAAAAAAAAAAAAA++kU6RQ","x86_64",true,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-",107B,"1:sbdrM/i/6skaisasmoi4w0ZbyrA=","-",1,udp,ipv6,"-","-","-",107B,"fe80::1c5c:c2ff:fe3e:e66","1e:5c:c2:3e:0e:66",1,5353,"-",flow
"Oct 22, 2022 @ 14:55:50.000","JMd5_oMBlM6FNcp7_L_a",".ds-packetbeat-8.3.3-2022.10.21-000001","-","b281efe5-fbc1-4306-a86f-898b64cac420",c2be3c5be205,"a565428a-b91f-4602-8150-ea76bdfa24fc",c2be3c5be205,packetbeat,"8.3.3","162.7KB","34.3KB","-","-","34.3KB","192.168.0.2","02:42:c0:a8:00:02",149,9200,"8.0.0","network_flow",network,flow,"629760.1","Oct 22, 2022 @ 14:55:41.146",event,"Oct 22, 2022 @ 14:45:11.385",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/AjxNQ","x86_64",true,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-",197KB,"1:tDN3KY3Lkgd8ecJMPTiPD5R6+wc=","-",299,tcp,ipv4,"-","-","-","162.7KB","192.168.0.3","02:42:c0:a8:00:03",150,54468,"-",flow
"Oct 22, 2022 @ 14:55:50.000","Jcd5_oMBlM6FNcp7_L_a",".ds-packetbeat-8.3.3-2022.10.21-000001","-","b281efe5-fbc1-4306-a86f-898b64cac420",c2be3c5be205,"a565428a-b91f-4602-8150-ea76bdfa24fc",c2be3c5be205,packetbeat,"8.3.3",107B,"-","-","-","-","ff02::fb","33:33:00:00:00:fb","-",5353,"8.0.0","network_flow",network,flow,"0.0","Oct 22, 2022 @ 14:55:01.723",event,"Oct 22, 2022 @ 14:55:01.723",connection,false,"QQIA//////8M//8s//8BAAEeXMI+DmYzMwAAAPv+gAAAAAAAABxcwv/+Pg5m/wIAAAAAAAAAAAAAAAAA++kU6RQ","x86_64",true,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-",107B,"1:sbdrM/i/6skaisasmoi4w0ZbyrA=","-",1,udp,ipv6,"-","-","-",107B,"fe80::1c5c:c2ff:fe3e:e66","1e:5c:c2:3e:0e:66",1,5353,"-",flow
"Oct 22, 2022 @ 14:55:40.001","Asd5_oMBlM6FNcp71b_K",".ds-packetbeat-8.3.3-2022.10.21-000001","-","b281efe5-fbc1-4306-a86f-898b64cac420",c2be3c5be205,"a565428a-b91f-4602-8150-ea76bdfa24fc",c2be3c5be205,packetbeat,"8.3.3","159.7KB","33.8KB","-","-","33.8KB","192.168.0.2","02:42:c0:a8:00:02",147,9200,"8.0.0","network_flow",network,flow,"620031.9","Oct 22, 2022 @ 14:55:31.417",event,"Oct 22, 2022 @ 14:45:11.385",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/AjxNQ","x86_64",true,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-","193.6KB","1:tDN3KY3Lkgd8ecJMPTiPD5R6+wc=","-",295,tcp,ipv4,"-","-","-","159.7KB","192.168.0.3","02:42:c0:a8:00:03",148,54468,"-",flow
"Oct 22, 2022 @ 14:55:40.001","A8d5_oMBlM6FNcp71b_K",".ds-packetbeat-8.3.3-2022.10.21-000001","-","b281efe5-fbc1-4306-a86f-898b64cac420",c2be3c5be205,"a565428a-b91f-4602-8150-ea76bdfa24fc",c2be3c5be205,packetbeat,"8.3.3",107B,"-","-","-","-","ff02::fb","33:33:00:00:00:fb","-",5353,"8.0.0","network_flow",network,flow,"0.0","Oct 22, 2022 @ 14:55:01.723",event,"Oct 22, 2022 @ 14:55:01.723",connection,false,"QQIA//////8M//8s//8BAAEeXMI+DmYzMwAAAPv+gAAAAAAAABxcwv/+Pg5m/wIAAAAAAAAAAAAAAAAA++kU6RQ","x86_64",true,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-",107B,"1:sbdrM/i/6skaisasmoi4w0ZbyrA=","-",1,udp,ipv6,"-","-","-",107B,"fe80::1c5c:c2ff:fe3e:e66","1e:5c:c2:3e:0e:66",1,5353,"-",flow
"Oct 22, 2022 @ 14:55:30.001","4Md5_oMBlM6FNcp7rr66",".ds-packetbeat-8.3.3-2022.10.21-000001","-","b281efe5-fbc1-4306-a86f-898b64cac420",c2be3c5be205,"a565428a-b91f-4602-8150-ea76bdfa24fc",c2be3c5be205,packetbeat,"8.3.3","156.8KB","33.4KB","-","-","33.4KB","192.168.0.2","02:42:c0:a8:00:02",145,9200,"8.0.0","network_flow",network,flow,"609792.1","Oct 22, 2022 @ 14:55:21.178",event,"Oct 22, 2022 @ 14:45:11.385",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/AjxNQ","x86_64",true,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-","190.1KB","1:tDN3KY3Lkgd8ecJMPTiPD5R6+wc=","-",291,tcp,ipv4,"-","-","-","156.8KB","192.168.0.3","02:42:c0:a8:00:03",146,54468,"-",flow
"Oct 22, 2022 @ 14:55:30.001","4cd5_oMBlM6FNcp7rr66",".ds-packetbeat-8.3.3-2022.10.21-000001","-","b281efe5-fbc1-4306-a86f-898b64cac420",c2be3c5be205,"a565428a-b91f-4602-8150-ea76bdfa24fc",c2be3c5be205,packetbeat,"8.3.3",107B,"-","-","-","-","ff02::fb","33:33:00:00:00:fb","-",5353,"8.0.0","network_flow",network,flow,"0.0","Oct 22, 2022 @ 14:55:01.723",event,"Oct 22, 2022 @ 14:55:01.723",connection,false,"QQIA//////8M//8s//8BAAEeXMI+DmYzMwAAAPv+gAAAAAAAABxcwv/+Pg5m/wIAAAAAAAAAAAAAAAAA++kU6RQ","x86_64",true,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-",107B,"1:sbdrM/i/6skaisasmoi4w0ZbyrA=","-",1,udp,ipv6,"-","-","-",107B,"fe80::1c5c:c2ff:fe3e:e66","1e:5c:c2:3e:0e:66",1,5353,"-",flow
"Oct 22, 2022 @ 14:55:20.001","vsd5_oMBlM6FNcp7h76s",".ds-packetbeat-8.3.3-2022.10.21-000001","-","b281efe5-fbc1-4306-a86f-898b64cac420",c2be3c5be205,"a565428a-b91f-4602-8150-ea76bdfa24fc",c2be3c5be205,packetbeat,"8.3.3","153.8KB","32.9KB","-","-","32.9KB","192.168.0.2","02:42:c0:a8:00:02",143,9200,"8.0.0","network_flow",network,flow,"600064.0","Oct 22, 2022 @ 14:55:11.450",event,"Oct 22, 2022 @ 14:45:11.385",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/AjxNQ","x86_64",true,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-","186.7KB","1:tDN3KY3Lkgd8ecJMPTiPD5R6+wc=","-",287,tcp,ipv4,"-","-","-","153.8KB","192.168.0.3","02:42:c0:a8:00:03",144,54468,"-",flow
"Oct 22, 2022 @ 14:55:20.001","v8d5_oMBlM6FNcp7h76s",".ds-packetbeat-8.3.3-2022.10.21-000001","-","b281efe5-fbc1-4306-a86f-898b64cac420",c2be3c5be205,"a565428a-b91f-4602-8150-ea76bdfa24fc",c2be3c5be205,packetbeat,"8.3.3",107B,"-","-","-","-","ff02::fb","33:33:00:00:00:fb","-",5353,"8.0.0","network_flow",network,flow,"0.0","Oct 22, 2022 @ 14:55:01.723",event,"Oct 22, 2022 @ 14:55:01.723",connection,false,"QQIA//////8M//8s//8BAAEeXMI+DmYzMwAAAPv+gAAAAAAAABxcwv/+Pg5m/wIAAAAAAAAAAAAAAAAA++kU6RQ","x86_64",true,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-",107B,"1:sbdrM/i/6skaisasmoi4w0ZbyrA=","-",1,udp,ipv6,"-","-","-",107B,"fe80::1c5c:c2ff:fe3e:e66","1e:5c:c2:3e:0e:66",1,5353,"-",flow
"Oct 22, 2022 @ 14:55:10.000","msd5_oMBlM6FNcp7YL6Z",".ds-packetbeat-8.3.3-2022.10.21-000001","-","b281efe5-fbc1-4306-a86f-898b64cac420",c2be3c5be205,"a565428a-b91f-4602-8150-ea76bdfa24fc",c2be3c5be205,packetbeat,"8.3.3","150.9KB","32.4KB","-","-","32.4KB","192.168.0.2","02:42:c0:a8:00:02",141,9200,"8.0.0","network_flow",network,flow,"589824.8","Oct 22, 2022 @ 14:55:01.210",event,"Oct 22, 2022 @ 14:45:11.385",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/AjxNQ","x86_64",true,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-","183.3KB","1:tDN3KY3Lkgd8ecJMPTiPD5R6+wc=","-",283,tcp,ipv4,"-","-","-","150.9KB","192.168.0.3","02:42:c0:a8:00:03",142,54468,"-",flow
