"@timestamp","_id","_index","_score","agent.ephemeral_id","agent.hostname","agent.id","agent.name","agent.type","agent.version","bytes_in","bytes_out","client.bytes","client.ip","destination.bytes","destination.ip","destination.mac","destination.packets","destination.port","ecs.version","event.action","event.category","event.dataset","event.duration","event.end","event.kind","event.start","event.type","flow.final","flow.id","host.architecture","host.containerized","host.hostname","host.id","host.ip","host.mac","host.name","host.os.codename","host.os.family","host.os.kernel","host.os.name","host.os.name.text","host.os.platform","host.os.type","host.os.version","icmp.request.code","icmp.request.message","icmp.request.type","icmp.version","network.bytes","network.community_id","network.direction","network.packets","network.transport","network.type",path,"related.ip","server.ip","source.bytes","source.ip","source.mac","source.packets","source.port",status,type
"Oct 22, 2022 @ 13:31:20.002","J8cs_oMBlM6FNcp7oHkt",".ds-packetbeat-8.3.3-2022.10.21-000001","-","fbd19801-4168-4928-980d-93a058c306ec",6d29bb3e3d3e,"2122812f-59bf-4c63-b633-70aca86e11d3",6d29bb3e3d3e,packetbeat,"8.3.3","11.2KB","4.5KB","-","-","4.5KB","192.168.0.2","02:42:c0:a8:00:02",20,9200,"8.0.0","network_flow",network,flow,"6144.6","Oct 22, 2022 @ 13:31:11.354",event,"Oct 22, 2022 @ 13:31:05.210",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/AjXMA","x86_64",true,6d29bb3e3d3e,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",6d29bb3e3d3e,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-","15.7KB","1:E60pDbLDvLua/JVomuiP2ockPpc=","-",41,tcp,ipv4,"-","-","-","11.2KB","192.168.0.3","02:42:c0:a8:00:03",21,49244,"-",flow
"Oct 22, 2022 @ 13:31:20.002","KMcs_oMBlM6FNcp7oHkt",".ds-packetbeat-8.3.3-2022.10.21-000001","-","fbd19801-4168-4928-980d-93a058c306ec",6d29bb3e3d3e,"2122812f-59bf-4c63-b633-70aca86e11d3",6d29bb3e3d3e,packetbeat,"8.3.3",107B,"-","-","-","-","ff02::fb","33:33:00:00:00:fb","-",5353,"8.0.0","network_flow",network,flow,"0.0","Oct 22, 2022 @ 13:31:03.246",event,"Oct 22, 2022 @ 13:31:03.246",connection,false,"QQIA//////8M//8s//8BAAEzMwAAAPtC6DFGqKr/AgAAAAAAAAAAAAAAAAD7/oAAAAAAAABA6DH//kaoqukU6RQ","x86_64",true,6d29bb3e3d3e,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",6d29bb3e3d3e,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-",107B,"1:PiODMjxlXEF2emy5rNrTjZqltEQ=","-",1,udp,ipv6,"-","-","-",107B,"fe80::40e8:31ff:fe46:a8aa","42:e8:31:46:a8:aa",1,5353,"-",flow
"Oct 22, 2022 @ 13:31:20.002","Kccs_oMBlM6FNcp7oHkt",".ds-packetbeat-8.3.3-2022.10.21-000001","-","fbd19801-4168-4928-980d-93a058c306ec",6d29bb3e3d3e,"2122812f-59bf-4c63-b633-70aca86e11d3",6d29bb3e3d3e,packetbeat,"8.3.3",70B,"-","-","-","-","ff02::2","33:33:00:00:00:02","-","-","8.0.0","network_flow",network,flow,"0.0","Oct 22, 2022 @ 13:31:04.185",event,"Oct 22, 2022 @ 13:31:04.185",connection,false,"QQAA//////8M//////8BAAEzMwAAAAJC6DFGqKr/AgAAAAAAAAAAAAAAAAAC/oAAAAAAAABA6DH//kaoqg","x86_64",true,6d29bb3e3d3e,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",6d29bb3e3d3e,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-",70B,"1:oaYNt/2M5Vw6CEik41e4rG9npXg=","-",1,"ipv6-icmp",ipv6,"-","-","-",70B,"fe80::40e8:31ff:fe46:a8aa","42:e8:31:46:a8:aa",1,"-","-",flow
"Oct 22, 2022 @ 13:31:10.000","7scs_oMBlM6FNcp7eXgb",".ds-packetbeat-8.3.3-2022.10.21-000001","-","fbd19801-4168-4928-980d-93a058c306ec",6d29bb3e3d3e,"2122812f-59bf-4c63-b633-70aca86e11d3",6d29bb3e3d3e,packetbeat,"8.3.3","875.8KB","17.4KB","-","-","17.4KB","192.168.0.2","02:42:c0:a8:00:02",92,9200,"8.0.0","network_flow",network,flow,"8720.0","Oct 22, 2022 @ 13:31:05.722",event,"Oct 22, 2022 @ 13:30:57.002",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/Ajhtw","x86_64",true,6d29bb3e3d3e,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",6d29bb3e3d3e,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-","893.2KB","1:/AAFkgg5y1R1NRDWzzSohyltfoI=","-",190,tcp,ipv4,"-","-","-","875.8KB","192.168.0.3","02:42:c0:a8:00:03",98,56454,"-",flow
"Oct 22, 2022 @ 13:31:10.000","78cs_oMBlM6FNcp7eXgb",".ds-packetbeat-8.3.3-2022.10.21-000001","-","fbd19801-4168-4928-980d-93a058c306ec",6d29bb3e3d3e,"2122812f-59bf-4c63-b633-70aca86e11d3",6d29bb3e3d3e,packetbeat,"8.3.3",554B,138B,"-","-",138B,"192.168.0.2","02:42:c0:a8:00:02",2,5044,"8.0.0","network_flow",network,flow,"0.0","Oct 22, 2022 @ 13:30:57.002",event,"Oct 22, 2022 @ 13:30:57.002",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA7QTtIk","x86_64",true,6d29bb3e3d3e,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",6d29bb3e3d3e,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-",692B,"1:XBZhQnkWcF0NvQQvsZrDRplQcCE=","-",4,tcp,ipv4,"-","-","-",554B,"192.168.0.3","02:42:c0:a8:00:03",2,35252,"-",flow
"Oct 22, 2022 @ 13:31:10.000","8Mcs_oMBlM6FNcp7eXgb",".ds-packetbeat-8.3.3-2022.10.21-000001","-","fbd19801-4168-4928-980d-93a058c306ec",6d29bb3e3d3e,"2122812f-59bf-4c63-b633-70aca86e11d3",6d29bb3e3d3e,packetbeat,"8.3.3","4.5KB","3.9KB","-","-","3.9KB","192.168.0.2","02:42:c0:a8:00:02",17,9200,"8.0.0","network_flow",network,flow,"512.1","Oct 22, 2022 @ 13:31:05.722",event,"Oct 22, 2022 @ 13:31:05.210",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/AjXMA","x86_64",true,6d29bb3e3d3e,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",6d29bb3e3d3e,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-","8.4KB","1:E60pDbLDvLua/JVomuiP2ockPpc=","-",35,tcp,ipv4,"-","-","-","4.5KB","192.168.0.3","02:42:c0:a8:00:03",18,49244,"-",flow
"Oct 22, 2022 @ 13:31:10.000","8ccs_oMBlM6FNcp7eXgb",".ds-packetbeat-8.3.3-2022.10.21-000001","-","fbd19801-4168-4928-980d-93a058c306ec",6d29bb3e3d3e,"2122812f-59bf-4c63-b633-70aca86e11d3",6d29bb3e3d3e,packetbeat,"8.3.3",107B,"-","-","-","-","ff02::fb","33:33:00:00:00:fb","-",5353,"8.0.0","network_flow",network,flow,"0.0","Oct 22, 2022 @ 13:31:03.246",event,"Oct 22, 2022 @ 13:31:03.246",connection,false,"QQIA//////8M//8s//8BAAEzMwAAAPtC6DFGqKr/AgAAAAAAAAAAAAAAAAD7/oAAAAAAAABA6DH//kaoqukU6RQ","x86_64",true,6d29bb3e3d3e,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",6d29bb3e3d3e,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-",107B,"1:PiODMjxlXEF2emy5rNrTjZqltEQ=","-",1,udp,ipv6,"-","-","-",107B,"fe80::40e8:31ff:fe46:a8aa","42:e8:31:46:a8:aa",1,5353,"-",flow
"Oct 22, 2022 @ 13:31:10.000","8scs_oMBlM6FNcp7eXgb",".ds-packetbeat-8.3.3-2022.10.21-000001","-","fbd19801-4168-4928-980d-93a058c306ec",6d29bb3e3d3e,"2122812f-59bf-4c63-b633-70aca86e11d3",6d29bb3e3d3e,packetbeat,"8.3.3",70B,"-","-","-","-","ff02::2","33:33:00:00:00:02","-","-","8.0.0","network_flow",network,flow,"0.0","Oct 22, 2022 @ 13:31:04.185",event,"Oct 22, 2022 @ 13:31:04.185",connection,false,"QQAA//////8M//////8BAAEzMwAAAAJC6DFGqKr/AgAAAAAAAAAAAAAAAAAC/oAAAAAAAABA6DH//kaoqg","x86_64",true,6d29bb3e3d3e,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",6d29bb3e3d3e,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-",70B,"1:oaYNt/2M5Vw6CEik41e4rG9npXg=","-",1,"ipv6-icmp",ipv6,"-","-","-",70B,"fe80::40e8:31ff:fe46:a8aa","42:e8:31:46:a8:aa",1,"-","-",flow
"Oct 22, 2022 @ 13:31:03.993","r8cs_oMBlM6FNcp7Ynht",".ds-packetbeat-8.3.3-2022.10.21-000001","-","fbd19801-4168-4928-980d-93a058c306ec",6d29bb3e3d3e,"2122812f-59bf-4c63-b633-70aca86e11d3",6d29bb3e3d3e,packetbeat,"8.3.3",8B,"-",8B,"fe80::40e8:31ff:fe46:a8aa","-","ff02::2","-","-","-","8.0.0","-",network,icmp,"-","-",event,"Oct 22, 2022 @ 13:31:03.993",connection,"-","-","x86_64",true,6d29bb3e3d3e,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",6d29bb3e3d3e,jammy,debian,"5.4.0-131-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)",0,RouterSolicitation,133,6,8B,"1:oaYNt/2M5Vw6CEik41e4rG9npXg=",ingress,"-","ipv6-icmp",ipv6,"ff02::2","fe80::40e8:31ff:fe46:a8aa, ff02::2","ff02::2",8B,"fe80::40e8:31ff:fe46:a8aa","-","-","-",OK,icmp
"Oct 21, 2022 @ 18:41:50.001","1bUi-oMBfKPbQnSvicGc",".ds-packetbeat-8.3.3-2022.10.21-000001","-","476e4ecb-f850-43db-a5c6-88ba94855684",ebd6572ee8f3,"a8d868d4-6b68-4250-9d63-e99ff56bba67",ebd6572ee8f3,packetbeat,"8.3.3","489.7KB","95.7KB","-","-","95.7KB","192.168.0.2","02:42:c0:a8:00:02",417,9200,"8.0.0","network_flow",network,flow,"1900155.9","Oct 21, 2022 @ 18:41:41.422",event,"Oct 21, 2022 @ 18:10:01.267",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/AjcOM","x86_64",true,ebd6572ee8f3,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.2, 192.168.0.3","02:42:ac:11:00:02, 02:42:c0:a8:00:03",ebd6572ee8f3,jammy,debian,"5.4.0-128-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-","585.3KB","1:mQJWpP3YUo7N8Cpj3eNcFUKYD/g=","-",835,tcp,ipv4,"-","-","-","489.7KB","192.168.0.3","02:42:c0:a8:00:03",418,58224,"-",flow
"Oct 21, 2022 @ 18:41:40.001","t7Ui-oMBfKPbQnSvYsGL",".ds-packetbeat-8.3.3-2022.10.21-000001","-","476e4ecb-f850-43db-a5c6-88ba94855684",ebd6572ee8f3,"a8d868d4-6b68-4250-9d63-e99ff56bba67",ebd6572ee8f3,packetbeat,"8.3.3","487.9KB","95.2KB","-","-","95.2KB","192.168.0.2","02:42:c0:a8:00:02",415,9200,"8.0.0","network_flow",network,flow,"1889916.9","Oct 21, 2022 @ 18:41:31.183",event,"Oct 21, 2022 @ 18:10:01.267",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/AjcOM","x86_64",true,ebd6572ee8f3,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.2, 192.168.0.3","02:42:ac:11:00:02, 02:42:c0:a8:00:03",ebd6572ee8f3,jammy,debian,"5.4.0-128-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-","583.1KB","1:mQJWpP3YUo7N8Cpj3eNcFUKYD/g=","-",831,tcp,ipv4,"-","-","-","487.9KB","192.168.0.3","02:42:c0:a8:00:03",416,58224,"-",flow
"Oct 21, 2022 @ 18:41:30.001","mbUi-oMBfKPbQnSvO8F8",".ds-packetbeat-8.3.3-2022.10.21-000001","-","476e4ecb-f850-43db-a5c6-88ba94855684",ebd6572ee8f3,"a8d868d4-6b68-4250-9d63-e99ff56bba67",ebd6572ee8f3,packetbeat,"8.3.3","486.2KB","94.7KB","-","-","94.7KB","192.168.0.2","02:42:c0:a8:00:02",413,9200,"8.0.0","network_flow",network,flow,"1880188.5","Oct 21, 2022 @ 18:41:21.455",event,"Oct 21, 2022 @ 18:10:01.267",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/AjcOM","x86_64",true,ebd6572ee8f3,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.2, 192.168.0.3","02:42:ac:11:00:02, 02:42:c0:a8:00:03",ebd6572ee8f3,jammy,debian,"5.4.0-128-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-",581KB,"1:mQJWpP3YUo7N8Cpj3eNcFUKYD/g=","-",827,tcp,ipv4,"-","-","-","486.2KB","192.168.0.3","02:42:c0:a8:00:03",414,58224,"-",flow
"Oct 21, 2022 @ 18:41:20.001","e7Ui-oMBfKPbQnSvFMFq",".ds-packetbeat-8.3.3-2022.10.21-000001","-","476e4ecb-f850-43db-a5c6-88ba94855684",ebd6572ee8f3,"a8d868d4-6b68-4250-9d63-e99ff56bba67",ebd6572ee8f3,packetbeat,"8.3.3","484.5KB","94.3KB","-","-","94.3KB","192.168.0.2","02:42:c0:a8:00:02",411,9200,"8.0.0","network_flow",network,flow,"1869948.2","Oct 21, 2022 @ 18:41:11.215",event,"Oct 21, 2022 @ 18:10:01.267",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/AjcOM","x86_64",true,ebd6572ee8f3,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.2, 192.168.0.3","02:42:ac:11:00:02, 02:42:c0:a8:00:03",ebd6572ee8f3,jammy,debian,"5.4.0-128-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-","578.8KB","1:mQJWpP3YUo7N8Cpj3eNcFUKYD/g=","-",823,tcp,ipv4,"-","-","-","484.5KB","192.168.0.3","02:42:c0:a8:00:03",412,58224,"-",flow
"Oct 21, 2022 @ 18:41:10.001","XbUh-oMBfKPbQnSv7cFb",".ds-packetbeat-8.3.3-2022.10.21-000001","-","476e4ecb-f850-43db-a5c6-88ba94855684",ebd6572ee8f3,"a8d868d4-6b68-4250-9d63-e99ff56bba67",ebd6572ee8f3,packetbeat,"8.3.3","482.8KB","93.8KB","-","-","93.8KB","192.168.0.2","02:42:c0:a8:00:02",409,9200,"8.0.0","network_flow",network,flow,"1860219.6","Oct 21, 2022 @ 18:41:01.486",event,"Oct 21, 2022 @ 18:10:01.267",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/AjcOM","x86_64",true,ebd6572ee8f3,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.2, 192.168.0.3","02:42:ac:11:00:02, 02:42:c0:a8:00:03",ebd6572ee8f3,jammy,debian,"5.4.0-128-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-","576.6KB","1:mQJWpP3YUo7N8Cpj3eNcFUKYD/g=","-",819,tcp,ipv4,"-","-","-","482.8KB","192.168.0.3","02:42:c0:a8:00:03",410,58224,"-",flow
"Oct 21, 2022 @ 18:41:00.002","P7Uh-oMBfKPbQnSvxsFL",".ds-packetbeat-8.3.3-2022.10.21-000001","-","476e4ecb-f850-43db-a5c6-88ba94855684",ebd6572ee8f3,"a8d868d4-6b68-4250-9d63-e99ff56bba67",ebd6572ee8f3,packetbeat,"8.3.3","481.1KB","93.3KB","-","-","93.3KB","192.168.0.2","02:42:c0:a8:00:02",407,9200,"8.0.0","network_flow",network,flow,"1849980.0","Oct 21, 2022 @ 18:40:51.247",event,"Oct 21, 2022 @ 18:10:01.267",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/AjcOM","x86_64",true,ebd6572ee8f3,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.2, 192.168.0.3","02:42:ac:11:00:02, 02:42:c0:a8:00:03",ebd6572ee8f3,jammy,debian,"5.4.0-128-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-","574.4KB","1:mQJWpP3YUo7N8Cpj3eNcFUKYD/g=","-",815,tcp,ipv4,"-","-","-","481.1KB","192.168.0.3","02:42:c0:a8:00:03",408,58224,"-",flow
"Oct 21, 2022 @ 18:40:50.001","H7Uh-oMBfKPbQnSvn8E7",".ds-packetbeat-8.3.3-2022.10.21-000001","-","476e4ecb-f850-43db-a5c6-88ba94855684",ebd6572ee8f3,"a8d868d4-6b68-4250-9d63-e99ff56bba67",ebd6572ee8f3,packetbeat,"8.3.3","479.4KB","92.8KB","-","-","92.8KB","192.168.0.2","02:42:c0:a8:00:02",405,9200,"8.0.0","network_flow",network,flow,"1840251.5","Oct 21, 2022 @ 18:40:41.518",event,"Oct 21, 2022 @ 18:10:01.267",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/AjcOM","x86_64",true,ebd6572ee8f3,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.2, 192.168.0.3","02:42:ac:11:00:02, 02:42:c0:a8:00:03",ebd6572ee8f3,jammy,debian,"5.4.0-128-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-","572.2KB","1:mQJWpP3YUo7N8Cpj3eNcFUKYD/g=","-",811,tcp,ipv4,"-","-","-","479.4KB","192.168.0.3","02:42:c0:a8:00:03",406,58224,"-",flow
"Oct 21, 2022 @ 18:40:40.001","AbUh-oMBfKPbQnSveMEr",".ds-packetbeat-8.3.3-2022.10.21-000001","-","476e4ecb-f850-43db-a5c6-88ba94855684",ebd6572ee8f3,"a8d868d4-6b68-4250-9d63-e99ff56bba67",ebd6572ee8f3,packetbeat,"8.3.3","477.7KB","92.4KB","-","-","92.4KB","192.168.0.2","02:42:c0:a8:00:02",403,9200,"8.0.0","network_flow",network,flow,"1830011.8","Oct 21, 2022 @ 18:40:31.278",event,"Oct 21, 2022 @ 18:10:01.267",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/AjcOM","x86_64",true,ebd6572ee8f3,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.2, 192.168.0.3","02:42:ac:11:00:02, 02:42:c0:a8:00:03",ebd6572ee8f3,jammy,debian,"5.4.0-128-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-","570.1KB","1:mQJWpP3YUo7N8Cpj3eNcFUKYD/g=","-",807,tcp,ipv4,"-","-","-","477.7KB","192.168.0.3","02:42:c0:a8:00:03",404,58224,"-",flow
"Oct 21, 2022 @ 18:40:30.001","47Uh-oMBfKPbQnSvUcAd",".ds-packetbeat-8.3.3-2022.10.21-000001","-","476e4ecb-f850-43db-a5c6-88ba94855684",ebd6572ee8f3,"a8d868d4-6b68-4250-9d63-e99ff56bba67",ebd6572ee8f3,packetbeat,"8.3.3",476KB,"91.9KB","-","-","91.9KB","192.168.0.2","02:42:c0:a8:00:02",401,9200,"8.0.0","network_flow",network,flow,"1819772.0","Oct 21, 2022 @ 18:40:21.039",event,"Oct 21, 2022 @ 18:10:01.267",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/AjcOM","x86_64",true,ebd6572ee8f3,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.2, 192.168.0.3","02:42:ac:11:00:02, 02:42:c0:a8:00:03",ebd6572ee8f3,jammy,debian,"5.4.0-128-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-","567.9KB","1:mQJWpP3YUo7N8Cpj3eNcFUKYD/g=","-",803,tcp,ipv4,"-","-","-",476KB,"192.168.0.3","02:42:c0:a8:00:03",402,58224,"-",flow
"Oct 21, 2022 @ 18:40:20.000","xbUh-oMBfKPbQnSvKsAL",".ds-packetbeat-8.3.3-2022.10.21-000001","-","476e4ecb-f850-43db-a5c6-88ba94855684",ebd6572ee8f3,"a8d868d4-6b68-4250-9d63-e99ff56bba67",ebd6572ee8f3,packetbeat,"8.3.3","474.3KB","91.4KB","-","-","91.4KB","192.168.0.2","02:42:c0:a8:00:02",399,9200,"8.0.0","network_flow",network,flow,"1810043.9","Oct 21, 2022 @ 18:40:11.310",event,"Oct 21, 2022 @ 18:10:01.267",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/AjcOM","x86_64",true,ebd6572ee8f3,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.2, 192.168.0.3","02:42:ac:11:00:02, 02:42:c0:a8:00:03",ebd6572ee8f3,jammy,debian,"5.4.0-128-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-","565.7KB","1:mQJWpP3YUo7N8Cpj3eNcFUKYD/g=","-",799,tcp,ipv4,"-","-","-","474.3KB","192.168.0.3","02:42:c0:a8:00:03",400,58224,"-",flow
"Oct 21, 2022 @ 18:40:10.001","p7Uh-oMBfKPbQnSvAsD8",".ds-packetbeat-8.3.3-2022.10.21-000001","-","476e4ecb-f850-43db-a5c6-88ba94855684",ebd6572ee8f3,"a8d868d4-6b68-4250-9d63-e99ff56bba67",ebd6572ee8f3,packetbeat,"8.3.3","472.6KB",91KB,"-","-",91KB,"192.168.0.2","02:42:c0:a8:00:02",397,9200,"8.0.0","network_flow",network,flow,"1799804.1","Oct 21, 2022 @ 18:40:01.071",event,"Oct 21, 2022 @ 18:10:01.267",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/AjcOM","x86_64",true,ebd6572ee8f3,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.2, 192.168.0.3","02:42:ac:11:00:02, 02:42:c0:a8:00:03",ebd6572ee8f3,jammy,debian,"5.4.0-128-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-","563.5KB","1:mQJWpP3YUo7N8Cpj3eNcFUKYD/g=","-",795,tcp,ipv4,"-","-","-","472.6KB","192.168.0.3","02:42:c0:a8:00:03",398,58224,"-",flow
"Oct 21, 2022 @ 18:40:00.002","ibUg-oMBfKPbQnSv28Dt",".ds-packetbeat-8.3.3-2022.10.21-000001","-","476e4ecb-f850-43db-a5c6-88ba94855684",ebd6572ee8f3,"a8d868d4-6b68-4250-9d63-e99ff56bba67",ebd6572ee8f3,packetbeat,"8.3.3","470.9KB","90.5KB","-","-","90.5KB","192.168.0.2","02:42:c0:a8:00:02",395,9200,"8.0.0","network_flow",network,flow,"1790075.9","Oct 21, 2022 @ 18:39:51.342",event,"Oct 21, 2022 @ 18:10:01.267",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/AjcOM","x86_64",true,ebd6572ee8f3,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.2, 192.168.0.3","02:42:ac:11:00:02, 02:42:c0:a8:00:03",ebd6572ee8f3,jammy,debian,"5.4.0-128-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-","561.4KB","1:mQJWpP3YUo7N8Cpj3eNcFUKYD/g=","-",791,tcp,ipv4,"-","-","-","470.9KB","192.168.0.3","02:42:c0:a8:00:03",396,58224,"-",flow
"Oct 21, 2022 @ 18:39:50.000","aLUg-oMBfKPbQnSvtMDc",".ds-packetbeat-8.3.3-2022.10.21-000001","-","476e4ecb-f850-43db-a5c6-88ba94855684",ebd6572ee8f3,"a8d868d4-6b68-4250-9d63-e99ff56bba67",ebd6572ee8f3,packetbeat,"8.3.3","469.2KB",90KB,"-","-",90KB,"192.168.0.2","02:42:c0:a8:00:02",393,9200,"8.0.0","network_flow",network,flow,"1779836.7","Oct 21, 2022 @ 18:39:41.103",event,"Oct 21, 2022 @ 18:10:01.267",connection,false,"EQQA////DP//////FP8BAAECQsCoAAICQsCoAAPAqAACwKgAA/AjcOM","x86_64",true,ebd6572ee8f3,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.2, 192.168.0.3","02:42:ac:11:00:02, 02:42:c0:a8:00:03",ebd6572ee8f3,jammy,debian,"5.4.0-128-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-","-","-","-","559.2KB","1:mQJWpP3YUo7N8Cpj3eNcFUKYD/g=","-",787,tcp,ipv4,"-","-","-","469.2KB","192.168.0.3","02:42:c0:a8:00:03",394,58224,"-",flow
